Game_date=20170925;DFS_Salary_date=20170925
MLB_ID;ESPN_ID;Name(LF);Name(FL);Team;H/A;Bats;Active;FD_pos;DK_pos;DD_pos;YH_pos;FD_sal;DK_sal;DD_sal;YH_sal;NP;PA;AB;Hits;2B;3B;HR;Runs;RBI;BB;IBB;SO;HBP;SB;CS;AVG;OBP;SLG;OPS;wOBA;MLB_ID(p);ESPN_ID(p);Pitcher_name(LF);Pitcher_name(FL);P_Team;Throws;game_time;Stadium;FD_sal;DK_sal;DD_sal;YH_sal
457727;6455;Maybin, Cameron;Cameron Maybin;hou;A;R;1;7;7;7;7;;;;;25;8;6;1;0;0;0;1;1;1;0;1;0;0;0;.167;.250;.167;.417;.200;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
514888;31662;Altuve, Jose;Jose Altuve;hou;A;R;1;4;4;4;4;;;;;51;20;18;8;2;0;1;5;2;0;0;3;1;1;0;.444;.450;.722;1.172;.485;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
518542;31443;Centeno, Juan;Juan Centeno;hou;A;L;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
545350;31195;Marisnick, Jake;Jake Marisnick;hou;A;R;1;7;7;7;7;;;;;31;8;8;2;1;0;0;1;0;0;0;3;0;0;0;.250;.250;.375;.625;.269;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
605233;33794;Fisher, Derek;Derek Fisher;hou;A;L;1;;;;;;;;;38;8;6;0;0;0;0;0;0;2;0;3;0;0;0;.000;.250;.000;.250;.175;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
543807;32078;Springer, George;George Springer;hou;A;R;1;7;7;7;7;;;;;57;17;17;4;2;0;0;2;0;0;0;4;0;0;0;.235;.235;.353;.588;.253;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
503556;30327;Gonzalez, Marwin;Marwin Gonzalez;hou;A;S;1;6;56;56;6;;;;;67;14;13;3;0;0;0;0;1;0;0;1;1;1;0;.231;.286;.231;.516;.243;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
594828;32863;Gattis, Evan;Evan Gattis;hou;A;R;1;2;3;3;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
643603;34968;White, Tyler;Tyler White;hou;A;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
643393;34083;Kemp, Tony;Tony Kemp;hou;A;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
592567;33200;Moran, Colin;Colin Moran;hou;A;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
493329;36006;Gurriel, Yulieski;Yuli Gurriel;hou;A;R;1;;;;;;;;;21;10;9;4;2;0;0;2;0;0;0;0;1;0;0;.444;.500;.667;1.167;.500;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
502210;30195;Reddick, Josh;Josh Reddick;hou;A;L;1;7;7;7;7;;;;;48;16;15;1;0;0;0;2;0;1;0;1;0;0;0;.067;.125;.067;.192;.100;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
545358;30429;Stassi, Max;Max Stassi;hou;A;R;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
605204;33796;Davis, J.D.;J.D. Davis;hou;A;R;1;;;;;;;;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
435263;6309;McCann, Brian;Brian McCann;hou;A;L;1;2;2;2;2;;;;;77;20;19;7;1;0;0;1;0;1;0;1;0;0;0;.368;.400;.421;.821;.368;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
136860;3971;Beltran, Carlos;Carlos Beltran;hou;A;S;1;7;7;7;7;;;;;53;16;15;6;1;0;1;1;7;0;0;2;0;0;0;.400;.375;.667;1.042;.428;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
641553;34064;Engel, Adam;Adam Engel;chw;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
542642;31278;Liriano, Rymer;Rymer Liriano;chw;H;R;1;;;7;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
573135;31190;Saladino, Tyler;Tyler Saladino;chw;H;R;1;5;56;56;5;;;;;30;8;8;3;0;0;1;2;2;0;0;2;0;0;0;.375;.375;.750;1.125;.475;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
591994;32335;Garcia, Willy;Willy Garcia;chw;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
547989;33095;Abreu, Jose;Jose Abreu;chw;H;R;1;3;3;3;3;;;;;77;18;17;5;1;0;2;3;3;0;0;4;1;0;0;.294;.333;.706;1.039;.431;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
553882;34254;Narvaez, Omar;Omar Narvaez;chw;H;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
593700;32560;Hanson, Alen;Alen Hanson;chw;H;S;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
541645;30729;Garcia, Avisail;Avisail Garcia;chw;H;R;1;7;7;7;7;;;;;35;11;9;4;0;0;0;1;2;2;0;1;0;0;1;.444;.545;.444;.990;.455;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
660162;33984;Moncada, Yoan;Yoan Moncada;chw;H;S;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
570560;32264;Sanchez, Carlos;Yolmer Sanchez;chw;H;S;1;4;4;4;4;;;;;9;3;3;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
641313;33184;Anderson, Tim;Tim Anderson;chw;H;R;1;;;;;;;;;18;6;6;1;1;0;0;0;0;0;0;3;0;0;1;.167;.167;.333;.500;.208;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
607345;32618;Smith, Kevan;Kevan Smith;chw;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
542963;31133;Brantly, Rob;Rob Brantly;chw;H;L;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
547170;32121;Delmonico, Nicky;Nicky Delmonico;chw;H;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
571602;31145;Davidson, Matt;Matt Davidson;chw;H;R;1;;;5;;;;;;3;1;1;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;445060;6491;Nolasco, Ricky;Ricky Nolasco;laa;R;8:10 PM EDT;Guaranteed Rate Field;;;;
472528;29246;Valbuena, Luis;Luis Valbuena;laa;A;L;1;5;45;45;5;;;;;13;5;5;1;0;0;0;0;1;0;0;1;0;0;0;.200;.200;.200;.400;.180;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
453203;30358;Robinson, Shane;Shane Robinson;laa;A;R;1;7;7;7;7;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
408252;5031;Phillips, Brandon;Brandon Phillips;laa;A;R;1;4;4;4;4;;;;;14;5;5;1;0;0;0;0;0;0;0;0;0;0;0;.200;.200;.200;.400;.180;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
543068;32155;Cron, C.J.;C.J. Cron;laa;A;R;1;3;3;3;3;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
592743;31728;Simmons, Andrelton;Andrelton Simmons;laa;A;R;1;6;6;6;6;;;;;19;8;8;2;1;0;0;1;3;0;0;0;0;0;0;.250;.250;.375;.625;.269;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
455117;30289;Maldonado, Martin;Martin Maldonado;laa;A;R;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
458913;29759;Young, Eric;Eric Young Jr.;laa;A;S;1;7;7;7;7;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
519184;29976;Revere, Ben;Ben Revere;laa;A;L;1;7;7;7;7;;;;;44;13;13;5;0;0;0;3;0;0;0;2;0;2;0;.385;.385;.385;.769;.346;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
545337;32746;Fontana, Nolan;Nolan Fontana;laa;A;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
545361;30836;Trout, Mike;Mike Trout;laa;A;R;1;7;7;7;7;;;;;33;9;9;2;0;1;1;1;2;0;0;1;0;0;0;.222;.222;.778;1.000;.400;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
405395;4574;Pujols, Albert;Albert Pujols;laa;A;R;1;3;3;3;3;;;;;39;9;8;3;1;0;0;1;0;1;0;3;0;0;0;.375;.444;.500;.944;.417;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
492802;33019;Graterol, Juan;Juan Graterol;laa;A;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
592230;31648;Cowart, Kaleb;Kaleb Cowart;laa;A;S;1;5;5;5;5;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
457708;28841;Upton, Justin;Justin Upton;laa;A;R;1;7;7;7;7;;;;;60;15;11;2;0;0;1;2;1;3;0;2;1;2;0;.182;.400;.455;.855;.380;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
542208;30237;Perez, Carlos;Carlos Perez;laa;A;R;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
460060;29210;Pennington, Cliff;Cliff Pennington;laa;A;S;1;6;46;46;6;;;;;40;11;9;1;0;0;0;1;0;1;0;1;0;0;0;.111;.200;.111;.311;.160;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
594777;31413;Calhoun, Kole;Kole Calhoun;laa;A;L;1;7;7;7;7;;;;;17;6;5;0;0;0;0;0;0;1;0;0;0;0;0;.000;.167;.000;.167;.117;448306;28474;Shields, James;James Shields;chw;R;8:10 PM EDT;Guaranteed Rate Field;;;;
545341;31399;Grichuk, Randal;Randal Grichuk;stl;H;R;1;7;7;7;7;;;;;56;16;16;2;0;0;1;1;1;0;0;8;0;0;1;.125;.125;.312;.438;.181;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
622270;36499;Mejia, Alex;Alex Mejia;stl;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
642423;33814;Sierra, Magneuris;Magneuris Sierra;stl;H;L;1;;;;;;;;;10;2;2;1;0;0;0;0;0;0;0;1;0;0;1;.500;.500;.500;1.000;.450;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
649557;33390;Diaz, Aledmys;Aledmys Diaz;stl;H;R;1;;;;;;;;;45;11;10;3;1;0;0;0;0;1;0;2;0;2;1;.300;.364;.400;.764;.341;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
664056;35062;Bader, Harrison;Harrison Bader;stl;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
591971;33367;Valera, Breyvic;Breyvic Valera;stl;H;S;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
572761;31015;Carpenter, Matt;Matt Carpenter;stl;H;L;1;5;5;5;5;;;;;142;34;31;5;1;1;0;3;2;2;0;10;0;1;1;.161;.206;.258;.464;.204;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
572228;35201;Voit, Luke;Luke Voit;stl;H;R;1;;;;;;;;;8;3;3;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
594824;32211;Garcia, Greg;Greg Garcia;stl;H;L;1;4;46;46;6;;;;;21;5;3;0;0;0;0;0;0;1;0;0;0;0;0;.000;.250;.000;.250;.175;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
572039;32842;Piscotty, Stephen;Stephen Piscotty;stl;H;R;1;7;7;7;7;;;;;84;21;17;3;0;0;1;1;2;4;0;5;0;0;0;.176;.333;.353;.686;.314;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
500874;31275;Martinez, Jose;Jose Martinez;stl;H;R;1;;;;;;;;;15;5;5;2;0;0;0;0;2;0;0;0;0;0;0;.400;.400;.400;.800;.360;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
451705;30190;Rosario, Alberto;Alberto Rosario;stl;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
425877;5986;Molina, Yadier;Yadier Molina;stl;H;R;1;2;2;2;2;;;;;149;37;32;12;3;0;1;2;5;3;0;4;1;1;0;.375;.432;.562;.995;.426;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
543939;32061;Wong, Kolten;Kolten Wong;stl;H;L;1;4;4;4;4;;;;;46;11;10;1;0;0;0;1;1;1;0;2;0;2;0;.100;.182;.100;.282;.145;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
576397;31402;Gyorko, Jedd;Jedd Gyorko;stl;H;R;1;4;45;45;4;;;;;74;18;16;3;0;0;1;1;1;2;0;7;0;0;0;.188;.278;.375;.653;.289;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
608348;32797;Kelly, Carson;Carson Kelly;stl;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
502054;31208;Pham, Tommy;Tommy Pham;stl;H;R;1;7;7;7;7;;;;;71;15;12;3;0;0;1;3;2;3;0;3;0;2;1;.250;.400;.500;.900;.393;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
657557;35185;DeJong, Paul;Paul DeJong;stl;H;R;1;;;;;;;;;21;5;5;2;0;0;1;1;1;0;0;3;0;0;0;.400;.400;1.000;1.400;.580;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
451594;29252;Fowler, Dexter;Dexter Fowler;stl;H;S;1;7;7;7;7;;;;;58;12;9;1;0;0;0;2;0;3;0;4;0;0;0;.111;.333;.111;.444;.250;452657;28487;Lester, Jon;Jon Lester;chc;L;8:15 PM EDT;Busch Stadium;;;;
547982;31588;Martin, Leonys;Leonys Martin;chc;A;L;1;7;7;7;7;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
445055;29691;Jay, Jon;Jon Jay;chc;A;L;1;7;7;7;7;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
600303;32217;La Stella, Tommy;Tommy La Stella;chc;A;L;1;4;45;45;4;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
488671;30115;Avila, Alex;Alex Avila;chc;A;L;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
605170;33229;Caratini, Victor;Victor Caratini;chc;A;S;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
546991;32686;Almora, Albert;Albert Almora Jr.;chc;A;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
518792;29551;Heyward, Jason;Jason Heyward;chc;A;L;1;7;7;7;7;;;;;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
543089;34919;Davis, Taylor;Taylor Davis;chc;A;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
656941;33712;Schwarber, Kyle;Kyle Schwarber;chc;A;L;1;7;27;27;7;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
450314;28536;Zobrist, Ben;Ben Zobrist;chc;A;S;1;7;47;47;4;;;;;7;2;2;1;1;0;0;1;0;0;0;0;0;0;0;.500;.500;1.000;1.500;.625;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
502273;31209;Freeman, Mike;Mike Freeman;chc;A;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
592178;33172;Bryant, Kris;Kris Bryant;chc;A;R;1;5;5;5;5;;;;;12;2;2;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
595879;32127;Baez, Javier;Javier Baez;chc;A;R;1;4;46;46;4;;;;;9;2;2;1;0;0;0;0;0;0;0;0;0;0;0;.500;.500;.500;1.000;.450;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
664023;34945;Happ, Ian;Ian Happ;chc;A;S;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
575929;32532;Contreras, Willson;Willson Contreras;chc;A;R;1;;;;;;;;;5;2;1;0;0;0;0;0;0;1;0;0;0;0;0;.000;.500;.000;.500;.350;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
519203;30782;Rizzo, Anthony;Anthony Rizzo;chc;A;L;1;3;3;3;3;;;;;10;2;2;1;0;0;0;0;0;0;0;0;0;0;0;.500;.500;.500;1.000;.450;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
425784;6128;Rivera, Rene;Rene Rivera;chc;A;R;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
608365;32656;Russell, Addison;Addison Russell;chc;A;R;1;6;46;46;4;;;;;16;2;1;1;0;0;1;1;2;1;0;0;0;0;0;1.000;1.000;4.000;5.000;1.350;596133;33770;Weaver, Luke;Luke Weaver;stl;R;8:15 PM EDT;Busch Stadium;;;;
453568;31084;Blackmon, Charlie;Charlie Blackmon;col;H;L;1;7;7;7;7;;;;;42;10;9;1;0;0;0;0;1;1;0;2;0;0;0;.111;.200;.111;.311;.160;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
606132;33264;Tapia, Raimel;Raimel Tapia;col;H;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
471865;28658;Gonzalez, Carlos;Carlos Gonzalez;col;H;L;1;7;7;7;7;;;;;14;3;3;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
571448;31261;Arenado, Nolan;Nolan Arenado;col;H;R;1;5;5;5;5;;;;;14;4;1;1;1;0;0;0;0;2;0;0;0;0;0;1.000;1.000;2.000;3.000;.883;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
506560;30562;Amarista, Alexi;Alexi Amarista;col;H;L;1;6;6;6;6;;;;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
435622;29646;Desmond, Ian;Ian Desmond;col;H;R;1;6;6;6;6;;;;;5;2;2;2;0;0;0;1;2;0;0;0;0;1;0;1.000;1.000;1.000;2.000;.900;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
641857;33247;McMahon, Ryan;Ryan McMahon;col;H;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
452672;28899;Hanigan, Ryan;Ryan Hanigan;col;H;R;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
448602;28772;Reynolds, Mark;Mark Reynolds;col;H;R;1;3;35;35;3;;;;;19;4;3;1;1;0;0;0;0;1;2;0;0;0;0;.333;.500;.667;1.167;.487;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
467827;29807;Parra, Gerardo;Gerardo Parra;col;H;L;1;7;7;7;7;;;;;13;6;6;1;0;0;0;0;0;0;0;0;0;1;0;.167;.167;.167;.333;.150;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
642162;33364;Valaika, Pat;Pat Valaika;col;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
643565;33956;Tauchman, Mike;Mike Tauchman;col;H;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;628333;33617;Despaigne, Odrisamer;Odrisamer Despaigne;mia;R;8:40 PM EDT;Coors Field;;;;
