Game_date=20170925;DFS_Salary_date=20170925
MLB_ID;ESPN_ID;Name(LF);Name(FL);Team;H/A;Bats;Active;FD_pos;DK_pos;DD_pos;YH_pos;FD_sal;DK_sal;DD_sal;YH_sal;NP;PA;AB;Hits;2B;3B;HR;Runs;RBI;BB;IBB;SO;HBP;SB;CS;AVG;OBP;SLG;OPS;wOBA;MLB_ID(p);ESPN_ID(p);Pitcher_name(LF);Pitcher_name(FL);P_Team;Throws;game_time;Stadium;FD_sal;DK_sal;DD_sal;YH_sal
594694;33659;Difo, Wilmer;Wilmer Difo;wsh;A;S;1;6;6;6;6;;;;;28;7;7;2;0;0;0;0;0;0;0;2;0;1;0;.286;.286;.286;.571;.257;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
446308;29287;Wieters, Matt;Matt Wieters;wsh;A;S;1;2;2;2;2;;;;;23;7;7;2;1;0;0;0;2;0;0;2;0;0;0;.286;.286;.429;.714;.307;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
435062;6524;Kendrick, Howie;Howie Kendrick;wsh;A;R;1;4;4;4;4;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
607208;33710;Turner, Trea;Trea Turner;wsh;A;R;1;6;6;6;6;;;;;13;4;4;1;0;0;0;0;0;0;0;1;0;1;0;.250;.250;.250;.500;.225;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
645302;35042;Robles, Victor;Victor Robles;wsh;A;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
502517;29200;Murphy, Dan;Daniel Murphy;wsh;A;L;1;4;45;45;4;;;;;77;21;20;8;3;1;1;4;3;1;0;2;0;0;0;.400;.429;.800;1.229;.512;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
452252;28579;Lind, Adam;Adam Lind;wsh;A;L;1;3;3;3;3;;;;;7;3;3;2;0;0;0;1;0;0;0;1;0;0;0;.667;.667;.667;1.333;.600;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
600466;34697;Read, Raudy;Raudy Read;wsh;A;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
664057;35043;Stevenson, Andrew;Andrew Stevenson;wsh;A;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
600474;33299;Severino, Pedro;Pedro Severino;wsh;A;R;1;2;2;2;2;;;;;9;2;2;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
506703;32345;Sanchez, Adrian;Adrian Sanchez;wsh;A;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;605400;33709;Nola, Aaron;Aaron Nola;phi;R;7:05 PM EDT;Citizens Bank Park;;;;
598265;32362;Bradley, Jackie;Jackie Bradley Jr.;bos;H;L;1;7;7;7;7;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
434658;28545;Davis, Rajai;Rajai Davis;bos;H;R;1;7;7;7;7;;;;;14;3;3;1;0;0;0;1;0;0;0;1;0;1;0;.333;.333;.333;.667;.300;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
434670;6195;Ramirez, Hanley;Hanley Ramirez;bos;H;R;1;7;7;7;;;;;;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
519048;30452;Moreland, Mitch;Mitch Moreland;bos;H;L;1;7;3;3;3;;;;;32;10;8;3;0;0;0;1;0;1;0;1;1;0;0;.375;.500;.375;.875;.410;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
593428;31606;Bogaerts, Xander;Xander Bogaerts;bos;H;R;1;6;56;56;6;;;;;8;2;2;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
506702;32101;Leon, Sandy;Sandy Leon;bos;H;S;1;2;2;2;2;;;;;7;2;2;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
624407;34072;Lin, Tzu-Wei;Tzu-Wei Lin;bos;H;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
571788;30841;Holt, Brock;Brock Holt;bos;H;L;1;4;45;45;4;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
571918;32660;Marrero, Deven;Deven Marrero;bos;H;R;1;6;46;46;4;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
456488;30290;Nunez, Eduardo;Eduardo Nunez;bos;H;R;1;6;56;56;6;;;;;25;6;6;3;2;0;0;1;1;0;0;0;0;1;0;.500;.500;.833;1.333;.567;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
605141;33039;Betts, Mookie;Mookie Betts;bos;H;R;1;7;7;7;7;;;;;9;2;2;1;0;0;0;0;0;0;0;0;0;0;0;.500;.500;.500;1.000;.450;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
543877;31389;Vazquez, Christian;Christian Vazquez;bos;H;R;1;2;2;2;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
643217;34986;Benintendi, Andrew;Andrew Benintendi;bos;H;L;1;;;;;;;;;9;3;3;1;0;0;0;0;0;0;0;0;0;0;0;.333;.333;.333;.667;.300;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
607752;33853;Travis, Sam;Sam Travis;bos;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
646240;33859;Devers, Rafael;Rafael Devers;bos;H;L;1;;;;;;;;;9;2;2;1;0;0;0;0;0;0;0;0;0;0;0;.500;.500;.500;1.000;.450;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
456030;6393;Pedroia, Dustin;Dustin Pedroia;bos;H;R;1;4;4;4;4;;;;;90;20;18;6;2;0;0;0;0;2;0;1;0;0;1;.333;.400;.444;.844;.375;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
596119;32123;Swihart, Blake;Blake Swihart;bos;H;S;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
455759;6514;Young, Chris;Chris Young;bos;H;R;1;7;7;7;7;;;;;10;2;2;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;474463;30041;Anderson, Brett;Brett Anderson;tor;L;7:10 PM EDT;Fenway Park;;;;
430832;5890;Bautista, Jose;Jose Bautista;tor;A;R;1;7;7;7;7;;;;;57;12;10;2;1;0;0;1;1;1;0;3;0;0;0;.200;.250;.300;.550;.238;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
434778;6188;Morales, Kendrys;Kendrys Morales;tor;A;S;1;3;3;3;3;;;;;44;11;8;1;1;0;0;0;2;3;0;2;0;0;0;.125;.364;.250;.614;.305;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
620446;33788;Urena, Richard;Richard Urena;tor;A;S;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
456665;28886;Pearce, Steven;Steve Pearce;tor;A;R;1;7;47;47;7;;;;;32;9;7;0;0;0;0;0;1;1;0;1;0;0;0;.000;.111;.000;.111;.078;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
572365;30636;Goins, Ryan;Ryan Goins;tor;A;L;1;4;46;46;4;;;;;15;4;4;1;0;0;0;0;1;0;0;2;0;0;0;.250;.250;.250;.500;.225;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
459431;29505;Saunders, Michael;Michael Saunders;tor;A;L;1;7;7;7;;;;;;15;4;4;0;0;0;0;0;0;0;0;2;0;0;0;.000;.000;.000;.000;.000;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
606192;33377;Hernandez, Teoscar;Teoscar Hernandez;tor;A;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
571912;33271;Maile, Luke;Luke Maile;tor;A;R;1;2;2;2;2;;;;;31;7;7;3;1;0;1;1;2;0;0;4;0;0;0;.429;.429;1.000;1.429;.593;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
608701;33411;Refsnyder, Rob;Rob Refsnyder;tor;A;R;1;4;4;4;4;;;;;17;5;4;0;0;0;0;0;0;1;0;1;0;0;0;.000;.200;.000;.200;.140;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
475253;30175;Smoak, Justin;Justin Smoak;tor;A;S;1;3;3;3;3;;;;;53;13;9;4;1;0;0;2;0;4;0;1;0;0;0;.444;.615;.556;1.171;.519;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
518626;29563;Donaldson, Josh;Josh Donaldson;tor;A;R;1;5;5;5;5;;;;;52;12;12;1;0;0;0;0;0;0;0;4;0;0;0;.083;.083;.083;.167;.075;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
446381;29567;Barney, Darwin;Darwin Barney;tor;A;R;1;4;46;46;4;;;;;44;12;12;4;0;0;0;0;0;0;0;1;0;0;0;.333;.333;.333;.667;.300;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
471083;28586;Montero, Miguel;Miguel Montero;tor;A;L;1;2;2;2;2;;;;;48;11;8;2;1;0;0;2;2;3;0;5;0;0;0;.250;.455;.375;.830;.386;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
485567;29008;Carrera, Ezequiel;Ezequiel Carrera;tor;A;L;1;7;7;7;7;;;;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
431145;6390;Martin, Russell;Russell Martin;tor;A;R;1;2;2;2;2;;;;;16;4;4;1;0;0;1;1;2;0;0;0;0;0;0;.250;.250;1.000;1.250;.500;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
607680;32859;Pillar, Kevin;Kevin Pillar;tor;A;R;1;7;7;7;7;;;;;52;13;13;2;1;0;0;1;0;0;0;3;0;0;0;.154;.154;.231;.385;.165;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
607257;32647;Lopez, Rafael;Raffy Lopez;tor;A;L;1;2;;2;;;;;;10;3;2;0;0;0;0;0;0;1;0;1;0;0;0;.000;.333;.000;.333;.233;519141;31010;Pomeranz, Drew;Drew Pomeranz;bos;L;7:10 PM EDT;Fenway Park;;;;
452678;28671;Cabrera, Asdrubal;Asdrubal Cabrera;nym;H;S;1;6;6;6;6;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
408314;5411;Reyes, Jose;Jose Reyes;nym;H;S;1;6;6;6;6;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
642086;33218;Smith, Dominic;Dominic Smith;nym;H;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
608703;32980;Reynolds, Matt;Matt Reynolds;nym;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
608325;32798;Cecchini, Gavin;Gavin Cecchini;nym;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
607369;33358;Taijeron, Travis;Travis Taijeron;nym;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
621512;36068;Nido, Tomas;Tomas Nido;nym;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
527038;30627;Flores, Wilmer;Wilmer Flores;nym;H;R;1;6;46;46;6;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
608700;33132;Plawecki, Kevin;Kevin Plawecki;nym;H;R;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
595943;32201;Evans, Phillip;Phillip Evans;nym;H;R;1;;;;;;;;;3;1;1;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
518595;29951;d'Arnaud, Travis;Travis d'Arnaud;nym;H;R;1;2;2;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
493114;32053;Aoki, Norichika;Norichika Aoki;nym;H;L;1;7;7;7;7;;;;;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
501571;31410;Lagares, Juan;Juan Lagares;nym;H;R;1;7;7;7;7;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
642708;33215;Rosario, Amed;Amed Rosario;nym;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
607043;32159;Nimmo, Brandon;Brandon Nimmo;nym;H;L;1;;;;;;;;;5;1;1;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;608331;32685;Fried, Max;Max Fried;atl;L;7:10 PM EDT;Citi Field;;;;
622666;33741;Camargo, Johan;Johan Camargo;atl;A;S;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
571679;31697;Freitas, David;David Freitas;atl;A;R;1;;;;;;;;;10;2;2;1;1;0;0;1;1;0;0;0;0;0;0;.500;.500;1.000;1.500;.625;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
461314;28476;Kemp, Matt;Matt Kemp;atl;A;R;1;7;7;7;7;;;;;31;7;6;3;2;0;0;1;2;1;0;2;0;0;0;.500;.571;.833;1.405;.586;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
621020;34895;Swanson, Dansby;Dansby Swanson;atl;A;R;1;;;;;;;;;16;4;4;1;0;0;0;1;0;0;0;1;0;0;0;.250;.250;.250;.500;.225;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
455976;6478;Markakis, Nick;Nick Markakis;atl;A;L;1;7;7;7;7;;;;;18;4;4;2;0;0;0;0;0;0;0;1;0;0;0;.500;.500;.500;1.000;.450;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
506997;30584;Sanchez, Tony;Tony Sanchez;atl;A;R;1;2;;2;2;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
518692;30193;Freeman, Freddie;Freddie Freeman;atl;A;L;1;3;3;3;3;;;;;13;4;2;0;0;0;0;0;0;2;4;2;0;0;0;.000;.500;.000;.500;.350;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
611177;33080;Garcia, Adonis;Adonis Garcia;atl;A;R;1;7;57;57;5;;;;;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
645277;33783;Albies, Ozzie;Ozzie Albies;atl;A;S;1;;;;;;;;;19;3;2;1;1;0;0;0;0;1;0;0;0;0;0;.500;.667;1.000;1.667;.650;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
572669;32911;Adams, Lane;Lane Adams;atl;A;R;1;;;7;;;;;;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;.000;.000;.000;.000;.000;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
542255;31327;Inciarte, Ender;Ender Inciarte;atl;A;L;1;7;7;7;7;;;;;18;4;3;1;0;0;0;2;1;1;0;0;0;1;0;.333;.500;.333;.833;.400;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
607054;32323;Peterson, Jace;Jace Peterson;atl;A;L;1;4;45;45;4;;;;;6;2;2;0;0;0;0;1;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
571431;31359;Adams, Matt;Matt Adams;atl;A;L;1;3;3;3;3;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
435559;28802;Suzuki, Kurt;Kurt Suzuki;atl;A;R;1;2;2;2;2;;;;;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1.000;1.000;1.000;2.000;.900;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
452095;30157;Flowers, Tyler;Tyler Flowers;atl;A;R;1;2;2;2;2;;;;;11;2;2;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
608672;33149;Johnson, Micah;Micah Johnson;atl;A;L;1;4;4;4;4;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
547004;33261;Ruiz, Rio;Rio Ruiz;atl;A;L;1;;;;;;;;;7;2;2;1;0;0;0;0;0;0;0;0;0;0;0;.500;.500;.500;1.000;.450;606160;32631;Montero, Rafael;Rafael Montero;nym;R;7:10 PM EDT;Citi Field;;;;
607387;33631;Rua, Ryan;Ryan Rua;tex;H;R;1;7;37;37;7;;;;;20;4;3;0;0;0;0;0;0;1;0;2;0;0;0;.000;.250;.000;.250;.175;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
519025;31232;Middlebrooks, Will;Will Middlebrooks;tex;H;R;1;5;;5;5;;;;;23;6;6;3;0;0;0;1;0;0;0;0;0;0;0;.500;.500;.500;1.000;.450;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
592592;32280;Nicholas, Brett;Brett Nicholas;tex;H;L;1;;;;;;;;;7;2;2;1;0;0;0;0;0;0;0;0;0;0;0;.500;.500;.500;1.000;.450;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
460576;28762;Gomez, Carlos;Carlos Gomez;tex;H;R;1;7;7;7;7;;;;;23;7;3;2;0;0;0;1;1;2;0;1;1;4;0;.667;.714;.667;1.381;.557;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
608577;32820;Mazara, Nomar;Nomar Mazara;tex;H;L;1;;;;;;;;;27;8;8;3;1;0;0;1;2;0;0;2;0;0;0;.375;.375;.500;.875;.381;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
592685;31938;Robinson, Drew;Drew Robinson;tex;H;L;1;;;;;;;;;13;2;2;0;0;0;0;0;0;0;0;1;0;0;0;.000;.000;.000;.000;.000;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
641432;35238;Calhoun, Willie;Willie Calhoun;tex;H;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
596059;32170;Odor, Rougned;Rougned Odor;tex;H;L;1;4;4;4;4;;;;;71;20;20;7;1;0;1;1;5;0;0;1;0;0;1;.350;.350;.550;.900;.388;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
543362;31050;Jimenez, A.J.;A.J. Jimenez;tex;H;R;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
592261;31360;DeShields Jr., Delino;Delino DeShields;tex;H;R;1;7;7;7;7;;;;;39;11;11;3;0;0;0;1;1;0;0;1;0;1;0;.273;.273;.273;.545;.245;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
134181;3878;Beltre, Adrian;Adrian Beltre;tex;H;R;1;5;5;5;5;;;;;79;20;17;6;2;0;0;5;2;3;0;4;0;0;0;.353;.450;.471;.921;.410;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
594838;31222;Gosselin, Phillip;Phil Gosselin;tex;H;R;1;4;45;45;4;;;;;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
592419;31217;Hoying, Jared;Jared Hoying;tex;H;L;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.000;.000;.000;.000;.000;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
455139;30445;Chirinos, Robinson;Robinson Chirinos;tex;H;R;1;2;2;2;2;;;;;25;7;6;3;1;0;0;1;0;1;0;0;0;0;0;.500;.571;.667;1.238;.536;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
435063;28444;Napoli, Mike;Mike Napoli;tex;H;R;1;3;3;3;3;;;;;14;6;6;1;0;0;0;0;0;0;0;0;0;0;0;.167;.167;.167;.333;.150;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
462101;29515;Andrus, Elvis;Elvis Andrus;tex;H;R;1;6;6;6;6;;;;;79;19;18;6;0;0;0;1;1;1;0;3;0;1;1;.333;.368;.333;.702;.321;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
608336;32818;Gallo, Joey;Joey Gallo;tex;H;L;1;5;57;57;5;;;;;19;5;4;2;1;0;0;0;0;1;0;2;0;1;0;.500;.600;.750;1.350;.570;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
425783;6205;Choo, Shin-Soo;Shin-Soo Choo;tex;H;L;1;7;7;7;7;;;;;54;10;9;3;0;0;1;3;1;1;0;5;0;0;0;.333;.400;.667;1.067;.450;543521;32569;McHugh, Collin;Collin McHugh;hou;R;8:05 PM EDT;Globe Life Park;;;;
608324;34886;Bregman, Alex;Alex Bregman;hou;A;R;1;;;;;;;;;46;12;11;0;0;0;0;0;0;1;0;3;0;0;0;.000;.083;.000;.083;.058;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
621043;32653;Correa, Carlos;Carlos Correa;hou;A;R;1;6;6;6;6;;;;;38;9;8;3;0;0;0;1;2;1;0;1;0;0;0;.375;.444;.375;.819;.378;488768;30134;Cashner, Andrew;Andrew Cashner;tex;R;8:05 PM EDT;Globe Life Park;;;;
