"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Clayton Kershaw","Dodgers","LAD @ MIL",".59","6.83","27.17","5.48","3.50","1.07",".08",".83","1.72","8.46","27.99","45.28","26.06","2036"
"Justin Verlander","Astros","HOU @ LAA",".54","7.05","28.33","5.51","3.44","1.00",".08",".99","2.15","7.75","26.13","42.79","24.47","8700"
"Vince Velasquez","Phillies","SD @ PHI",".46","6.19","25.32","4.87","2.97",".99",".12",".79","2.42","6.98","22.43","37.41","20.79","11189"
"Zack Godley","Diamondbacks","COL @ ARI",".39","6.22","26.04","5.31","3.32","1.17",".15",".66","2.64","7.05","21.44","36.88","20.06","14862"
"Marcus Stroman","Blue Jays","BAL @ TOR",".46","6.28","25.94","5.89","3.82","1.18",".06",".83","1.65","6.33","20.75","35.20","19.16","13431"
"Carlos Carrasco","Indians","CLE @ TEX",".48","6.00","25.33","5.65","3.43","1.16",".15",".92","2.23","6.58","19.57","34.07","18.32","6632"
"Ryne Stanek","Rays","MIA @ TB",".36","5.85","24.87","5.21","3.46",".96",".07",".71","2.65","6.23","18.65","32.74","17.45","15947"
"Felix Hernandez","Mariners","CWS @ SEA",".44","5.98","25.07","5.82","3.73","1.11",".13",".85","1.93","5.71","18.02","31.53","16.70","4772"
"Luke Weaver","Cardinals","",".41","6.29","26.69","5.69","3.64","1.20",".14",".71","2.76","5.46","17.58","31.77","16.44","16918"
"Trevor Cahill","Athletics","SF @ OAK",".37","5.86","24.81","5.29","3.30","1.12",".11",".77","2.51","5.83","17.75","31.33","16.53","6249"
"Sonny Gray","Yankees","NYM @ NYY",".46","5.65","23.99","5.03","3.26",".99",".08",".69","2.57","5.71","17.77","31.08","16.59","12768"
"Anthony DeSclafani","Reds","PIT @ CIN",".37","6.03","25.03","5.68","3.40","1.11",".08","1.08","1.75","5.48","17.64","30.49","16.16","13050"
"Madison Bumgarner","Giants","SF @ OAK",".31","5.79","24.40","5.43","2.88","1.25",".09","1.21","1.99","5.71","16.84","29.36","15.52","5524"
"Pablo Lopez","Marlins","MIA @ TB",".33","5.81","24.84","5.86","3.84","1.10",".15",".77","2.14","5.21","15.64","28.46","14.54","17085"
"Kyle Freeland","Rockies","COL @ ARI",".34","6.06","25.93","5.92","3.74","1.28",".26",".63","2.47","4.86","15.22","28.29","14.17","16256"
"Jakob Junis","Royals","MIN @ KC",".35","5.98","25.53","6.20","3.98","1.31",".15",".77","2.00","4.93","15.20","28.00","14.08","13619"
"Lance Lynn","Twins","MIN @ KC",".37","5.81","25.61","5.83","3.79","1.23",".15",".67","2.98","5.08","14.30","27.66","13.57","2520"
"Tyler Chatwood","Cubs","",".31","5.66","25.26","4.79","3.10","1.02",".11",".55","4.14","5.02","13.84","27.24","13.21","4338"
"Nick Kingham","Pirates","PIT @ CIN",".33","5.68","24.51","5.69","3.61","1.08",".10",".89","2.34","4.82","14.13","26.28","13.14","11694"
"Nick Tropeano","Angels","HOU @ LAA",".22","5.75","24.87","5.95","3.84","1.17",".08",".86","2.30","4.62","13.18","25.13","12.21","12385"
"Chase Anderson","Brewers","LAD @ MIL",".18","5.54","24.10","5.42","2.90","1.13",".08","1.32","2.52","4.99","13.05","24.57","12.11","6895"
"Luis Perdomo","Padres","SD @ PHI",".27","5.88","25.99","6.09","3.73","1.23",".18",".95","2.90","4.38","11.93","24.26","11.26","14682"
"Brian Johnson","Red Sox","BOS @ DET",".40","5.62","24.44","6.47","4.23","1.33",".26",".64","1.74","4.03","12.37","23.95","11.49","14272"
"Alex Cobb","Orioles","BAL @ TOR",".27","5.68","24.21","6.06","3.31","1.50",".12","1.13","1.59","4.17","12.61","23.42","11.47","6562"
"Mike Fiers","Tigers","BOS @ DET",".28","5.66","24.77","6.45","3.87","1.40",".20",".98","1.97","3.81","10.73","21.76","9.92","7754"
"Steven Matz","Mets","NYM @ NYY",".20","5.12","23.35","5.59","3.26","1.08",".06","1.19","2.91","4.65","10.18","21.38","9.76","13361"
"Dylan Covey","White Sox","CWS @ SEA",".26","5.39","24.04","6.13","3.98","1.07",".11",".97","2.41","3.57","9.25","19.86","8.66","14825"
"Bartolo Colon","Rangers","CLE @ TEX",".23","5.64","24.80","7.13","4.19","1.59",".14","1.21","1.30","2.74","7.70","17.21","6.91","375"
