"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Freddy Peralta","Brewers","CIN @ MIL",".52","6.24","25.46","4.61","3.19",".88",".17",".36","2.72","8.03","25.80","42.51","24.14","18679"
"Noah Syndergaard","Mets","SF @ NYM",".49","6.70","27.08","5.96","4.25","1.18",".10",".43","1.57","7.09","24.41","40.53","22.61","11762"
"Jon Gray","Rockies","SD @ COL",".46","6.27","25.74","5.86","3.83","1.13",".21",".70","1.64","7.31","22.80","38.25","21.22","14916"
"Stephen Strasburg","Nationals","PHI @ WSH",".44","5.86","23.99","5.05","3.30",".96",".08",".70","1.83","7.43","22.98","37.75","21.36","10131"
"Ryne Stanek","Rays","KC @ TB",".40","5.98","24.86","4.85","3.04",".95",".11",".75","2.57","7.23","21.88","36.86","20.42","15947"
"Walker Buehler","Dodgers","STL @ LAD",".38","5.94","24.72","5.37","3.28","1.05",".05",".99","2.00","6.94","20.71","35.08","19.26","19374"
"Carlos Carrasco","Indians","CLE @ BOS",".41","6.21","26.00","6.10","3.80","1.49",".17",".63","1.80","6.42","19.93","34.54","18.56","6632"
"Lance Lynn","Yankees","NYY @ MIA",".42","6.41","27.02","5.85","4.21","1.07",".23",".35","2.61","5.77","19.20","34.22","17.98","2520"
"Carlos Rodon","White Sox","MIN @ CWS",".35","5.88","24.84","5.17","3.31","1.03",".12",".71","2.55","6.36","19.04","33.09","17.77","16137"
"Kyle Gibson","Twins","MIN @ CWS",".36","5.95","25.22","5.54","3.57","1.01",".21",".76","2.40","6.30","18.63","32.78","17.43","10123"
"Charlie Morton","Astros","HOU @ SEA",".40","6.16","26.62","6.07","4.17","1.19",".15",".57","2.74","6.12","17.90","32.86","16.97","4676"
"Jack Flaherty","Cardinals","STL @ LAD",".30","5.61","23.99","4.96","2.72",".95",".05","1.25","2.63","6.74","18.22","31.77","17.09","17479"
"Trevor Richards","Marlins","NYY @ MIA",".30","6.04","25.23","5.41","3.48","1.17",".12",".65","2.23","5.78","18.29","31.81","16.89","19309"
"Jakob Junis","Royals","KC @ TB",".29","5.85","25.06","5.85","3.94",".97",".19",".75","2.28","5.86","16.70","30.19","15.63","13619"
"Mike Minor","Rangers","TEX @ OAK",".37","5.96","25.17","6.08","3.43","1.55",".13",".97","1.68","5.39","16.43","29.17","15.16","10021"
"Clay Buchholz","Diamondbacks","LAA @ ARI",".45","6.35","26.07","6.04","3.92","1.28",".17",".67","1.58","4.07","16.30","28.60","14.74","3543"
"Robert Stephenson","Reds","CIN @ MIL",".21","5.43","23.79","5.15","2.99","1.04",".09","1.03","2.84","5.65","14.53","26.96","13.69","13594"
"Casey Kelly","Giants","SF @ NYM",".26","5.70","24.61","5.84","3.73","1.16",".11",".83","2.25","5.04","14.46","26.87","13.49","9174"
"Edwin Jackson","Athletics","TEX @ OAK",".33","5.68","24.52","5.76","3.42","1.32",".11",".91","2.28","4.74","13.97","26.03","12.97","1841"
"Jon Lester","Cubs","CHC @ DET",".44","5.73","24.43","5.98","3.82","1.25",".21",".70","1.88","4.12","13.79","25.48","12.69","4930"
"Julio Teheran","Braves","ATL @ PIT",".36","5.71","24.71","5.61","3.69","1.07",".19",".66","2.61","4.28","13.45","25.55","12.52","6797"
"Brian Johnson","Red Sox","CLE @ BOS",".30","5.73","24.76","6.19","4.10","1.41",".11",".57","2.00","4.22","13.12","25.03","12.14","14272"
"Trevor Williams","Pirates","ATL @ PIT",".34","5.94","25.56","6.39","4.41","1.31",".13",".54","2.03","3.61","12.39","24.14","11.37","16977"
"Marco Gonzales","Mariners","HOU @ SEA",".30","5.48","23.62","6.04","4.10","1.34",".09",".52","1.72","3.99","12.61","23.65","11.61","15467"
"Odrisamer Despaigne","Angels","LAA @ ARI",".26","5.48","24.09","5.84","3.50","1.31",".28",".75","2.36","4.31","11.92","23.32","11.12","16017"
"Zach Eflin","Phillies","PHI @ WSH",".26","5.66","24.61","6.30","4.00","1.30",".12",".88","1.93","3.95","11.49","22.61","10.60","13774"
"David Hess","Orioles","BAL @ TOR",".26","5.39","23.72","5.57","2.99","1.25",".12","1.21","2.50","4.31","11.25","22.18","10.48","16130"
"Francisco Liriano","Tigers","CHC @ DET",".24","5.39","24.57","5.89","3.82","1.10",".19",".78","3.14","4.13","9.83","21.47","9.44","3201"
"Jacob Nix","Padres","SD @ COL",".24","5.47","24.21","6.56","4.09","1.32",".23",".93","1.83","3.85","10.10","20.91","9.40","17775"
"Thomas Pannone","Blue Jays","BAL @ TOR",".00","2.95","12.45","3.01","1.78",".65",".06",".52",".87","3.09","8.25","13.76","7.59","17281"
