"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Trevor Bauer","Indians","TEX @ CLE",".39","6.37","26.96","5.19","3.20","1.12",".08",".79","3.26","7.52","21.99","38.33","20.78","12703"
"Eduardo Rodriguez","Red Sox","KC @ BOS",".51","6.87","28.65","6.41","4.06","1.50",".08",".76","2.18","6.79","21.97","37.97","20.71","13164"
"Zack Greinke","Diamondbacks","LAD @ ARI",".39","6.31","25.71","5.45","3.12","1.27",".15",".91","1.73","6.88","22.04","36.58","20.31","1943"
"Jon Lester","Cubs","COL @ CHC",".47","6.20","25.44","5.54","3.17","1.10",".10","1.18","1.77","7.08","21.87","36.53","20.26","4930"
"Jeff Samardzija","Giants","SD @ SF",".43","6.49","26.39","6.01","3.92","1.19",".24",".67","1.48","6.41","21.58","36.28","19.88","3254"
"Tanner Roark","Nationals","PIT @ WSH",".41","6.86","28.38","5.98","3.87","1.14",".11",".86","2.43","6.30","20.93","36.20","19.56","8753"
"Jameson Taillon","Pirates","PIT @ WSH",".36","6.37","26.61","6.10","3.93","1.24",".13",".80","1.99","6.15","19.33","33.77","18.00","11674"
"Charlie Morton","Astros","NYY @ HOU",".39","6.13","25.95","5.47","3.33","1.16",".11",".88","2.64","6.29","18.96","33.42","17.72","4676"
"Cole Hamels","Rangers","TEX @ CLE",".36","6.26","26.74","5.43","3.22","1.29",".07",".85","3.14","6.11","18.20","32.83","17.14","4972"
"Dan Straily","Marlins","PHI @ MIA",".27","5.98","24.93","5.39","3.33","1.09",".13",".85","2.13","6.07","18.49","31.96","17.08","9460"
"Jake Arrieta","Phillies","PHI @ MIA",".41","5.58","22.79","4.73","3.30",".92",".11",".39","1.79","5.34","18.89","31.06","17.31","4153"
"Jake Faria","Rays","TB @ DET",".42","5.65","24.01","5.51","3.66","1.17",".16",".52","2.11","5.07","16.31","28.94","15.14","13699"
"Eric Lauer","Padres","SD @ SF",".31","5.89","25.85","5.99","3.97","1.39",".14",".50","2.87","4.95","14.27","27.66","13.49","19316"
"Sonny Gray","Yankees","NYY @ HOU",".32","5.57","24.38","5.81","3.71","1.21",".10",".80","2.45","4.77","13.41","25.61","12.57","12768"
"Lance Lynn","Twins","TOR @ MIN",".32","5.65","24.94","5.86","3.44","1.20",".09","1.13","2.73","4.86","12.78","25.09","12.04","2520"
"Brandon Finnegan","Reds","MIL @ CIN",".28","5.57","24.86","5.81","3.57","1.16",".06","1.02","2.98","4.78","12.09","24.41","11.48","16208"
"Jhoulys Chacin","Brewers","MIL @ CIN",".39","5.48","24.09","5.33","3.48","1.04",".13",".69","2.99","4.02","12.14","23.87","11.38","2608"
"Jason Hammel","Royals","KC @ BOS",".25","5.78","25.45","6.97","4.20","1.68",".11",".98","1.74","4.52","11.75","23.60","11.01","4538"
"Aaron Sanchez","Blue Jays","TOR @ MIN",".36","5.66","25.43","6.02","3.75","1.35",".15",".78","3.08","4.14","11.03","23.21","10.51","11490"
"Jordan Zimmermann","Tigers","TB @ DET",".26","5.49","23.62","6.33","4.16","1.22",".23",".72","1.44","4.00","11.92","22.69","10.93","4505"
"Kyle Freeland","Rockies","COL @ CHC",".22","5.00","22.42","5.75","3.28","1.20",".13","1.16","2.13","4.17","9.84","19.95","9.24","16256"
"Ross Stripling","Dodgers","LAD @ ARI",".02","3.32","14.07","3.35","2.08",".77",".13",".38","1.08","3.04","8.60","14.59","7.89","13273"
