"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Justin Verlander","Astros","HOU @ NYY",".46","6.86","28.03","5.44","3.13","1.00",".07","1.24","2.54","8.03","24.92","41.48","23.44","8700"
"Jacob deGrom","Mets","NYM @ ATL",".44","6.54","27.25","6.01","4.03","1.22",".15",".61","2.25","6.82","21.76","37.68","20.41","10954"
"Caleb Smith","Marlins","MIA @ SD",".35","6.05","25.30","4.96","2.97","1.00",".12",".86","2.67","7.08","21.14","36.01","19.74","14875"
"Trevor Cahill","Athletics","TB @ OAK",".39","6.40","26.63","5.88","4.01","1.15",".15",".58","2.25","6.07","19.78","34.56","18.41","6249"
"Eric Lauer","Padres","MIA @ SD",".37","6.36","26.42","5.62","3.63","1.11",".11",".77","2.26","6.04","19.75","34.18","18.31","19316"
"Luke Weaver","Cardinals","STL @ MIL",".39","6.16","26.17","6.02","3.88","1.19",".10",".86","2.30","6.40","18.75","33.40","17.62","16918"
"Vince Velasquez","Phillies","PHI @ LAD",".33","5.78","24.58","5.30","3.03","1.07",".06","1.15","2.42","6.70","18.68","32.59","17.49","11189"
"Chris Archer","Rays","TB @ OAK",".33","5.83","24.44","5.39","3.27","1.18",".13",".81","2.03","6.25","18.77","32.26","17.40","6345"
"Jakob Junis","Royals","MIN @ KC",".37","6.13","25.59","6.06","3.69","1.27",".17",".93","1.61","5.88","18.38","31.90","16.96","13619"
"Marco Gonzales","Mariners","TEX @ SEA",".40","5.55","22.71","4.82","3.31",".96",".06",".48","1.76","5.27","18.37","30.45","16.84","15467"
"David Price","Red Sox","TOR @ BOS",".38","5.73","24.47","5.46","3.24","1.37",".06",".79","2.30","5.72","16.97","30.14","15.83","3184"
"Domingo German","Yankees","HOU @ NYY",".29","5.88","25.34","5.68","3.53","1.05",".03","1.07","2.56","5.89","16.48","30.03","15.43","17149"
"Gio Gonzalez","Nationals","WSH @ BAL",".44","6.20","26.76","6.31","4.04","1.27",".06",".94","2.48","5.32","16.03","29.88","15.09","7448"
"Brock Stewart","Dodgers","PHI @ LAD",".37","5.99","25.24","5.76","3.61","1.11",".07",".97","2.06","5.25","16.57","29.51","15.29","16727"
"Tyler Skaggs","Angels","LAA @ DET",".45","5.81","25.26","6.41","4.12","1.30",".22",".77","2.04","5.62","15.93","29.52","15.02","10190"
"Adam Plutko","Indians","CWS @ CLE",".46","5.98","25.41","6.31","3.65","1.36",".10","1.20","1.72","5.39","16.18","29.16","15.00","15846"
"Chad Kuhl","Pirates","CHC @ PIT",".32","6.02","25.90","6.05","3.90","1.27",".11",".77","2.35","5.29","15.78","29.17","14.72","14975"
"Brent Suter","Brewers","STL @ MIL",".30","5.53","23.34","5.78","3.64","1.06",".10",".99","1.46","5.06","15.19","26.77","13.95","13942"
"Doug Fister","Rangers","TEX @ SEA",".28","5.92","25.25","5.64","3.63","1.09",".06",".86","2.41","4.60","14.52","26.75","13.41","9425"
"Lance Lynn","Twins","MIN @ KC",".36","5.91","25.92","6.17","4.15","1.24",".12",".65","2.70","4.60","13.46","26.38","12.69","2520"
"Mike Montgomery","Cubs","CHC @ PIT",".37","5.64","24.18","5.85","3.98","1.22",".13",".52","2.03","3.82","12.98","24.37","11.93","4869"
"Max Fried","Braves","NYM @ ATL",".23","4.93","21.45","4.73","3.19",".96",".09",".49","2.45","4.49","12.98","23.52","12.15","13743"
"Chad Bettis","Rockies","SF @ COL",".36","5.50","24.26","6.32","3.82","1.55",".17",".79","1.99","4.49","12.20","23.93","11.45","10587"
"Alex Cobb","Orioles","WSH @ BAL",".29","5.99","25.88","6.77","4.05","1.35",".12","1.26","1.71","4.33","12.37","23.93","11.39","6562"
"Aaron Sanchez","Blue Jays","TOR @ BOS",".32","5.77","25.83","6.08","3.92","1.46",".10",".61","3.13","4.10","11.21","23.63","10.65","11490"
"Homer Bailey","Reds","CIN @ ARI",".38","5.92","25.84","6.63","4.04","1.50",".23",".86","2.11","3.86","11.63","23.40","10.80","8362"
"Andrew Suarez","Giants","SF @ COL",".28","5.23","23.71","6.39","3.73","1.34",".29","1.03","2.20","4.95","11.08","22.80","10.62","18300"
"Matt Koch","Diamondbacks","CIN @ ARI",".35","6.04","25.96","6.90","4.31","1.44",".20",".94","1.57","3.44","11.37","22.50","10.38","13420"
"Matt Boyd","Tigers","LAA @ DET",".24","5.77","26.11","6.69","3.88","1.31",".15","1.36","2.73","3.89","8.86","20.12","8.42","15440"
"Dylan Covey","White Sox","CWS @ CLE",".20","4.65","21.56","5.92","3.28","1.39",".06","1.19","2.20","2.86","5.28","13.74","5.04","14825"
