"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Carlos Carrasco","Indians","TOR @ CLE",".43","6.58","26.95","5.83","3.31","1.32",".08","1.12","1.86","7.23","22.66","37.96","21.04","6632"
"Patrick Corbin","Diamondbacks","LAD @ ARI",".34","6.18","26.07","5.68","3.39","1.35",".17",".77","2.39","6.95","20.34","35.42","19.05","9323"
"David Price","Red Sox","BOS @ TEX",".45","5.92","24.80","5.42","3.54","1.06",".10",".73","2.15","6.46","19.97","34.27","18.61","3184"
"Jake Odorizzi","Twins","MIN @ CWS",".41","6.14","25.73","5.42","3.28",".98",".14","1.01","2.40","6.40","19.54","33.86","18.20","6397"
"Lance McCullers Jr.","Astros","NYY @ HOU",".35","5.53","23.27","4.87","3.05","1.06",".10",".66","2.28","6.65","19.52","33.06","18.25","14120"
"Alex Wood","Dodgers","LAD @ ARI",".38","5.99","25.24","5.69","3.55","1.33",".17",".64","2.15","6.13","18.73","32.80","17.45","13781"
"Sean Manaea","Athletics","OAK @ SEA",".43","6.28","26.47","6.19","4.00","1.12",".10",".97","2.01","5.85","18.22","32.29","16.98","15873"
"Masahiro Tanaka","Yankees","NYY @ HOU",".34","6.04","25.51","6.13","3.62","1.41",".09","1.01","1.77","6.10","17.90","31.55","16.65","15764"
"Julio Teheran","Braves","ATL @ NYM",".39","6.34","26.77","5.99","3.66","1.18",".14","1.01","2.33","5.60","17.53","31.39","16.33","6797"
"Jaime Barria","Angels","BAL @ LAA",".39","5.87","24.62","5.54","3.40",".97",".07","1.10","1.93","5.21","16.63","29.12","15.27","18356"
"Wade LeBlanc","Mariners","OAK @ SEA",".29","5.97","25.25","6.24","3.34","1.41",".08","1.41","1.53","5.52","15.83","28.21","14.56","5221"
"Reynaldo Lopez","White Sox","MIN @ CWS",".31","6.02","26.08","5.51","3.36","1.19",".10",".86","3.10","4.94","14.69","27.80","13.73","16400"
"Jason Vargas","Mets","ATL @ NYM",".34","6.09","25.82","6.38","4.23","1.25",".12",".78","1.83","4.46","14.60","27.06","13.42","8044"
"Eric Skoglund","Royals","DET @ KC",".36","5.66","24.23","5.94","3.84","1.35",".12",".64","1.88","4.64","14.47","26.51","13.38","16155"
"Mike Minor","Rangers","BOS @ TEX",".27","5.92","25.45","6.44","3.96","1.47",".10",".92","1.82","4.65","13.71","25.87","12.66","10021"
"Trevor Williams","Pirates","PIT @ WSH",".34","5.61","24.54","6.03","3.83","1.21",".11",".88","2.30","4.81","13.29","25.54","12.47","16977"
"Jaime Garcia","Blue Jays","TOR @ CLE",".28","5.33","22.98","5.47","3.18","1.32",".09",".88","2.07","4.59","13.15","24.22","12.18","8137"
"Adam Plutko","Indians","",".36","5.87","25.31","6.24","3.45","1.45",".10","1.24","1.98","4.32","12.84","24.47","11.81","15846"
"Mike Fiers","Tigers","DET @ KC",".31","5.58","24.20","5.96","3.61","1.24",".11","1.00","2.03","4.07","12.07","23.18","11.12","7754"
"Jeremy Hellickson","Nationals","PIT @ WSH",".32","5.25","22.50","5.81","3.55","1.27",".09",".90","1.44","4.00","12.15","22.30","11.12","4371"
"Joe Biagini","Blue Jays","",".32","5.28","23.33","5.92","3.45","1.40",".12",".94","2.14","3.96","10.70","21.38","9.99","13194"
"Chris Tillman","Orioles","BAL @ LAA",".28","5.10","22.60","5.37","3.32","1.03",".08",".95","2.49","3.32","9.30","19.05","8.63","5279"
