"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","WSH @ ATL",".51","7.05","28.38","5.71","3.38","1.27",".12",".93","2.05","8.66","27.70","45.31","26.05","3137"
"Cole Hamels","Cubs","CIN @ CHC",".48","6.76","27.86","5.59","3.89","1.04",".16",".50","2.67","6.34","21.94","37.75","20.50","4972"
"Masahiro Tanaka","Yankees","TOR @ NYY",".51","6.09","24.49","5.50","3.20","1.24",".06","1.00","1.17","6.48","21.72","35.48","19.87","15764"
"Tyler Anderson","Rockies","COL @ SF",".45","6.28","25.73","5.61","3.80","1.15",".17",".48","1.82","6.03","20.81","35.17","19.18","12880"
"Jose Berrios","Twins","MIN @ KC",".44","6.29","26.24","5.73","3.67","1.25",".18",".63","2.26","6.47","20.38","35.29","19.03","14168"
"Chris Archer","Pirates","PIT @ MIL",".36","5.88","24.63","5.45","3.33","1.10",".07",".95","2.01","6.72","19.77","33.83","18.40","6345"
"Jack Flaherty","Cardinals","LAD @ STL",".30","5.74","24.43","4.75","2.81",".92",".06",".96","2.90","6.78","19.09","33.12","17.89","17479"
"Dallas Keuchel","Astros","ARI @ HOU",".47","6.57","27.32","6.32","4.05","1.35",".17",".75","1.90","5.52","18.95","33.25","17.57","9434"
"Walker Buehler","Dodgers","LAD @ STL",".39","5.85","24.77","5.44","3.49","1.08",".08",".80","2.30","6.35","18.88","32.90","17.65","19374"
"Gio Gonzalez","Brewers","PIT @ MIL",".37","6.20","26.45","5.84","3.80","1.18",".13",".73","2.63","5.55","17.22","31.28","16.08","7448"
"Zach Eflin","Phillies","MIA @ PHI",".43","6.33","25.99","6.17","4.07","1.26",".16",".68","1.38","4.88","17.89","30.92","16.30","13774"
"Chris Stratton","Giants","COL @ SF",".30","6.27","26.18","6.04","3.95","1.18",".22",".69","1.93","5.37","17.46","30.89","16.09","13761"
"Diego Castillo","Rays","OAK @ TB",".36","5.70","24.39","5.19","3.14","1.09",".10",".86","2.63","5.93","17.17","30.54","16.06","17496"
"Noah Syndergaard","Mets","NYM @ BOS",".37","6.01","25.75","6.35","4.02","1.58",".15",".61","1.97","5.65","16.78","30.54","15.72","11762"
"Robbie Erlin","Padres","TEX @ SD",".41","6.18","25.60","6.46","4.11","1.27",".11",".96","1.10","4.92","16.92","29.46","15.41","10354"
"Wei-Yin Chen","Marlins","MIA @ PHI",".29","5.68","24.39","5.50","3.26","1.19",".13",".93","2.38","5.44","15.44","28.06","14.39","13071"
"James Shields","White Sox","CWS @ BAL",".42","6.05","25.90","6.05","3.80","1.09",".09","1.07","2.35","4.77","14.81","27.62","13.78","7059"
"Robbie Ray","Diamondbacks","ARI @ HOU",".26","5.42","24.46","5.35","3.23","1.14",".09",".90","3.44","5.97","14.15","27.63","13.64","11486"
"Matt Harvey","Reds","CIN @ CHC",".27","5.92","25.51","6.25","3.92","1.35",".17",".81","2.05","5.01","14.52","27.21","13.51","11713"
"Josh Tomlin","Indians","DET @ CLE",".39","6.11","25.34","6.65","3.88","1.52",".08","1.18",".78","4.40","15.16","26.67","13.67","9388"
"Kevin Gausman","Braves","WSH @ ATL",".25","5.93","25.34","6.15","3.96","1.28",".10",".81","2.02","4.80","14.39","26.76","13.28","14107"
"William Cuevas","Red Sox","NYM @ BOS",".30","5.67","24.50","5.85","3.47","1.35",".17",".86","2.14","4.96","14.24","26.42","13.24","13331"
"Edwin Jackson","Athletics","OAK @ TB",".33","5.55","24.34","5.92","3.81","1.18",".22",".72","2.48","4.71","13.05","25.32","12.29","1841"
"Matt Shoemaker","Angels","SEA @ LAA",".34","5.75","24.61","6.33","3.92","1.21",".07","1.14","1.58","4.27","13.00","24.33","11.91","4776"
"Matt Boyd","Tigers","DET @ CLE",".30","5.63","24.76","5.90","3.45","1.37",".06","1.02","2.53","4.58","12.48","24.42","11.69","15440"
"Jorge Lopez","Royals","MIN @ KC",".28","5.87","25.26","6.27","4.16","1.32",".16",".63","2.00","3.88","12.49","24.09","11.45","14527"
"Luis Ortiz","Orioles","CWS @ BAL",".30","5.61","24.42","6.41","4.02","1.25",".12","1.02","1.79","4.17","11.73","22.99","10.83","16942"
"Yohander Mendez","Rangers","TEX @ SD",".00","5.67","24.86","6.17","3.64","1.19",".14","1.20","2.27","5.10","12.08","22.28","11.21","14391"
"Marco Estrada","Blue Jays","TOR @ NYY",".20","5.38","23.90","5.68","3.05","1.15",".07","1.41","2.62","4.44","10.58","21.50","9.91","1118"
"Roenis Elias","Mariners","SEA @ LAA",".34","5.40","24.21","5.89","3.85","1.14",".07",".82","2.80","3.51","9.62","20.67","9.09","12673"
