"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Noah Syndergaard","Mets","NYM @ PHI",".50","6.57","26.38","5.35","3.47","1.14",".13",".60","1.81","8.68","27.68","44.95","25.81","11762"
"Jon Lester","Cubs","CWS @ CHC",".52","6.68","26.59","5.22","3.35","1.09",".12",".66","1.82","8.02","27.00","43.68","25.01","4930"
"Stephen Strasburg","Nationals","WSH @ ARI",".50","6.58","26.73","5.61","3.36","1.29",".21",".75","1.85","7.90","25.18","41.55","23.48","10131"
"Charlie Morton","Astros","TEX @ HOU",".45","6.16","26.09","5.18","3.32","1.14",".11",".61","2.97","7.04","21.23","36.92","20.00","4676"
"Ross Stripling","Dodgers","CIN @ LAD",".45","6.72","27.33","6.05","4.07","1.28",".07",".62","1.67","5.42","20.37","34.65","18.71","13273"
"Mike Clevinger","Indians","KC @ CLE",".42","6.31","26.62","5.71","3.53","1.40",".07",".71","2.54","6.33","19.69","34.61","18.43","12808"
"Nick Tropeano","Angels","MIN @ LAA",".38","6.05","25.51","5.17","3.02","1.12",".10",".93","2.73","6.65","19.71","34.31","18.43","12385"
"Domingo German","Yankees","OAK @ NYY",".39","5.78","24.90","4.87","2.73","1.01",".07","1.06","3.19","6.92","19.04","33.64","17.99","17149"
"Chris Archer","Rays","TB @ BAL",".39","5.81","24.28","5.56","3.45","1.00",".06","1.05","1.73","6.49","19.37","32.97","17.96","6345"
"Tyson Ross","Padres","STL @ SD",".34","6.12","26.27","5.42","3.57",".99",".08",".78","3.13","6.37","18.45","33.32","17.40","7872"
"Michael Wacha","Cardinals","STL @ SD",".39","6.02","25.43","5.65","3.71","1.04",".15",".75","2.34","6.22","18.80","33.09","17.57","14078"
"Michael Soroka","Braves","ATL @ MIA",".44","6.57","27.15","6.26","4.33","1.20",".13",".60","1.75","5.10","18.61","32.50","17.16","18383"
"David Price","Red Sox","BOS @ TOR",".40","5.78","24.47","5.34","3.04","1.33",".08",".89","2.26","5.85","17.73","31.02","16.49","3184"
"Zach Eflin","Phillies","NYM @ PHI",".25","6.11","25.88","6.01","3.71","1.27",".12",".91","2.05","5.67","16.86","30.21","15.62","13774"
"Chad Kuhl","Pirates","SF @ PIT",".37","6.14","26.19","5.97","3.82","1.37",".13",".65","2.40","5.17","16.34","29.88","15.19","14975"
"Troy Scribner","Diamondbacks","WSH @ ARI",".25","5.88","25.27","5.81","3.34","1.28",".16","1.03","2.41","5.68","15.70","28.81","14.65","15570"
"Jeff Samardzija","Giants","SF @ PIT",".37","6.46","27.40","6.82","4.26","1.46",".20",".89","1.82","4.76","15.45","28.51","14.38","3254"
"James Shields","White Sox","CWS @ CHC",".23","6.16","26.63","5.92","3.45","1.25",".14","1.09","2.81","5.33","14.91","28.11","14.01","7059"
"Andrew Triggs","Athletics","OAK @ NYY",".29","5.62","24.57","5.49","3.22","1.02",".07","1.18","2.78","5.72","14.87","27.79","14.01","13533"
"Felix Hernandez","Mariners","",".39","5.58","23.68","5.51","3.52","1.23",".14",".61","1.94","4.82","15.49","27.47","14.30","4772"
"Marco Estrada","Blue Jays","BOS @ TOR",".31","6.14","25.84","5.91","3.24","1.43",".09","1.16","2.04","4.87","15.34","27.64","14.03","1118"
"Jarlin Garcia","Marlins","ATL @ MIA",".30","6.11","25.75","6.17","4.20","1.17",".13",".67","1.96","4.35","14.73","27.15","13.50","18282"
"Jakob Junis","Royals","KC @ CLE",".30","5.78","24.97","5.97","3.52","1.43",".09",".93","2.22","5.02","14.27","26.68","13.30","13619"
"Homer Bailey","Reds","CIN @ LAD",".32","6.36","26.79","6.17","3.79","1.45",".09",".84","2.14","4.06","14.39","26.67","13.20","8362"
"Kyle Gibson","Twins","MIN @ LAA",".33","5.66","24.47","5.45","3.39","1.04",".07",".95","2.60","4.89","14.27","26.57","13.28","10123"
"Alex Cobb","Orioles","",".39","6.37","27.00","7.10","4.69","1.35",".16",".90","1.48","3.88","13.49","25.58","12.39","6562"
"Matt Boyd","Tigers","SEA @ DET",".31","6.26","27.44","6.99","4.64","1.26",".13",".95","2.34","4.57","12.90","25.76","12.15","15440"
"David Hess","Orioles","TB @ BAL",".32","6.00","25.80","6.25","4.02","1.15",".15",".93","2.23","4.30","13.24","25.43","12.25","sa829314"
"Matt Andriese","Rays","",".30","5.12","21.86","5.51","3.28","1.05",".04","1.13","1.38","4.74","13.61","23.97","12.53","12022"
"Michael Fulmer","Tigers","",".30","5.77","24.85","6.33","4.32","1.26",".13",".61","1.82","3.83","12.36","23.78","11.34","13218"
"Brent Suter","Brewers","MIL @ COL",".33","5.22","23.01","6.37","4.19","1.28",".19",".71","1.55","4.54","12.19","23.44","11.46","13942"
"Marco Gonzales","Mariners","SEA @ DET",".35","5.05","21.95","5.61","3.62","1.31",".17",".51","1.70","4.24","12.54","23.05","11.68","15467"
"Kyle Freeland","Rockies","MIL @ COL",".30","5.22","23.17","6.17","4.01","1.40",".10",".67","1.97","4.23","11.21","22.30","10.56","16256"
"Doug Fister","Rangers","TEX @ HOU",".26","5.62","24.90","6.31","4.13","1.39",".11",".67","2.41","3.92","10.85","22.42","10.18","9425"
