"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","NYY @ WSH",".46","6.99","27.72","5.00","2.78","1.05",".07","1.09","2.14","10.57","32.03","51.01","30.05","3137"
"Chris Sale","Red Sox","OAK @ BOS",".53","6.62","26.78","5.33","3.13","1.35",".07",".79","1.98","9.32","28.73","46.67","26.90","10603"
"J.A. Happ","Blue Jays","TOR @ NYM",".50","7.10","28.93","5.98","4.21","1.13",".11",".53","2.26","7.17","24.82","41.76","23.38","7410"
"Jameson Taillon","Pirates","CWS @ PIT",".47","6.77","27.49","6.03","4.13","1.24",".16",".51","1.72","7.17","24.25","40.49","22.56","11674"
"Justin Verlander","Astros","HOU @ LAA",".44","6.96","28.49","5.68","3.53","1.05",".09","1.00","2.48","7.27","23.60","39.71","22.20","8700"
"Trevor Bauer","Indians","CLE @ DET",".54","6.69","27.65","6.05","3.90","1.29",".18",".68","2.16","7.22","23.19","39.51","21.81","12703"
"Walker Buehler","Dodgers","LAD @ MIA",".47","6.14","26.11","5.52","3.81","1.00",".11",".59","2.72","6.66","20.38","35.81","19.20","19374"
"Andrew Suarez","Giants","CIN @ SF",".38","6.38","26.51","6.24","4.39","1.19",".19",".47","1.75","5.15","18.09","31.87","16.67","18300"
"Zack Wheeler","Mets","TOR @ NYM",".26","5.99","25.37","5.26","3.35","1.10",".06",".76","2.69","5.45","16.77","30.03","15.53","10310"
"Hector Santiago","White Sox","CWS @ PIT",".28","5.91","25.50","5.43","3.36","1.16",".08",".83","2.90","5.76","16.40","30.04","15.41","4026"
"Garrett Richards","Angels","HOU @ LAA",".28","5.41","23.11","4.72","3.11","1.00",".05",".56","2.67","5.74","16.88","29.51","15.79","9784"
"Matt Harvey","Reds","CIN @ SF",".33","5.87","24.66","5.96","3.94","1.28",".17",".57","1.65","4.78","15.78","28.05","14.49","11713"
"Nick Pivetta","Phillies","PHI @ BAL",".34","5.65","24.86","6.08","3.64","1.09",".07","1.29","2.32","5.80","14.82","27.82","14.02","15454"
"Christian Bergman","Mariners","TEX @ SEA",".39","5.67","23.33","5.28","3.44","1.00",".09",".74","1.59","4.46","15.97","27.25","14.48","10925"
"Matt Koch","Diamondbacks","MIL @ ARI",".33","6.29","26.54","6.72","4.32","1.54",".17",".69","1.56","4.29","14.62","27.03","13.39","13420"
"Jason Hammel","Royals","TB @ KC",".35","6.25","26.60","6.82","4.48","1.32",".20",".83","1.69","4.29","14.06","26.46","12.94","4538"
"Lance Lynn","Twins","STL @ MIN",".29","5.54","24.71","5.76","3.42","1.13",".11","1.10","2.91","5.33","13.15","25.81","12.51","2520"
"CC Sabathia","Yankees","NYY @ WSH",".28","5.43","23.32","5.62","3.78","1.05",".09",".71","1.99","4.60","13.84","25.28","12.82","404"
"Elieser Hernandez","Marlins","LAD @ MIA",".25","5.83","25.33","5.85","3.52","1.21",".13",".99","2.57","4.60","13.08","25.21","12.16","16933"
"Jake Faria","Rays","TB @ KC",".35","5.43","23.44","5.43","3.45","1.12",".11",".75","2.28","4.42","13.35","24.75","12.38","13699"
"Andrew Cashner","Orioles","PHI @ BAL",".35","5.72","25.30","5.95","3.68","1.18",".17",".92","2.82","4.65","12.64","25.10","11.93","8782"
"Tyler Chatwood","Cubs","CHC @ ATL",".34","5.18","23.67","5.10","3.34","1.15",".14",".46","3.74","4.92","12.30","25.00","11.96","4338"
"Brandon Woodruff","Brewers","MIL @ ARI",".30","4.76","20.34","4.41","2.85",".93",".22",".41","2.11","4.46","13.75","23.69","12.78","16162"
"Trevor Cahill","Athletics","OAK @ BOS",".21","5.50","24.75","6.01","3.70","1.37",".08",".86","2.87","5.03","12.00","24.44","11.47","6249"
"Bartolo Colon","Rangers","TEX @ SEA",".31","5.88","24.83","6.67","4.29","1.31",".13",".94","1.09","3.88","12.86","23.87","11.64","375"
"Miles Mikolas","Cardinals","STL @ MIN",".39","5.96","25.50","7.03","4.24","1.50",".16","1.13","1.15","3.80","12.21","23.35","11.12","9803"
"Ryan Carpenter","Tigers","CLE @ DET",".21","5.43","24.00","6.11","3.74","1.30",".12",".95","2.20","4.40","11.20","22.41","10.48","12699"
"Brandon McCarthy","Braves","CHC @ ATL",".28","5.34","23.48","5.93","3.59","1.29",".12",".93","2.07","4.18","11.35","22.19","10.56","4662"
