"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Robbie Ray","Diamondbacks","TEX @ ARI",".45","6.19","25.80","4.66","2.84","1.02",".12",".69","3.10","8.82","25.69","43.05","24.23","11486"
"Carlos Martinez","Cardinals","COL @ STL",".42","6.73","28.20","6.10","4.18","1.23",".12",".58","2.60","7.21","22.45","39.13","21.22","11682"
"Gerrit Cole","Astros","HOU @ SEA",".40","6.46","26.90","6.06","4.08","1.07",".12",".78","2.07","6.85","21.19","36.61","19.85","13125"
"James Paxton","Mariners","HOU @ SEA",".35","6.48","26.98","6.07","3.92","1.26",".08",".82","2.03","6.84","21.00","36.20","19.61","11828"
"Kenta Maeda","Dodgers","MIL @ LAD",".35","5.72","23.61","5.18","3.13","1.01",".04","1.00","1.70","6.44","19.64","32.77","18.12","18498"
"Freddy Peralta","Brewers","MIL @ LAD",".32","5.48","23.79","4.67","2.69",".98",".05",".96","3.17","6.84","18.17","32.14","17.22","18679"
"David Price","Red Sox","PHI @ BOS",".34","5.71","24.14","5.63","3.58","1.18",".11",".75","1.91","5.83","17.43","30.49","16.19","3184"
"Aaron Nola","Phillies","PHI @ BOS",".35","5.92","25.38","6.21","4.05","1.34",".13",".69","2.03","5.41","16.07","29.42","15.01","16149"
"Julio Teheran","Braves","MIA @ ATL",".40","5.90","25.09","5.71","3.84","1.13",".10",".64","2.22","4.89","15.94","28.79","14.76","6797"
"Derek Holland","Giants","SF @ SD",".35","5.59","23.86","5.51","3.26","1.14",".12","1.00","2.11","5.56","16.03","28.56","14.92","4141"
"Tyler Anderson","Rockies","COL @ STL",".32","5.86","24.87","5.84","3.85","1.14",".10",".76","2.02","5.10","15.81","28.52","14.63","12880"
"Eric Lauer","Padres","SF @ SD",".33","5.69","24.66","5.90","3.87","1.27",".10",".66","2.29","5.43","15.47","28.55","14.53","19316"
"Marco Estrada","Blue Jays","TOR @ OAK",".37","6.00","25.52","5.68","3.29","1.37",".15",".86","2.40","4.76","15.19","27.81","14.02","1118"
"Edwin Jackson","Athletics","TOR @ OAK",".34","5.85","24.80","5.51","3.06","1.36",".08","1.01","2.19","4.70","14.90","26.85","13.64","1841"
"Shane Bieber","Indians","CLE @ MIN",".37","5.75","24.69","6.51","3.96","1.47",".16",".91","1.44","4.73","14.14","26.14","13.09","19427"
"Ervin Santana","Twins","CLE @ MIN",".32","5.78","24.76","6.08","3.66","1.29",".08","1.05","1.89","3.93","12.38","23.48","11.29","3200"
"Martin Perez","Rangers","TEX @ ARI",".26","5.52","24.18","6.09","3.93","1.32",".24",".60","2.13","3.88","11.28","22.40","10.47","6902"
"Wei-Yin Chen","Marlins","MIA @ ATL",".30","5.66","24.75","6.60","4.24","1.45",".14",".78","1.82","3.67","10.86","21.98","10.04","13071"
