"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Patrick Corbin","Diamondbacks","CHC @ ARI",".37","6.31","26.06","5.81","3.53","1.43",".16",".69","1.79","7.28","22.36","37.74","20.79","9323"
"Joe Musgrove","Pirates","KC @ PIT",".42","6.38","25.74","5.68","3.67","1.17",".11",".72","1.45","6.37","21.76","36.07","19.98","12970"
"Mike Foltynewicz","Braves","STL @ ATL",".36","6.43","26.76","5.88","3.76","1.18",".06",".88","2.11","6.59","20.60","35.53","19.15","10811"
"Jon Gray","Rockies","COL @ LAD",".34","6.01","25.10","5.38","3.12","1.13",".06","1.07","2.15","6.69","19.79","33.85","18.40","14916"
"Kyle Hendricks","Cubs","CHC @ ARI",".37","6.27","26.18","5.92","3.64","1.27",".24",".77","1.98","6.28","19.60","33.98","18.22","12049"
"Hyun-Jin Ryu","Dodgers","COL @ LAD",".37","5.96","24.42","5.52","3.44","1.11",".05",".92","1.45","6.06","19.62","32.81","17.98","14444"
"Jake Arrieta","Phillies","NYM @ PHI",".38","5.91","24.35","5.09","3.24","1.05",".14",".66","1.98","5.89","19.39","32.62","17.82","4153"
"Erick Fedde","Nationals","WSH @ MIA",".43","6.25","25.86","5.99","4.15","1.06",".18",".60","1.71","5.38","18.75","32.48","17.27","17425"
"Andrew Suarez","Giants","SF @ SD",".36","5.93","24.57","5.75","3.56","1.06",".14",".99","1.58","6.09","18.84","32.20","17.40","18300"
"Zack Wheeler","Mets","NYM @ PHI",".31","5.74","24.35","5.30","3.46",".94",".12",".78","2.34","6.11","18.05","31.52","16.83","10310"
"Wade Miley","Brewers","CIN @ MIL",".39","5.85","25.04","5.71","3.96","1.02",".11",".62","2.42","5.40","16.60","30.05","15.51","8779"
"Trevor Richards","Marlins","WSH @ MIA",".29","5.88","25.02","5.40","3.54","1.10",".15",".61","2.61","5.31","16.31","29.49","15.17","19309"
"Miles Mikolas","Cardinals","STL @ ATL",".38","6.33","26.37","6.66","4.54","1.29",".14",".69","1.36","4.47","16.04","28.79","14.69","9803"
"Anthony DeSclafani","Reds","CIN @ MIL",".31","5.77","24.57","6.01","3.63","1.17",".10","1.12","1.72","5.12","15.13","27.30","13.96","13050"
"Tyler Glasnow","Rays","TB @ TEX",".36","5.26","23.53","5.41","3.28","1.11",".12",".90","2.92","5.56","13.86","26.55","13.26","14374"
"Bryan Mitchell","Padres","SF @ SD",".34","5.68","24.39","5.62","3.78","1.15",".14",".55","2.28","4.46","14.31","26.34","13.24","11479"
"Framber Valdez","Astros","SEA @ HOU",".36","5.53","24.23","5.63","3.65","1.02",".11",".84","2.67","4.96","13.80","26.28","13.01","17295"
"Evan Phillips","Orioles","TOR @ BAL",".32","5.72","24.50","5.59","3.32","1.13",".06","1.08","2.28","4.72","14.13","26.03","13.03","17734"
"Brad Keller","Royals","KC @ PIT",".30","5.99","25.50","6.37","4.42","1.31",".17",".48","1.89","4.08","13.65","25.77","12.56","15734"
"Ryan Borucki","Blue Jays","TOR @ BAL",".38","5.76","24.79","6.12","4.06","1.14",".09",".83","2.03","4.32","13.40","25.33","12.42","16350"
"Jordan Zimmermann","Tigers","MIN @ DET",".28","5.60","23.93","6.37","4.06","1.26",".21",".84","1.28","3.54","11.47","21.76","10.35","4505"
"Wade LeBlanc","Mariners","SEA @ HOU",".32","5.64","24.46","6.46","3.78","1.47",".10","1.11","1.62","3.58","10.74","21.26","9.81","5221"
"Adrian Sampson","Rangers","TB @ TEX",".29","5.47","24.20","7.06","4.47","1.42",".27",".91","1.43","3.41","8.98","19.36","8.32","13339"
