"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Clayton Kershaw","Dodgers","COL @ LAD",".54","7.20","27.98","5.58","3.72","1.13",".05",".68","1.30","8.14","29.12","46.25","26.98","2036"
"Corey Kluber","Indians","CWS @ CLE",".53","6.55","25.74","5.36","3.39","1.13",".10",".73","1.16","8.55","28.21","44.81","26.04","2429"
"Stephen Strasburg","Nationals","WSH @ MIA",".57","6.81","27.20","5.40","3.61","1.00",".19",".60","1.86","8.11","27.48","44.63","25.59","10131"
"Joey Lucchesi","Padres","SF @ SD",".41","6.09","24.36","4.83","3.20",".93",".11",".59","1.69","7.47","24.53","39.50","22.60","19320"
"Aaron Nola","Phillies","NYM @ PHI",".44","6.42","26.05","5.28","3.35","1.05",".16",".71","1.96","7.12","23.51","38.89","21.73","16149"
"Jameson Taillon","Pirates","KC @ PIT",".47","6.74","27.55","6.43","4.39","1.23",".15",".67","1.55","5.95","20.88","35.70","19.35","11674"
"Derek Holland","Giants","SF @ SD",".29","5.98","24.63","5.27","3.26","1.04",".14",".83","1.90","6.59","20.40","34.29","18.82","4141"
"Blake Snell","Rays","TB @ TEX",".49","6.03","25.91","5.95","3.95","1.29",".12",".59","2.51","6.14","18.34","33.07","17.31","13543"
"Anibal Sanchez","Braves","STL @ ATL",".35","6.10","25.63","6.03","3.72","1.19",".06","1.05","1.79","5.95","18.01","31.56","16.68","3284"
"J.A. Happ","Yankees","BOS @ NYY",".41","6.37","26.65","6.18","4.09","1.10",".05",".94","1.99","5.41","17.79","31.60","16.47","7410"
"Dylan Bundy","Orioles","TOR @ BAL",".32","6.28","26.36","6.22","3.84","1.22",".09","1.08","1.89","5.71","17.50","31.06","16.18","12917"
"Steven Matz","Mets","NYM @ PHI",".29","5.75","24.66","5.38","3.30","1.03",".17",".89","2.63","6.14","17.19","30.80","16.13","13361"
"Jake Odorizzi","Twins","MIN @ DET",".37","6.14","26.04","6.02","3.79","1.23",".24",".76","2.16","5.51","17.12","30.75","15.92","6397"
"Tyler Skaggs","Angels","LAA @ OAK",".30","6.24","27.06","6.15","3.67","1.52",".10",".87","2.77","5.85","16.44","30.62","15.57","10190"
"Daniel Norris","Tigers","MIN @ DET",".32","5.72","24.61","5.76","3.76","1.19",".15",".66","2.26","5.91","16.74","30.16","15.69","13475"
"Chase Anderson","Brewers","CIN @ MIL",".40","6.11","25.61","5.91","3.81","1.16",".13",".81","1.98","5.00","16.64","29.66","15.30","6895"
"Nathan Eovaldi","Red Sox","BOS @ NYY",".31","5.79","24.55","5.92","3.60","1.09",".06","1.16","1.76","5.29","15.60","27.92","14.38","9132"
"Aaron Sanchez","Blue Jays","TOR @ BAL",".40","6.05","26.25","5.91","4.24","1.02",".10",".55","2.94","4.72","14.79","28.31","13.95","11490"
"Austin Gomber","Cardinals","STL @ ATL",".36","5.78","24.89","6.12","4.04","1.28",".10",".71","2.09","5.00","15.00","27.83","14.01","16561"
"Kyle Freeland","Rockies","COL @ LAD",".24","5.96","25.73","5.78","3.65","1.29",".06",".78","2.69","4.88","14.44","27.25","13.47","16256"
"Mike Montgomery","Cubs","CHC @ ARI",".39","5.71","24.76","5.71","3.52","1.33",".25",".61","2.55","4.62","14.07","26.55","13.13","4869"
"Joshua James","Astros","SEA @ HOU",".21","4.35","18.73","3.93","2.56",".81",".14",".42","2.22","4.95","13.88","23.68","13.08","16794"
"Eric Skoglund","Royals","KC @ PIT",".26","5.71","24.65","6.34","4.18","1.16",".15",".85","1.82","4.15","12.42","23.93","11.47","16155"
"Sandy Alcantara","Marlins","WSH @ MIA",".21","5.68","24.63","5.33","3.38","1.01",".14",".79","2.88","3.93","11.80","23.09","10.86","18684"
"Carlos Rodon","White Sox","CWS @ CLE",".20","5.41","24.14","5.63","3.57","1.25",".05",".76","2.89","4.29","11.03","22.53","10.42","16137"
"Mike Leake","Mariners","SEA @ HOU",".31","6.10","26.48","7.16","4.74","1.54",".16",".71","1.69","3.46","11.13","22.63","10.29","10130"
"Yovani Gallardo","Rangers","TB @ TEX",".21","5.16","23.61","6.39","4.12","1.27",".19",".80","2.39","3.62","7.92","18.42","7.58","8173"
"Michael Lorenzen","Reds","CIN @ MIL",".00","2.61","11.28","2.62","1.73",".53",".05",".31","1.07","2.09","5.73","10.22","5.25","14843"
