"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","PHI @ WAS",".60","7.20","28.30","5.53","3.79",".95",".11",".69","1.90","9.08","30.65","50.82","29.03","3137"
"Yu Darvish","Dodgers","COL @ LAN",".49","6.64","26.15","4.98","3.15",".99",".06",".77","1.89","8.13","27.28","45.23","25.40","13074"
"Marcus Stroman","Blue Jays","DET @ TOR",".48","6.95","28.20","6.38","4.15","1.48",".20",".55","1.75","6.35","22.52","39.60","21.18","13431"
"Drew Pomeranz","Red Sox","TBA @ BOS",".40","6.33","26.34","5.56","3.47","1.23",".11",".76","2.48","7.29","22.13","39.27","20.93","11426"
"Masahiro Tanaka","Yankees","NYA @ TEX",".49","6.40","26.17","5.87","3.71","1.07",".14",".95","1.81","6.82","22.03","38.50","20.63","15764"
"Luke Weaver","Cardinals","PIT @ SLN",".41","6.16","25.25","5.34","3.51","1.04",".09",".70","2.12","6.25","20.62","36.17","19.20","16918"
"Mike Clevinger","Indians","BAL @ CLE",".40","5.93","24.78","5.20","3.09","1.04",".05","1.03","2.30","6.75","20.25","35.70","18.95","12808"
"Chris Archer","Rays","TBA @ BOS",".34","6.27","26.88","6.26","4.04","1.45",".09",".68","2.53","6.16","18.06","34.14","17.27","6345"
"Patrick Corbin","Diamondbacks","SDN @ ARI",".50","6.38","26.56","6.23","4.08","1.30",".21",".64","2.00","5.14","18.00","33.27","16.85","9323"
"Matt Moore","Giants","SFN @ CHA",".39","5.83","24.84","5.89","3.96",".98",".16",".79","2.31","5.88","17.16","32.17","16.25","1890"
"John Lackey","Cubs","MIL @ CHN",".39","5.81","24.07","5.44","3.54","1.04",".11",".76","1.85","5.20","17.39","31.07","16.05","1507"
"Collin McHugh","Astros","HOU @ OAK",".41","6.02","25.30","5.47","3.35","1.11",".09",".92","2.40","5.21","16.93","31.28","15.79","7531"
"German Marquez","Rockies","COL @ LAN",".26","5.96","25.06","5.24","3.06","1.01",".06","1.11","2.56","5.69","16.98","31.17","15.83","15038"
"Mike Foltynewicz","Braves","MIA @ ATL",".38","6.03","26.09","6.16","4.05","1.10",".10",".91","2.54","5.48","15.90","30.89","15.09","10811"
"Amir Garrett","Reds","CIN @ NYN",".39","5.85","24.86","5.29","3.56","1.00",".11",".62","2.70","4.84","15.92","29.95","14.90","14375"
"Jimmy Nelson","Brewers","MIL @ CHN",".30","5.65","25.01","5.48","3.74","1.10",".09",".55","3.25","5.51","14.95","29.74","14.37","10547"
"Ian Kennedy","Royals","MIN @ KCA",".34","5.65","24.23","5.42","3.25","1.12",".16",".89","2.50","4.89","14.67","28.01","13.71","6986"
"Seth Lugo","Mets","CIN @ NYN",".32","5.95","25.00","5.72","3.75","1.05",".14",".78","2.19","4.16","14.39","27.51","13.25","12447"
"Trevor Williams","Pirates","PIT @ SLN",".32","5.91","25.58","6.29","4.35","1.22",".12",".60","2.34","4.21","13.22","26.92","12.48","16977"
"Lucas Giolito","White Sox","SFN @ CHA",".32","5.56","24.15","5.29","3.48",".99",".09",".73","2.83","4.47","13.47","26.51","12.65","15474"
"Ricky Nolasco","Angels","ANA @ SEA",".37","5.82","24.77","6.02","3.82","1.13",".06","1.02","1.97","4.21","13.63","26.48","12.65","3830"
"Ervin Santana","Twins","MIN @ KCA",".36","6.10","26.17","6.54","4.16","1.29",".12",".97","2.07","4.13","13.20","26.58","12.36","3200"
"Jharel Cotton","Athletics","HOU @ OAK",".30","5.70","24.17","5.64","3.51","1.11",".09",".93","2.13","4.26","13.71","26.28","12.64","13654"
"Wade Miley","Orioles","BAL @ CLE",".32","5.79","25.73","6.03","4.06","1.31",".09",".57","3.15","4.27","12.07","25.94","11.65","8779"
"Buck Farmer","Tigers","DET @ TOR",".25","5.11","21.93","4.96","2.96","1.07",".08",".84","2.22","4.19","12.51","23.43","11.57","14814"
"Martin Perez","Rangers","NYA @ TEX",".25","5.54","24.50","6.22","4.15","1.17",".11",".78","2.39","3.73","10.43","22.70","9.84","6902"
"Mike Leake","Mariners","ANA @ SEA",".30","5.25","22.28","5.64","3.56","1.09",".06",".93","1.50","3.20","11.05","21.19","10.00","10130"
"Jose Urena","Marlins","MIA @ ATL",".32","5.27","23.58","6.08","4.13","1.19",".12",".63","2.41","3.32","9.44","21.11","8.94","11589"
"Jake Thompson","Phillies","PHI @ WAS",".18","5.12","23.13","6.01","3.96","1.19",".08",".78","2.46","3.16","7.77","18.57","7.38","14371"
"Jordan Lyles","Rockies","SDN @ ARI",".15","4.19","19.59","5.17","3.17","1.15",".16",".69","2.39","2.85","5.59","13.97","5.48","7593"
