"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","STL @ WSH",".48","7.13","28.13","5.45","3.03","1.12",".06","1.25","1.68","9.94","30.96","49.18","28.98","3137"
"Jacob deGrom","Mets","NYM @ LAD",".34","6.45","26.25","5.42","3.27","1.11",".06",".99","1.90","7.86","24.17","39.91","22.44","10954"
"Zack Godley","Diamondbacks","SD @ ARI",".52","6.41","26.46","5.46","3.58","1.15",".17",".55","2.39","7.16","23.06","39.11","21.55","14862"
"Vince Velasquez","Phillies","PHI @ MIA",".43","6.20","25.82","5.55","3.82","1.05",".19",".48","2.27","6.20","20.30","35.02","18.86","11189"
"Alex Wood","Dodgers","NYM @ LAD",".38","6.26","25.35","5.53","3.75","1.08",".06",".64","1.56","5.99","20.85","34.73","19.07","13781"
"Dallas Keuchel","Astros","MIN @ HOU",".46","6.58","27.39","6.33","4.14","1.38",".12",".68","1.90","6.01","20.06","34.92","18.68","9434"
"Cole Hamels","Cubs","CHC @ MIL",".44","6.38","26.78","5.96","3.78","1.12",".10",".96","2.25","6.30","19.58","34.28","18.29","4972"
"Erasmo Ramirez","Mariners","BAL @ SEA",".49","6.27","25.54","6.04","3.82","1.19",".09",".95","1.24","5.63","19.50","32.95","17.84","10314"
"Diego Castillo","Rays","TB @ TOR",".40","5.89","24.77","5.68","3.31","1.27",".13",".98","1.90","5.67","17.46","30.52","16.16","17496"
"Michael Fulmer","Tigers","DET @ CWS",".34","5.70","24.18","5.64","3.66","1.06",".19",".73","2.00","5.73","16.98","29.97","15.80","13218"
"Reynaldo Lopez","White Sox","DET @ CWS",".37","6.22","26.05","6.07","3.91","1.22",".14",".79","1.93","5.12","16.91","30.15","15.57","16400"
"Jack Flaherty","Cardinals","STL @ WSH",".27","5.71","24.50","5.49","3.46",".99",".09",".94","2.42","6.00","16.67","29.91","15.60","17479"
"Adam Plutko","Indians","KC @ CLE",".40","5.82","24.63","5.94","3.54","1.27",".10","1.03","1.82","5.49","16.54","29.45","15.34","15846"
"Trevor Cahill","Athletics","NYY @ OAK",".35","5.66","24.41","5.30","3.29","1.08",".08",".85","2.67","5.54","15.97","29.00","14.95","6249"
"Sean Reid-Foley","Blue Jays","TB @ TOR",".27","5.45","23.76","5.37","3.10","1.17",".11",".99","2.60","6.14","15.83","28.86","14.95","17034"
"Tyler Anderson","Rockies","SF @ COL",".36","5.79","24.58","6.02","3.69","1.27",".14",".93","1.72","5.39","16.13","28.84","14.94","12880"
"Touki Toussaint","Braves","BOS @ ATL",".33","5.75","24.76","5.77","3.73","1.29",".08",".67","2.35","5.18","15.29","28.15","14.27","16929"
"Madison Bumgarner","Giants","SF @ COL",".32","5.64","24.23","5.85","3.40","1.21",".17","1.07","1.94","5.47","15.37","27.78","14.29","5524"
"Zach Davies","Brewers","CHC @ MIL",".30","6.07","26.29","6.34","3.96","1.28",".14",".96","2.30","5.16","14.80","27.90","13.84","13183"
"Trevor Williams","Pirates","CIN @ PIT",".40","6.04","25.66","6.13","4.32","1.15",".12",".55","2.09","4.17","14.55","27.08","13.39","16977"
"Jose Urena","Marlins","PHI @ MIA",".29","6.25","26.50","6.37","4.36","1.21",".21",".59","2.09","4.21","14.31","26.86","13.16","11589"
"Nathan Eovaldi","Red Sox","BOS @ ATL",".38","5.97","25.39","7.04","4.74","1.49",".14",".67","1.05","4.32","14.05","26.14","12.91","9132"
"CC Sabathia","Yankees","NYY @ OAK",".34","5.51","24.06","5.66","3.43","1.27",".11",".86","2.38","4.60","13.23","25.01","12.34","404"
"Jeffrey Springs","Rangers","LAA @ TEX",".32","5.26","23.81","5.68","3.61","1.18",".12",".76","3.00","4.76","11.75","23.89","11.29","17677"
"Matt Shoemaker","Angels","LAA @ TEX",".31","5.34","23.70","5.82","3.43","1.20",".12","1.08","2.41","4.81","12.11","23.68","11.43","4776"
"Kyle Gibson","Twins","MIN @ HOU",".26","5.64","24.81","5.92","3.78","1.19",".13",".82","2.62","4.26","11.71","23.42","10.96","10123"
"Matt Harvey","Reds","CIN @ PIT",".32","5.98","25.86","6.94","4.64","1.37",".16",".76","1.68","3.73","11.77","23.41","10.86","11713"
"Jakob Junis","Royals","KC @ CLE",".26","5.54","24.46","6.35","3.85","1.24",".09","1.18","2.03","4.21","10.89","21.94","10.14","13619"
"Bryan Mitchell","Padres","SD @ ARI",".20","5.02","22.96","5.65","3.48","1.21",".24",".71","2.86","3.80","8.69","19.17","8.34","11479"
"Josh Rogers","Orioles","BAL @ SEA",".23","5.45","24.12","6.66","4.23","1.19",".08","1.16","1.74","3.38","8.74","18.87","8.06","18510"
