"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Luke Weaver","Cardinals","COL @ STL",".41","6.49","26.99","6.01","4.03","1.18",".13",".66","2.10","6.68","21.26","36.66","19.85","16918"
"Carlos Carrasco","Indians","CLE @ MIN",".47","6.17","25.71","5.80","3.54","1.26",".12",".88","1.90","6.93","21.20","36.15","19.79","6632"
"Anibal Sanchez","Braves","MIA @ ATL",".42","6.41","26.39","5.91","3.85","1.18",".10",".78","1.75","6.40","20.99","35.70","19.41","3284"
"Noah Syndergaard","Mets","NYM @ WSH",".39","6.29","26.27","6.09","4.16","1.20",".11",".61","1.91","6.43","20.23","35.09","18.87","11762"
"Rich Hill","Dodgers","MIL @ LAD",".43","5.98","25.09","5.48","3.49","1.04",".04",".91","2.19","6.40","19.61","33.85","18.27","4806"
"Sonny Gray","Yankees","BAL @ NYY",".45","5.81","24.25","5.24","3.47","1.01",".05",".71","2.08","6.19","19.57","33.30","18.17","12768"
"Cole Hamels","Cubs","CHC @ PIT",".43","6.25","26.69","5.76","3.63","1.17",".12",".84","2.78","6.10","18.42","33.17","17.31","4972"
"Tommy Milone","Nationals","NYM @ WSH",".33","6.05","25.09","5.77","3.54","1.20",".09",".95","1.61","5.99","18.75","32.05","17.25","7608"
"Tyler Glasnow","Rays","LAA @ TB",".34","5.70","24.50","5.03","3.26",".99",".08",".70","2.93","6.29","18.03","32.04","16.97","14374"
"Sean Manaea","Athletics","TOR @ OAK",".36","6.20","25.65","5.77","3.44","1.34",".08",".90","1.79","5.35","17.97","31.08","16.43","15873"
"Marcus Stroman","Blue Jays","TOR @ OAK",".37","6.11","25.73","5.83","3.82","1.20",".12",".69","2.12","5.50","17.58","31.14","16.30","13431"
"Nick Tropeano","Angels","LAA @ TB",".35","5.73","24.72","5.62","3.64","1.08",".18",".72","2.56","5.94","16.81","30.50","15.82","12385"
"Jakob Junis","Royals","KC @ CWS",".34","5.91","25.11","6.19","3.92","1.07",".20","1.00","1.78","5.91","17.04","30.39","15.88","13619"
"Dallas Keuchel","Astros","HOU @ SEA",".43","6.41","27.17","6.65","4.66","1.18",".11",".70","1.99","4.91","16.38","30.08","15.30","9434"
"Pablo Lopez","Marlins","MIA @ ATL",".29","5.72","24.68","5.99","3.81","1.27",".13",".78","2.12","5.17","14.91","27.56","13.90","17085"
"Dylan Covey","White Sox","KC @ CWS",".36","5.79","24.71","5.70","3.51","1.18",".14",".88","2.24","4.91","14.99","27.38","13.88","14825"
"Kyle Freeland","Rockies","COL @ STL",".33","6.05","26.13","6.43","4.49","1.25",".10",".58","2.25","4.47","14.00","26.88","13.07","16256"
"Wade LeBlanc","Mariners","HOU @ SEA",".31","5.94","25.02","6.29","3.83","1.37",".08","1.01","1.46","4.55","14.53","26.34","13.24","5221"
"Sal Romano","Reds","CIN @ DET",".40","5.97","25.62","6.42","4.06","1.41",".30",".65","1.88","4.32","13.93","26.25","12.87","13690"
"Mike Fiers","Tigers","CIN @ DET",".32","5.84","25.21","6.19","4.04","1.13",".24",".78","2.10","4.35","13.22","25.24","12.22","7754"
"Nick Kingham","Pirates","CHC @ PIT",".29","5.72","24.71","6.08","3.82","1.24",".11",".91","2.07","4.26","12.75","24.39","11.78","11694"
"Chase Anderson","Brewers","MIL @ LAD",".26","5.48","23.93","5.62","3.02","1.18",".06","1.36","2.35","4.62","12.16","23.34","11.28","6895"
"Adalberto Mejia","Twins","CLE @ MIN",".26","5.60","24.53","6.12","3.83","1.37",".06",".86","2.22","4.04","11.46","22.80","10.64","13188"
"Alex Cobb","Orioles","BAL @ NYY",".24","5.51","24.13","6.47","3.98","1.36",".10","1.03","1.67","3.58","10.04","20.41","9.21","6562"
