"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Gerrit Cole","Astros","LAA @ HOU",".47","6.54","26.87","5.28","3.28","1.05",".11",".84","2.47","8.13","25.19","42.01","23.59","13125"
"Jacob deGrom","Mets","NYM @ WSH",".48","6.47","26.39","5.44","3.58","1.10",".08",".68","2.12","7.55","24.12","40.19","22.50","10954"
"Ross Stripling","Dodgers","SD @ LAD",".50","6.34","24.81","5.36","3.33","1.07",".05",".90",".82","6.96","24.52","38.83","22.31","13273"
"Luis Castillo","Reds","CIN @ MIA",".44","6.49","26.77","6.01","4.09","1.10",".23",".59","1.84","6.10","20.70","35.50","19.19","15689"
"Jose Quintana","Cubs","CHC @ CWS",".46","6.06","25.21","5.49","3.48","1.17",".15",".69","2.09","6.53","20.57","35.09","19.13","11423"
"Zack Greinke","Diamondbacks","COL @ ARI",".39","6.34","25.55","5.72","3.57","1.17",".19",".78","1.32","5.79","20.30","33.78","18.47","1943"
"Shane Bieber","Indians","BOS @ CLE",".43","6.03","25.07","6.10","3.96","1.41",".08",".65","1.39","6.16","19.68","33.37","18.50","19427"
"CC Sabathia","Yankees","BAL @ NYY",".47","6.02","24.90","5.39","3.59",".96",".05",".78","1.98","5.94","19.62","33.43","18.12","404"
"John Gant","Cardinals","SF @ STL",".39","6.25","25.76","5.50","3.74","1.07",".10",".59","2.03","5.70","19.54","33.43","17.97","13684"
"German Marquez","Rockies","COL @ ARI",".35","6.09","25.76","5.85","3.67","1.26",".25",".67","2.18","6.30","18.83","33.17","17.59","15038"
"Jose Berrios","Twins","MIN @ OAK",".31","6.18","26.06","5.25","3.23","1.21",".09",".72","2.79","6.13","18.79","33.04","17.54","14168"
"Ian Kennedy","Royals","KC @ DET",".41","6.50","27.40","6.47","4.02","1.23",".31",".91","1.99","5.97","18.53","32.87","17.37","6986"
"Madison Bumgarner","Giants","SF @ STL",".33","6.07","25.29","5.59","3.58","1.12",".07",".82","2.00","5.47","17.76","30.88","16.35","5524"
"Chris Sale","Red Sox","BOS @ CLE",".21","4.48","18.71","3.60","2.21",".80",".05",".54","2.00","6.11","17.38","27.92","16.26","10603"
"Sean Reid-Foley","Blue Jays","TB @ TOR",".28","5.46","23.97","5.33","3.33","1.15",".15",".69","2.94","5.86","15.25","28.41","14.49","17034"
"Wei-Yin Chen","Marlins","CIN @ MIA",".29","6.03","25.46","6.08","4.22","1.09",".18",".59","1.91","4.74","15.47","28.09","14.21","13071"
"Francisco Liriano","Tigers","KC @ DET",".33","5.86","25.44","6.03","4.05","1.04",".30",".63","2.55","5.22","14.95","28.23","14.07","3201"
"Nick Pivetta","Phillies","PHI @ ATL",".36","5.82","25.02","5.81","3.83","1.07",".13",".78","2.41","5.06","15.20","28.10","14.18","15454"
"Julio Teheran","Braves","PHI @ ATL",".34","5.70","24.39","4.88","3.04",".92",".09",".84","3.01","5.05","15.35","27.94","14.27","6797"
"Jhoulys Chacin","Brewers","MIL @ PIT",".42","5.75","24.30","5.53","3.83","1.13",".15",".43","2.17","4.43","15.36","27.61","14.15","2608"
"Andrew Heaney","Angels","LAA @ HOU",".25","5.56","24.01","5.91","3.57","1.25",".09","1.00","1.95","5.06","13.93","25.82","12.93","15423"
"Reynaldo Lopez","White Sox","CHC @ CWS",".28","5.86","25.44","5.80","3.54","1.28",".15",".83","2.60","4.57","13.50","25.78","12.54","16400"
"Ivan Nova","Pirates","MIL @ PIT",".29","6.20","26.05","6.53","3.99","1.36",".09","1.08","1.46","3.88","13.33","24.69","12.00","1994"
"Yefry Ramirez","Orioles","BAL @ NYY",".23","5.25","23.55","5.11","3.13",".91",".07","1.01","3.24","5.07","12.36","24.33","11.77","15655"
"Eric Lauer","Padres","SD @ LAD",".25","5.54","24.35","5.68","3.51","1.23",".05",".90","2.56","4.52","12.58","24.32","11.76","19316"
"Joe Ross","Nationals","NYM @ WSH",".24","5.72","24.65","5.96","3.68","1.22",".10",".95","2.08","4.23","12.57","23.93","11.54","12972"
"Erasmo Ramirez","Mariners","SEA @ TEX",".40","5.61","24.28","6.23","3.62","1.32",".12","1.17","1.73","4.04","12.02","23.03","11.05","10314"
"Jalen Beeks","Rays","TB @ TOR",".32","3.35","14.14","3.04","1.78",".71",".05",".49","1.35","3.36","10.66","17.56","10.00","17192"
"Ariel Jurado","Rangers","SEA @ TEX",".34","5.88","26.42","7.95","5.20","1.53",".21","1.01","1.59","2.30","6.32","16.17","6.02","17030"
