"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Justin Verlander","Astros","TOR @ HOU",".55","7.35","28.87","5.31","2.96","1.15",".10","1.10","1.93","8.72","29.62","47.10","27.73","8700"
"Blake Snell","Rays","WSH @ TB",".39","6.16","25.61","5.03","3.37",".93",".09",".64","2.68","7.29","22.34","37.95","20.89","13543"
"Jameson Taillon","Pirates","PIT @ NYM",".41","6.56","27.13","5.58","3.62","1.21",".08",".67","2.38","6.24","21.02","36.10","19.56","11674"
"Tyler Skaggs","Angels","LAA @ KC",".49","6.36","26.40","5.78","3.79","1.24",".19",".56","2.16","5.88","19.90","34.48","18.46","10190"
"Dan Straily","Marlins","ARI @ MIA",".35","6.58","28.01","5.74","3.67","1.17",".21",".70","3.15","6.25","19.19","34.58","18.06","9460"
"Mike Clevinger","Indians","CLE @ STL",".44","6.29","26.71","5.53","3.71","1.06",".13",".64","2.91","5.95","18.90","33.76","17.73","12808"
"Cole Hamels","Rangers","SD @ TEX",".43","6.31","26.66","5.64","3.25","1.18",".17","1.04","2.66","6.27","19.00","33.55","17.79","4972"
"Shelby Miller","Diamondbacks","ARI @ MIA",".40","6.31","26.55","5.82","3.87","1.19",".15",".60","2.37","5.78","18.87","33.38","17.60","10197"
"Gio Gonzalez","Nationals","WSH @ TB",".34","6.30","26.99","5.98","4.06","1.10",".13",".70","2.75","5.96","17.81","32.46","16.80","7448"
"Jonathan Loaisiga","Yankees","NYY @ PHI",".40","5.77","25.03","5.56","3.37","1.08",".14",".97","2.73","6.08","16.79","30.64","15.85","19753"
"Vince Velasquez","Phillies","NYY @ PHI",".30","5.59","24.19","5.37","3.05","1.07",".10","1.16","2.55","6.45","16.92","30.35","15.93","11189"
"Mike Foltynewicz","Braves","CIN @ ATL",".36","6.14","26.42","6.11","4.07","1.22",".11",".71","2.51","5.44","16.31","30.22","15.31","10811"
"Seth Lugo","Mets","PIT @ NYM",".31","5.73","23.61","5.35","3.52","1.09",".10",".64","1.37","4.92","17.18","29.28","15.85","12447"
"Kenta Maeda","Dodgers","CHC @ LAD",".37","5.39","22.27","4.71","2.85",".97",".06",".84","1.84","5.41","17.43","29.03","16.01","18498"
"J.A. Happ","Blue Jays","TOR @ HOU",".24","6.14","26.72","6.53","3.92","1.40",".12","1.09","2.37","5.86","15.47","29.11","14.64","7410"
"John Gant","Cardinals","CLE @ STL",".29","6.04","25.71","6.07","3.82","1.21",".13",".92","2.07","4.57","14.48","26.78","13.30","13684"
"Felix Hernandez","Mariners","SEA @ BAL",".37","5.33","22.89","5.48","3.25","1.03",".05","1.15","1.83","5.09","14.63","26.11","13.57","4772"
"Tyler Mahle","Reds","CIN @ ATL",".36","5.96","25.59","6.34","3.98","1.37",".15",".84","1.94","4.37","13.88","26.16","12.83","16358"
"Edwin Jackson","Athletics","OAK @ DET",".41","5.68","24.51","6.15","3.80","1.24",".24",".86","1.91","4.42","13.41","25.27","12.42","1841"
"Duane Underwood Jr.","Cubs","CHC @ LAD",".30","5.86","25.33","5.81","3.34","1.23",".06","1.18","2.48","4.47","13.14","25.07","12.16","sa657936"
"Andrew Cashner","Orioles","SEA @ BAL",".31","5.83","25.74","6.48","4.25","1.24",".10",".89","2.45","3.68","10.52","22.05","9.81","8782"
"Jordan Zimmermann","Tigers","OAK @ DET",".26","5.27","22.96","6.01","3.49","1.16",".23","1.13","1.62","4.05","11.04","21.21","10.15","4505"
"Brad Keller","Royals","LAA @ KC",".25","5.89","25.88","6.29","4.18","1.23",".12",".76","2.60","3.34","10.24","21.59","9.47","15734"
"Joey Lucchesi","Padres","SD @ TEX",".25","5.00","22.60","5.33","3.28","1.08",".15",".82","2.86","4.04","9.77","20.34","9.31","19320"
