"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Corey Kluber","Indians","DET @ CLE",".54","7.40","29.31","5.74","3.75","1.36",".09",".54","1.86","8.93","30.65","49.36","28.89","2429"
"Max Scherzer","Nationals","ATL @ WSH",".53","7.27","29.03","5.41","3.34","1.18",".10",".79","2.30","8.53","28.93","47.00","27.20","3137"
"Noah Syndergaard","Mets","NYM @ MIA",".56","6.75","27.21","5.84","4.14","1.06",".14",".50","1.64","7.52","26.06","42.93","24.30","11762"
"Chris Archer","Rays","TB @ CWS",".45","6.63","27.30","5.49","3.72",".92",".16",".69","2.49","7.86","24.95","42.02","23.47","6345"
"Justin Verlander","Astros","HOU @ MIN",".48","6.78","28.55","5.94","3.41","1.22",".15","1.15","2.81","7.58","22.77","39.41","21.66","8700"
"Ben Lively","Phillies","CIN @ PHI",".51","6.76","27.88","6.03","3.98","1.17",".15",".72","2.23","5.77","20.64","35.78","19.24","14932"
"Jon Gray","Rockies","SD @ COL",".47","6.34","26.89","6.32","4.28","1.24",".17",".63","2.18","6.43","20.09","35.61","18.94","14916"
"J.A. Happ","Blue Jays","TOR @ BAL",".37","6.30","26.99","6.51","4.02","1.20",".08","1.21","2.12","6.03","17.58","31.86","16.57","7410"
"Zack Godley","Diamondbacks","ARI @ SF",".36","6.31","27.28","6.16","4.20","1.29",".14",".53","2.82","5.39","16.95","31.62","16.03","14862"
"Dylan Bundy","Orioles","TOR @ BAL",".36","6.17","26.13","5.64","3.35","1.12",".05","1.13","2.52","5.49","17.09","30.68","15.87","12917"
"Miguel Gonzalez","White Sox","TB @ CWS",".31","6.66","27.93","6.27","4.11","1.24",".18",".73","2.36","4.78","16.79","30.55","15.56","7024"
"Derek Holland","Giants","ARI @ SF",".37","6.01","25.64","5.67","3.87","1.21",".14",".45","2.61","5.06","16.71","30.46","15.60","4141"
"Julio Teheran","Braves","ATL @ WSH",".26","6.31","26.99","6.14","3.86","1.14",".11","1.03","2.57","5.58","16.49","30.45","15.51","6797"
"Francisco Liriano","Tigers","DET @ CLE",".23","5.78","25.33","5.16","3.20","1.21",".12",".63","3.48","5.81","16.09","30.14","15.30","3201"
"Garrett Richards","Angels","LAA @ TEX",".35","5.13","22.02","4.49","2.78",".91",".08",".73","2.65","5.47","16.19","28.15","15.20","9784"
"Miles Mikolas","Cardinals","MIL @ STL",".39","6.32","26.49","6.40","4.13","1.28",".10",".89","1.74","4.43","15.78","28.60","14.48","9803"
"Jakob Junis","Royals","SEA @ KC",".36","6.01","25.47","6.15","4.39","1.15",".14",".47","1.95","4.50","15.58","28.48","14.40","13619"
"Jhoulys Chacin","Brewers","MIL @ STL",".33","5.87","25.83","5.69","3.63","1.17",".14",".75","3.21","4.84","14.05","27.46","13.32","2608"
"Lance Lynn","Twins","HOU @ MIN",".27","5.78","25.71","5.91","3.67","1.15",".10",".99","3.12","5.20","13.63","26.99","12.99","2520"
"Doug Fister","Rangers","LAA @ TEX",".30","6.08","26.45","6.01","3.69","1.15",".10","1.07","2.80","4.58","13.70","26.56","12.80","9425"
"Jose Urena","Marlins","NYM @ MIA",".20","5.92","25.97","6.02","3.73","1.15",".12","1.02","2.77","4.58","12.86","25.42","12.03","11589"
"Cody Reed","Reds","CIN @ PHI",".23","5.44","24.50","5.57","3.38","1.09",".10","1.00","3.23","5.05","12.52","25.15","12.00","15232"
"Clayton Richard","Padres","SD @ COL",".25","5.63","25.61","7.07","4.36","1.54",".18","1.00","2.30","4.45","10.32","22.59","9.96","3551"
"Marco Gonzales","Mariners","SEA @ KC",".32","5.25","22.58","5.72","3.95","1.19",".13",".45","1.72","3.11","11.19","21.13","10.23","15467"
