"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Corey Kluber","Indians","CWS @ CLE",".59","7.17","28.10","5.71","3.46","1.23",".09",".92","1.31","9.64","31.54","49.99","29.45","2429"
"Max Scherzer","Nationals","WSH @ BAL",".57","6.90","27.69","5.31","2.98","1.09",".06","1.18","2.05","9.58","29.61","47.70","27.80","3137"
"James Paxton","Mariners","TEX @ SEA",".61","6.66","26.04","4.82","3.38",".96",".05",".43","1.73","8.38","29.27","46.45","27.04","11828"
"Alex Reyes","Cardinals","STL @ MIL",".41","6.17","25.74","4.41","2.77",".92",".08",".64","3.34","8.94","25.96","43.40","24.51","15015"
"Ross Stripling","Dodgers","PHI @ LAD",".48","6.69","26.88","5.88","3.75","1.24",".08",".81","1.44","7.05","23.99","39.50","22.15","13273"
"Luis Severino","Yankees","HOU @ NYY",".50","6.40","26.03","5.35","3.50","1.16",".05",".64","2.02","7.21","23.80","39.49","22.09","15890"
"Patrick Corbin","Diamondbacks","CIN @ ARI",".45","6.53","26.76","5.49","3.51","1.16",".18",".64","2.26","7.14","23.10","38.93","21.47","9323"
"Eduardo Rodriguez","Red Sox","TOR @ BOS",".46","6.74","28.48","6.47","3.92","1.73",".08",".74","2.36","6.65","20.72","36.53","19.57","13164"
"Jose Urena","Marlins","MIA @ SD",".38","6.82","28.17","5.89","3.88","1.05",".14",".82","2.52","6.26","20.82","36.15","19.51","11589"
"Shohei Ohtani","Angels","LAA @ DET",".49","6.10","25.61","5.85","3.69","1.17",".27",".71","1.99","6.64","20.42","35.23","19.08","19755"
"Clayton Richard","Padres","MIA @ SD",".38","6.55","27.12","6.08","4.23","1.16",".11",".58","2.00","5.69","19.59","34.12","18.11","3551"
"Junior Guerra","Brewers","STL @ MIL",".31","6.16","25.65","5.03","3.06",".98",".09",".90","2.73","6.37","19.65","33.95","18.23","5702"
"Jon Gray","Rockies","SF @ COL",".39","6.02","25.71","6.30","3.96","1.43",".14",".77","1.88","6.64","18.99","33.62","17.86","14916"
"Kyle Hendricks","Cubs","CHC @ PIT",".46","6.82","28.39","6.77","4.48","1.48",".17",".63","1.82","5.25","18.65","33.08","17.42","12049"
"Sean Manaea","Athletics","TB @ OAK",".40","6.51","27.15","6.11","3.94","1.38",".08",".71","2.10","5.55","18.69","32.89","17.33","15873"
"Julio Teheran","Braves","NYM @ ATL",".41","6.43","27.19","5.75","3.64","1.28",".11",".72","2.70","5.65","18.37","32.86","17.14","6797"
"Nathan Eovaldi","Rays","TB @ OAK",".34","6.23","26.22","6.23","3.69","1.50",".15",".89","1.80","5.13","16.49","29.49","15.20","9132"
"Joe Musgrove","Pirates","CHC @ PIT",".30","6.15","26.09","6.47","4.10","1.40",".16",".81","1.69","5.33","16.26","29.41","15.04","12970"
"Dallas Keuchel","Astros","HOU @ NYY",".25","6.02","26.16","6.12","3.57","1.24",".06","1.25","2.56","5.47","14.63","27.69","13.77","9434"
"Fernando Romero","Twins","MIN @ KC",".42","5.91","25.78","6.02","3.99","1.21",".14",".68","2.67","4.74","14.31","27.41","13.46","15885"
"Sal Romano","Reds","CIN @ ARI",".30","6.04","26.22","5.96","3.66","1.37",".35",".57","2.78","4.66","13.93","26.87","13.05","13690"
"Zach Eflin","Phillies","PHI @ LAD",".28","5.97","25.59","6.05","3.55","1.33",".06","1.10","2.14","4.77","14.16","26.40","13.09","13774"
"Brad Keller","Royals","MIN @ KC",".30","5.86","25.56","6.43","4.02","1.32",".16",".94","2.17","4.30","12.36","24.34","11.49","15734"
"Jason Vargas","Mets","NYM @ ATL",".32","5.89","25.58","6.51","4.35","1.32",".16",".67","2.08","3.98","12.34","24.30","11.47","8044"
"Derek Holland","Giants","SF @ COL",".27","5.26","23.62","6.00","3.66","1.25",".21",".88","2.41","4.81","11.69","23.40","11.12","4141"
"Matt Moore","Rangers","TEX @ SEA",".17","5.54","24.62","5.97","3.84","1.22",".07",".84","2.63","4.48","11.45","23.18","10.80","1890"
"Sam Gaviglio","Blue Jays","TOR @ BOS",".27","5.56","24.18","6.49","3.82","1.66",".12",".88","1.58","4.02","11.36","22.27","10.47","12778"
"Reynaldo Lopez","White Sox","CWS @ CLE",".19","5.70","25.28","6.25","3.59","1.55",".07","1.04","2.52","4.31","10.86","22.46","10.22","16400"
"David Hess","Orioles","WSH @ BAL",".18","5.44","24.28","5.89","3.30","1.15",".09","1.36","2.69","4.29","10.00","21.01","9.40","16130"
"Mike Fiers","Tigers","LAA @ DET",".21","5.35","23.54","5.93","3.39","1.17",".18","1.20","2.07","3.88","9.99","20.21","9.20","7754"
