"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","WAS @ ATL",".50","6.75","27.30","5.52","3.64","1.04",".11",".74","2.17","8.71","27.54","46.75","26.10","3137"
"Yu Darvish","Dodgers","LAN @ PHI",".45","6.20","25.22","4.98","3.21",".93",".13",".71","2.30","7.76","24.32","41.40","22.81","13074"
"Chris Archer","Rays","CHN @ TBA",".41","6.39","26.36","5.21","3.27",".98",".10",".86","2.63","7.63","23.38","40.85","22.06","6345"
"Zack Godley","Diamondbacks","ARI @ SDN",".49","6.42","26.84","5.64","3.88","1.00",".14",".62","2.72","6.32","20.58","37.39","19.55","14862"
"Aaron Nola","Phillies","LAN @ PHI",".30","6.24","26.20","5.82","3.68","1.19",".12",".83","2.33","6.48","19.41","35.33","18.26","16149"
"Johnny Cueto","Giants","COL @ SFN",".38","6.73","27.49","6.12","4.08","1.23",".16",".66","1.97","5.21","19.12","34.63","17.77","6893"
"Drew Pomeranz","Red Sox","BOS @ BAL",".37","6.02","25.38","5.79","3.43",".96",".07","1.33","2.10","6.65","18.99","34.21","17.86","11426"
"Collin McHugh","Astros","CHA @ HOU",".47","5.91","24.41","5.56","3.54","1.02",".18",".81","1.82","5.79","18.89","33.42","17.53","7531"
"German Marquez","Rockies","COL @ SFN",".38","6.16","25.56","5.46","3.72","1.03",".14",".57","2.26","4.90","17.51","31.92","16.25","15038"
"Marcus Stroman","Blue Jays","KCA @ TOR",".41","6.31","26.54","6.44","4.13","1.52",".12",".68","1.88","4.87","16.54","31.21","15.46","13431"
"CC Sabathia","Yankees","MIN @ NYA",".41","5.85","24.51","5.35","3.57","1.04",".09",".64","2.29","5.05","16.91","30.92","15.71","404"
"Kevin Gausman","Orioles","BOS @ BAL",".37","6.29","26.73","6.22","4.04","1.16",".08",".94","2.38","4.94","15.73","30.27","14.80","14107"
"Tyler Skaggs","Angels","CLE @ ANA",".37","5.56","23.62","5.15","3.39","1.00",".08",".68","2.42","4.89","15.64","28.78","14.58","10190"
"Daniel Gossett","Athletics","OAK @ DET",".40","5.93","25.21","6.14","4.04","1.18",".20",".72","1.98","4.29","14.49","28.02","13.48","16164"
"Jose Berrios","Twins","MIN @ NYA",".28","5.36","23.16","5.20","3.15",".90",".06","1.09","2.47","5.30","14.51","27.33","13.62","14168"
"Mike Clevinger","Indians","CLE @ ANA",".31","5.46","23.86","5.28","3.25",".95",".05","1.03","2.81","5.08","13.92","27.13","13.17","12808"
"Chase Anderson","Brewers","MIL @ PIT",".37","5.78","24.59","5.79","3.94","1.09",".09",".67","2.21","4.21","14.07","27.22","13.08","6895"
"Trevor Williams","Pirates","MIL @ PIT",".34","5.92","25.41","5.95","3.99","1.17",".08",".71","2.42","4.14","13.59","27.04","12.67","16977"
"Martin Perez","Rangers","TEX @ SEA",".36","6.12","26.35","6.46","4.35","1.27",".08",".76","2.30","3.94","13.08","26.70","12.33","6902"
"Luiz Gohara","Braves","WAS @ ATL",".20","4.86","21.10","4.51","2.95",".91",".10",".54","2.61","5.04","14.01","25.53","13.21","15166"
"Mike Leake","Mariners","TEX @ SEA",".34","5.59","23.41","5.62","3.62","1.07",".09",".84","1.72","4.01","13.83","25.75","12.63","10130"
"Jackson Stephens","Reds","SLN @ CIN",".31","5.33","23.46","5.57","3.52","1.01",".10",".94","2.54","4.59","12.49","25.02","11.79","14420"
"Chad Bell","Tigers","OAK @ DET",".28","5.16","22.32","5.06","3.02","1.04",".11",".89","2.31","4.37","12.70","24.11","11.80","10297"
"Odrisamer Despaigne","Marlins","NYN @ MIA",".40","5.77","24.76","5.81","4.11","1.12",".20",".37","2.44","3.12","11.95","24.37","11.08","16017"
"Mike Montgomery","Cubs","CHN @ TBA",".28","4.95","22.07","5.05","3.41",".97",".11",".56","2.80","4.08","11.16","22.53","10.61","4869"
"Sam Gaviglio","Royals","KCA @ TOR",".29","5.29","22.91","5.46","3.15","1.22",".07","1.01","2.17","3.81","11.37","22.59","10.51","12778"
"Seth Lugo","Mets","NYN @ MIA",".29","5.43","23.87","6.17","4.11","1.12",".14",".81","2.12","3.66","10.58","22.44","9.91","12447"
"Jack Flaherty","Cardinals","SLN @ CIN",".27","4.61","20.32","4.69","2.90",".83",".07",".88","2.33","3.91","10.67","20.43","10.02","17479"
"Lucas Giolito","White Sox","CHA @ HOU",".22","5.11","23.30","5.66","3.45","1.13",".09",".99","2.98","3.61","8.28","19.60","7.97","15474"
"Travis Wood","Padres","KCA @ TOR",".00",".59","2.65",".59",".33",".13",".01",".12",".34",".50","1.04","2.06",".96","9884"
