"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Clay Buchholz","Diamondbacks","ARI @ SD",".40","6.13","25.39","5.70","3.76","1.03",".16",".75","1.89","5.67","18.68","32.24","17.21","3543"
"Masahiro Tanaka","Yankees","TB @ NYY",".36","5.65","23.67","5.55","3.37","1.06",".09","1.04","1.70","6.39","18.51","31.72","17.19","15764"
"Blake Snell","Rays","TB @ NYY",".32","5.86","25.22","5.65","3.37","1.10",".05","1.12","2.51","6.20","17.07","30.81","16.01","13543"
"Ervin Santana","Twins","DET @ MIN",".44","6.09","25.37","6.11","3.92","1.23",".15",".82","1.55","5.07","17.10","30.01","15.69","3200"
"Julio Teheran","Braves","COL @ ATL",".35","5.82","24.66","5.52","3.39","1.14",".12",".86","2.24","5.46","16.67","29.62","15.46","6797"
"Zach Eflin","Phillies","",".40","6.06","25.16","5.70","3.45","1.11",".11","1.02","1.78","5.00","16.85","29.34","15.38","13774"
"Sam Gaviglio","Blue Jays","TOR @ KC",".40","5.92","25.07","5.96","3.76","1.32",".20",".69","1.91","5.02","16.04","28.84","14.82","12778"
"Jacob Nix","Padres","ARI @ SD",".33","6.04","25.40","6.01","3.95","1.16",".20",".70","1.86","4.85","15.98","28.67","14.69","17775"
"Jon Gray","Rockies","COL @ ATL",".35","5.98","25.60","6.53","4.32","1.39",".14",".68","1.73","5.10","15.53","28.62","14.45","14916"
"Tanner Roark","Nationals","WSH @ STL",".39","6.03","26.15","6.48","4.28","1.15",".10",".96","2.21","5.24","15.19","28.66","14.27","8753"
"Jon Lester","Cubs","CHC @ PIT",".42","5.93","24.89","6.08","4.15","1.16",".15",".63","1.61","4.54","15.73","28.06","14.42","4930"
"Ranger Suarez","Phillies","NYM @ PHI",".39","5.83","24.79","6.02","3.81","1.13",".12",".96","1.85","4.56","14.46","26.44","13.30","17277"
"Steven Matz","Mets","",".31","5.64","24.48","5.82","3.67","1.03",".11","1.00","2.31","5.09","14.14","26.45","13.21","13361"
"Luke Weaver","Cardinals","WSH @ STL",".32","5.97","26.07","6.53","4.35","1.24",".10",".83","2.29","4.86","13.76","26.72","12.93","16918"
"Ivan Nova","Pirates","CHC @ PIT",".30","6.13","26.12","6.89","4.41","1.47",".17",".85","1.43","4.07","13.30","25.17","12.14","1994"
"Corey Oswalt","Mets","NYM @ PHI",".28","5.37","23.55","5.77","3.38",".94",".11","1.34","2.18","5.00","12.73","24.19","11.91","13677"
"Francisco Liriano","Tigers","DET @ MIN",".26","5.29","24.23","5.48","3.43","1.16",".11",".78","3.48","4.95","11.49","23.94","11.13","3201"
"Glenn Sparkman","Royals","TOR @ KC",".32","6.06","25.60","6.71","4.25","1.55",".16",".74","1.29","3.40","12.40","23.44","11.16","15200"
"Taylor Cole","Angels","LAA @ TEX",".29","5.05","23.13","5.45","3.23","1.09",".18",".95","3.10","4.97","11.18","22.99","10.82","11964"
"Ariel Jurado","Rangers","LAA @ TEX",".33","5.56","24.54","6.90","4.46","1.28",".16","1.00","1.61","2.50","7.68","17.38","6.98","17030"
