"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jacob deGrom","Mets","SD @ NYM",".51","6.87","27.08","5.24","3.53",".99",".10",".62","1.73","8.65","29.03","46.51","26.94","10954"
"Luis Severino","Yankees","NYY @ TB",".53","6.37","26.30","5.73","4.03","1.08",".17",".44","2.13","7.29","23.41","39.67","21.93","15890"
"Corey Kluber","Indians","PIT @ CLE",".53","6.68","27.00","6.19","3.92","1.31",".10",".86","1.24","7.03","23.69","39.17","21.92","2429"
"Ross Stripling","Dodgers","LAD @ PHI",".46","6.16","25.12","5.77","3.51","1.14",".11","1.01","1.29","7.10","22.40","37.05","20.69","13273"
"Patrick Corbin","Diamondbacks","ARI @ CHC",".37","5.93","25.49","5.63","3.55","1.30",".14",".65","2.60","6.49","18.68","33.29","17.59","9323"
"Sean Newcomb","Braves","ATL @ MIA",".39","6.12","26.66","5.60","3.99","1.05",".14",".41","3.35","5.91","17.72","32.88","16.84","16943"
"Rick Porcello","Red Sox","BOS @ BAL",".47","6.18","25.90","6.36","4.06","1.20",".07","1.02","1.46","5.80","18.49","32.24","17.11","2717"
"Gio Gonzalez","Nationals","WSH @ MIL",".39","6.03","25.97","5.72","3.73","1.12",".12",".76","2.85","5.68","16.74","30.84","15.77","7448"
"Jaime Barria","Angels","CWS @ LAA",".41","5.71","23.88","5.82","3.71","1.04",".11",".96","1.46","5.60","17.36","29.98","16.02","18356"
"Luis Castillo","Reds","STL @ CIN",".32","5.84","25.12","5.87","3.53","1.12",".08","1.14","2.26","5.97","16.60","30.05","15.53","15689"
"Luke Farrell","Cubs","ARI @ CHC",".32","5.64","24.49","5.19","3.27","1.12",".15",".65","2.94","5.43","15.65","28.79","14.71","15101"
"Jose Urena","Marlins","ATL @ MIA",".33","6.25","26.57","6.30","4.28","1.31",".14",".57","2.18","4.64","15.50","28.73","14.35","11589"
"Daniel Poncedeleon","Cardinals","STL @ CIN",".35","5.44","24.12","5.10","3.39",".94",".11",".66","3.34","5.43","14.67","27.79","13.97","sa549749"
"Cole Hamels","Rangers","OAK @ TEX",".33","5.84","25.58","5.77","3.21","1.27",".10","1.19","2.80","5.54","14.69","27.73","13.84","4972"
"Francisco Liriano","Tigers","DET @ KC",".37","5.69","25.10","5.76","3.71","1.23",".16",".66","2.90","5.14","14.23","27.40","13.49","3201"
"Zach Eflin","Phillies","LAD @ PHI",".25","5.71","24.38","5.90","3.29","1.26",".10","1.24","1.78","4.95","14.24","25.85","13.06","13774"
"Joey Lucchesi","Padres","SD @ NYM",".22","5.41","23.39","5.04","3.17","1.01",".10",".75","2.67","4.82","13.88","25.51","12.93","19320"
"Luis Santos","Blue Jays","MIN @ TOR",".34","5.68","24.41","5.70","3.15","1.46",".12",".97","2.20","4.51","13.49","25.16","12.43","15006"
"Kevin Gausman","Orioles","BOS @ BAL",".25","5.64","24.63","6.40","3.93","1.31",".08","1.08","1.86","4.84","12.91","24.82","12.03","14107"
"Adalberto Mejia","Twins","MIN @ TOR",".34","5.53","24.20","5.97","3.42","1.45",".12",".97","2.16","4.51","12.57","24.15","11.72","13188"
"Jhoulys Chacin","Brewers","WSH @ MIL",".29","5.34","23.33","5.10","3.21","1.09",".09",".71","2.78","4.35","12.71","24.01","11.86","2608"
"Heath Fillmyer","Royals","DET @ KC",".32","5.80","25.18","6.71","4.55","1.33",".18",".64","1.78","3.36","10.88","22.03","9.99","17466"
"Brett Anderson","Athletics","OAK @ TEX",".35","5.48","24.38","6.42","4.25","1.29",".16",".72","2.22","3.65","10.20","21.39","9.59","8223"
"Lucas Giolito","White Sox","CWS @ LAA",".28","5.47","24.69","5.76","3.59","1.09",".07","1.00","3.17","3.86","9.70","21.14","9.23","15474"
"Trevor Williams","Pirates","PIT @ CLE",".21","5.39","24.19","6.45","3.96","1.50",".11",".89","2.20","3.32","8.28","18.60","7.75","16977"
