"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Luke Weaver","Cardinals","NYM @ STL",".48","6.69","27.53","5.90","3.87","1.18",".09",".76","2.10","7.17","23.28","39.39","21.76","16918"
"Robbie Ray","Diamondbacks","ARI @ PHI",".32","6.02","25.97","4.85","2.83","1.00",".07",".95","3.62","8.33","21.89","38.42","20.88","11486"
"Kenta Maeda","Dodgers","MIA @ LAD",".46","6.04","24.23","5.02","3.19",".98",".07",".77","1.49","6.39","22.04","35.69","20.14","18498"
"Vince Velasquez","Phillies","ARI @ PHI",".39","6.05","25.15","4.96","3.16","1.00",".12",".67","2.60","6.69","20.86","35.53","19.41","11189"
"Chad Kuhl","Pirates","DET @ PIT",".43","6.68","27.72","6.20","4.25","1.38",".12",".44","2.15","5.30","19.07","33.63","17.69","14975"
"Charlie Morton","Astros","LAA @ HOU",".43","6.26","26.55","5.71","3.53","1.15",".12",".91","2.63","6.14","18.69","33.24","17.50","4676"
"Jose Berrios","Twins","MIN @ NYY",".33","5.89","25.21","5.19","3.25","1.02",".08",".85","2.92","6.23","17.94","32.04","16.85","14168"
"Rick Porcello","Red Sox","BOS @ TOR",".40","6.58","27.36","6.38","3.70","1.46",".12","1.10","1.75","5.57","18.27","31.89","16.93","2717"
"Tanner Roark","Nationals","WSH @ SF",".40","6.77","28.80","6.40","4.25","1.33",".15",".68","2.77","5.20","17.28","31.85","16.35","8753"
"J.A. Happ","Blue Jays","BOS @ TOR",".35","6.53","27.55","6.28","3.82","1.36",".11","1.00","2.31","5.67","17.62","31.64","16.44","7410"
"CC Sabathia","Yankees","MIN @ NYY",".36","5.83","24.37","5.26","3.37",".98",".09",".83","2.16","5.77","18.06","31.22","16.69","404"
"Cole Hamels","Rangers","OAK @ TEX",".33","5.93","25.91","5.73","3.27","1.28",".08","1.09","2.91","6.32","16.79","30.98","15.91","4972"
"Ian Kennedy","Royals","MIL @ KC",".31","5.87","25.41","5.82","3.54","1.37",".11",".81","2.61","5.81","16.13","29.79","15.17","6986"
"Kyle Freeland","Rockies","SD @ COL",".39","5.87","25.35","6.35","4.09","1.27",".22",".77","2.10","5.35","15.39","28.70","14.45","16256"
"Tyler Mahle","Reds","ATL @ CIN",".32","6.05","25.70","5.75","3.67","1.17",".11",".81","2.39","4.88","15.56","28.42","14.37","16358"
"Marco Gonzales","Mariners","SEA @ CWS",".37","5.21","22.05","5.14","3.25",".99",".12",".77","1.76","5.36","16.08","27.62","14.93","15467"
"Jordan Zimmermann","Tigers","DET @ PIT",".32","6.05","25.51","6.21","4.15","1.25",".17",".64","1.77","4.44","14.95","27.26","13.73","4505"
"Tyler Chatwood","Cubs","CHC @ CLE",".37","5.55","24.44","5.10","3.09","1.17",".09",".74","3.30","5.13","14.38","27.28","13.61","4338"
"Andrew Triggs","Athletics","OAK @ TEX",".35","5.66","24.93","5.77","3.64","1.11",".11",".91","2.77","5.29","14.22","27.18","13.45","13533"
"Zach Davies","Brewers","MIL @ KC",".42","6.39","27.18","6.72","4.58","1.38",".15",".61","1.96","3.98","14.31","27.07","13.24","13183"
"Zack Wheeler","Mets","NYM @ STL",".26","5.77","25.44","5.84","3.69","1.11",".12",".93","2.89","5.17","13.69","26.62","12.95","10310"
"Eric Lauer","Padres","SD @ COL",".29","5.45","24.41","6.13","3.63","1.27",".20","1.03","2.50","5.60","13.38","26.19","12.79","sa738156"
"Ty Blach","Giants","WSH @ SF",".36","6.44","27.03","6.80","4.77","1.40",".17",".46","1.65","3.52","13.89","26.14","12.66","14361"
"Brandon McCarthy","Braves","ATL @ CIN",".35","5.44","23.12","5.11","3.45",".97",".09",".61","2.29","4.25","14.04","25.24","12.93","4662"
"Shohei Ohtani","Angels","LAA @ HOU",".27","5.49","24.41","6.25","3.88","1.22",".12","1.03","2.28","5.26","12.92","25.30","12.26","19755"
"Josh Tomlin","Indians","CHC @ CLE",".30","5.58","23.38","6.09","3.45","1.31",".08","1.26",".94","4.52","14.05","24.71","12.69","9388"
"Dillon Peters","Marlins","MIA @ LAD",".24","5.48","24.08","5.28","3.14","1.20",".09",".86","2.93","4.62","12.63","24.40","11.84","18790"
"Chris Volstad","White Sox","SEA @ CWS",".28","5.95","25.42","6.51","4.25","1.17",".13",".97","1.65","3.31","11.25","21.97","10.14","9901"
