"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","MIA @ WSH",".66","7.39","29.07","5.71","3.60","1.22",".12",".77","1.69","9.27","31.46","50.15","29.61","3137"
"Carlos Carrasco","Indians","BAL @ CLE",".57","6.61","26.36","5.71","3.61","1.14",".09",".88","1.29","8.37","27.20","43.94","25.22","6632"
"Aaron Nola","Phillies","NYM @ PHI",".40","6.62","26.46","5.25","3.65",".99",".13",".47","1.86","8.02","26.47","43.05","24.52","16149"
"Noah Syndergaard","Mets","NYM @ PHI",".34","6.52","26.57","5.95","4.12","1.11",".18",".54","1.61","7.49","23.77","39.72","22.10","11762"
"Robbie Ray","Diamondbacks","ARI @ SD",".41","6.06","25.55","5.16","3.18","1.04",".11",".82","2.77","8.15","23.07","39.39","21.79","11486"
"Jack Flaherty","Cardinals","MIL @ STL",".34","6.03","25.00","5.19","3.26",".88",".06",".99","2.20","6.87","20.73","35.04","19.23","17479"
"Charlie Morton","Astros","HOU @ OAK",".42","6.17","26.38","5.26","3.17","1.25",".11",".72","3.16","6.70","19.77","35.08","18.66","4676"
"Freddy Peralta","Brewers","MIL @ STL",".36","5.62","24.39","4.84","3.19",".94",".08",".62","3.23","6.69","18.60","33.05","17.64","18679"
"Sean Newcomb","Braves","COL @ ATL",".36","5.94","25.82","5.46","3.51","1.06",".12",".77","3.15","6.44","17.88","32.64","16.95","16943"
"Cole Hamels","Cubs","CHC @ PIT",".42","6.43","27.22","6.07","4.04","1.22",".18",".62","2.52","5.50","17.87","32.27","16.73","4972"
"Jakob Junis","Royals","KC @ CWS",".33","5.83","24.86","5.80","3.65",".99",".19",".97","2.10","6.28","17.74","31.43","16.57","13619"
"Kyle Gibson","Twins","DET @ MIN",".38","5.98","25.42","6.11","3.86","1.29",".13",".81","1.93","5.68","17.07","30.58","15.88","10123"
"James Shields","White Sox","KC @ CWS",".36","6.18","26.14","5.80","3.49","1.16",".11","1.03","2.37","5.34","16.66","29.96","15.44","7059"
"Lance Lynn","Yankees","TOR @ NYY",".37","5.87","25.47","5.42","3.32","1.07",".05",".98","3.02","5.58","15.98","29.57","15.04","2520"
"Matt Boyd","Tigers","DET @ MIN",".34","5.79","24.92","6.11","3.65","1.40",".12",".95","1.98","5.72","16.00","29.10","14.96","15440"
"Walker Buehler","Dodgers","LAD @ SEA",".37","5.63","24.32","5.81","3.67","1.07",".10",".97","2.16","5.52","15.59","28.46","14.60","19374"
"Joey Lucchesi","Padres","ARI @ SD",".29","5.44","23.42","5.17","3.33","1.08",".13",".64","2.46","5.49","15.80","28.23","14.78","19320"
"Brian Johnson","Red Sox","TB @ BOS",".38","5.72","24.50","6.20","4.20","1.17",".19",".63","1.80","4.98","15.07","27.64","14.01","14272"
"Anthony DeSclafani","Reds","SF @ CIN",".34","5.87","24.86","6.13","3.75","1.22",".09","1.07","1.62","4.99","15.28","27.47","14.04","13050"
"Kyle Freeland","Rockies","COL @ ATL",".35","5.84","25.44","6.19","3.95","1.35",".12",".77","2.37","5.01","14.35","27.33","13.47","16256"
"Wade LeBlanc","Mariners","LAD @ SEA",".32","5.80","24.53","5.98","3.28","1.32",".07","1.30","1.59","4.79","14.53","26.08","13.26","5221"
"Marcus Stroman","Blue Jays","TOR @ NYY",".32","5.71","24.92","6.11","4.00","1.11",".08",".92","2.27","4.56","13.02","25.11","12.16","13431"
"Trevor Williams","Pirates","CHC @ PIT",".30","5.85","25.24","6.03","4.02","1.27",".13",".61","2.28","4.09","13.07","25.04","12.07","16977"
"Casey Kelly","Giants","SF @ CIN",".35","5.71","24.69","6.46","4.23","1.12",".15",".97","1.72","4.10","12.42","23.94","11.47","9174"
"Edwin Jackson","Athletics","HOU @ OAK",".29","5.84","25.05","5.97","3.65","1.40",".09",".83","2.12","3.74","12.28","23.54","11.20","1841"
"Drew Hutchison","Rangers","LAA @ TEX",".33","5.45","24.14","5.79","3.49","1.17",".15",".99","2.62","3.97","10.90","22.10","10.21","10732"
"Odrisamer Despaigne","Angels","LAA @ TEX",".33","5.31","23.75","6.08","3.74","1.31",".25",".77","2.42","3.16","8.58","18.86","8.03","16017"
"Dan Straily","Marlins","MIA @ WSH",".13","5.08","23.18","5.97","3.45","1.22",".08","1.23","2.55","3.89","7.89","17.97","7.51","9460"
"David Hess","Orioles","BAL @ CLE",".18","5.30","23.95","6.31","3.88","1.37",".09",".97","2.37","3.01","7.11","16.94","6.65","16130"
