"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Noah Syndergaard","Mets","NYN @ PHI",".47","6.63","26.53","5.37","3.61","1.02",".16",".59","1.97","8.55","27.47","46.26","25.85","11762"
"Blake Snell","Rays","BAL @ TBA",".43","6.26","25.61","5.11","3.26",".91",".07",".87","2.28","7.00","22.49","38.83","21.00","13543"
"Johnny Cueto","Giants","SDN @ SFN",".48","6.73","27.36","6.10","4.23","1.12",".20",".55","1.93","5.32","19.97","35.83","18.63","6893"
"Robbie Ray","Diamondbacks","ARI @ KCA",".45","6.23","26.43","5.90","3.93","1.13",".12",".71","2.54","6.22","19.14","35.35","18.21","11486"
"Gio Gonzalez","Nationals","PIT @ WAS",".45","6.28","26.77","6.19","4.19","1.26",".07",".67","2.53","5.99","18.42","34.66","17.56","7448"
"Kevin Gausman","Orioles","BAL @ TBA",".32","6.14","26.22","5.91","3.60","1.07",".12","1.11","2.56","5.96","17.11","32.17","16.24","14107"
"James Paxton","Mariners","SEA @ ANA",".39","5.83","24.75","5.76","3.84","1.07",".07",".78","2.15","5.68","17.34","32.00","16.29","11828"
"Cole Hamels","Rangers","OAK @ TEX",".40","6.01","25.55","5.89","3.53","1.18",".11","1.07","2.23","5.69","17.13","31.84","16.08","4972"
"Josh Tomlin","Indians","CHA @ CLE",".45","5.61","22.83","5.89","3.78","1.15",".11",".85",".80","4.74","16.77","29.06","15.27","9388"
"Nick Pivetta","Phillies","NYN @ PHI",".27","5.77","24.29","5.32","3.54","1.03",".12",".64","2.32","4.96","15.94","29.41","14.77","15454"
"Jordan Montgomery","Yankees","TOR @ NYA",".35","5.19","22.08","4.78","2.92",".85",".04",".97","2.29","4.91","14.78","26.69","13.74","16511"
"Anibal Sanchez","Tigers","DET @ MIN",".30","5.61","24.31","5.88","3.55","1.12",".16","1.05","2.25","5.03","13.96","27.25","13.14","3284"
"Zach Davies","Brewers","MIL @ SLN",".36","5.80","24.90","6.40","4.44","1.27",".08",".60","1.89","4.14","13.43","26.73","12.56","13183"
"Jason Vargas","Royals","ARI @ KCA",".27","5.54","23.98","5.86","3.51","1.23",".15",".97","2.15","4.55","12.97","25.57","12.10","8044"
"Bartolo Colon","Twins","DET @ MIN",".40","5.99","25.08","6.65","4.49","1.25",".16",".76","1.21","3.40","13.13","25.59","11.96","375"
"Jose Urena","Marlins","ATL @ MIA",".39","5.97","25.89","6.03","4.20","1.15",".20",".48","2.77","3.51","12.26","25.70","11.54","11589"
"Jack Flaherty","Cardinals","MIL @ SLN",".28","4.88","20.84","4.61","2.90",".87",".08",".77","2.13","4.54","13.61","24.31","12.65","17479"
"Tyler Anderson","Rockies","LAN @ COL",".29","4.92","22.29","5.69","3.60","1.11",".16",".81","2.47","4.77","11.44","23.53","11.04","12880"
"Collin McHugh","Astros","HOU @ BOS",".36","5.43","23.87","6.03","3.76","1.40",".10",".78","2.21","3.85","11.33","23.53","10.66","7531"
"Mike Montgomery","Cubs","CIN @ CHN",".32","4.93","21.74","4.82","3.21",".97",".12",".52","2.76","3.92","11.61","22.72","10.95","4869"
"Parker Bridwell","Angels","SEA @ ANA",".28","5.23","22.54","5.44","3.42","1.00",".07",".95","2.04","3.70","11.34","22.25","10.43","11502"
"Hector Velazquez","Red Sox","HOU @ BOS",".31","5.39","23.48","6.17","3.74","1.47",".06",".90","1.83","3.66","10.85","22.45","10.08","19341"
"Daniel Mengden","Athletics","OAK @ TEX",".28","5.00","22.41","5.34","3.31",".96",".12",".95","2.72","4.30","10.63","22.15","10.14","16980"
"Deck McGuire","Reds","CIN @ CHN",".26","4.85","21.68","4.74","2.91",".92",".09",".82","2.96","4.16","10.77","21.77","10.23","11596"
"Luis Perdomo","Padres","SDN @ SFN",".26","5.38","23.84","6.01","4.22","1.20",".16",".43","2.36","2.98","9.34","20.72","8.73","14682"
"Ross Stripling","Dodgers","LAN @ COL",".27","4.65","21.50","5.88","3.76","1.15",".15",".83","2.28","4.20","9.13","20.08","8.91","13273"
"Steven Brault","Pirates","PIT @ WAS",".20","4.41","20.06","4.88","3.15","1.01",".06",".66","2.57","3.63","8.68","18.24","8.35","15291"
"Max Fried","Braves","ATL @ MIA",".20","4.22","19.24","4.12","2.85",".77",".09",".41","3.01","3.26","8.41","17.48","8.09","13743"
"Brett Anderson","Blue Jays","TOR @ NYA",".25","4.73","21.22","5.68","3.79","1.09",".07",".74","2.03","2.76","7.40","16.72","6.95","8223"
"Chris Volstad","White Sox","CHA @ CLE",".21","4.86","22.11","6.06","3.82","1.33",".09",".83","2.18","2.24","5.51","14.78","5.18","9901"
