"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Clayton Kershaw","Dodgers","PIT @ LAD",".61","7.11","27.36","5.43","3.63","1.13",".06",".61","1.06","7.77","29.13","45.82","26.78","2036"
"Kyle Hendricks","Cubs","DET @ CHC",".47","7.33","29.08","6.03","3.91","1.33",".18",".61","1.63","7.09","25.86","42.28","24.05","12049"
"Zack Greinke","Diamondbacks","STL @ ARI",".41","6.45","26.02","5.68","3.48","1.21",".12",".87","1.46","6.73","22.37","37.01","20.54","1943"
"Anthony DeSclafani","Reds","CWS @ CIN",".46","6.31","25.95","6.14","3.77","1.11",".14","1.12","1.39","7.12","21.89","36.84","20.32","13050"
"Jake Odorizzi","Twins","MIN @ MIL",".31","5.94","24.97","5.00","2.62","1.01",".10","1.27","2.63","7.01","19.66","33.84","18.36","6397"
"Shane Bieber","Indians","CLE @ KC",".47","6.57","27.02","6.45","4.18","1.38",".17",".72","1.41","5.29","19.03","32.87","17.50","19427"
"Junior Guerra","Brewers","MIN @ MIL",".42","6.42","26.20","5.27","3.10","1.11",".12",".95","2.19","5.36","19.12","32.51","17.47","5702"
"Trevor Richards","Marlins","TB @ MIA",".37","6.28","26.14","5.97","4.19","1.14",".21",".43","2.02","5.19","17.93","31.68","16.53","19309"
"Ryan Yarbrough","Rays","TB @ MIA",".37","6.30","26.38","6.08","4.03","1.27",".17",".62","1.99","5.35","17.81","31.55","16.49","16502"
"Zach Eflin","Phillies","BAL @ PHI",".37","6.21","25.90","6.23","3.76","1.17",".06","1.24","1.46","5.79","18.04","31.28","16.61","13774"
"Marco Estrada","Blue Jays","NYM @ TOR",".38","6.17","25.84","5.51","2.96","1.37",".10","1.08","2.30","5.57","17.66","30.96","16.29","1118"
"Chris Bassitt","Athletics","SD @ OAK",".41","6.15","26.21","5.86","3.95","1.18",".15",".58","2.58","5.38","17.05","31.04","15.92","12304"
"Domingo German","Yankees","ATL @ NYY",".41","5.98","25.71","5.88","3.82","1.14",".07",".86","2.49","5.74","17.01","30.94","15.98","17149"
"Dallas Keuchel","Astros","HOU @ TEX",".47","6.33","27.19","6.45","4.27","1.24",".15",".80","2.44","5.21","16.29","30.30","15.34","9434"
"Michael Fulmer","Tigers","DET @ CHC",".28","5.97","25.05","5.49","3.57","1.19",".16",".57","2.18","5.09","16.65","29.43","15.30","13218"
"Tanner Roark","Nationals","BOS @ WSH",".35","6.43","27.49","6.44","3.93","1.31",".08","1.12","2.35","5.26","15.97","29.47","14.92","8753"
"Jack Flaherty","Cardinals","STL @ ARI",".28","5.33","22.75","4.96","3.04","1.05",".20",".67","2.27","5.76","16.48","28.69","15.37","17479"
"Andrew Heaney","Angels","LAA @ SEA",".37","5.86","25.10","6.05","3.91","1.03",".11","1.00","2.04","5.24","15.45","28.27","14.38","15423"
"Alex Cobb","Orioles","BAL @ PHI",".36","6.10","26.14","6.61","4.04","1.29",".15","1.14","1.79","5.07","15.02","27.85","13.96","6562"
"Zack Wheeler","Mets","NYM @ TOR",".32","5.73","24.72","5.67","3.26","1.27",".10","1.05","2.37","5.23","14.86","27.34","13.84","10310"
"Brian Johnson","Red Sox","BOS @ WSH",".38","5.82","25.10","5.96","3.80","1.23",".09",".83","2.27","4.69","14.27","26.75","13.28","14272"
"Sean Newcomb","Braves","ATL @ NYY",".28","5.39","24.44","5.12","3.24",".97",".06",".85","3.73","5.40","13.09","26.10","12.61","16943"
"Wade LeBlanc","Mariners","LAA @ SEA",".34","6.11","25.87","6.41","3.81","1.32",".08","1.20","1.64","4.18","13.68","25.32","12.47","5221"
"Danny Duffy","Royals","CLE @ KC",".26","5.63","24.31","5.57","3.50","1.16",".10",".81","2.43","4.46","13.18","24.83","12.20","3542"
"Clayton Richard","Padres","SD @ OAK",".31","5.89","25.62","6.19","3.64","1.47",".12",".95","2.31","4.19","12.44","24.29","11.54","3551"
"Ivan Nova","Pirates","PIT @ LAD",".18","5.75","24.50","6.09","3.45","1.30",".06","1.27","1.60","4.34","12.71","23.60","11.54","1994"
"Antonio Senzatela","Rockies","SF @ COL",".35","5.78","25.47","7.04","4.47","1.50",".20",".87","1.68","4.16","11.61","23.44","10.86","15488"
"Lucas Giolito","White Sox","CWS @ CIN",".25","5.53","25.28","6.01","3.74","1.08",".10","1.08","3.30","4.89","10.95","23.47","10.60","15474"
"Chris Stratton","Giants","SF @ COL",".33","5.59","25.11","7.00","4.40","1.41",".23",".96","1.99","4.36","10.68","22.53","10.16","13761"
"Austin Bibens-Dirkx","Rangers","HOU @ TEX",".26","5.71","25.29","6.86","4.30","1.39",".14","1.04","1.96","2.99","8.26","18.54","7.59","9559"
