"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Chris Sale","Red Sox","BOS @ NYA",".48","7.03","27.98","5.37","3.31",".96",".05","1.05","2.14","9.10","28.89","48.13","27.35","10603"
"Madison Bumgarner","Giants","SLN @ SFN",".38","6.72","27.16","5.72","3.71","1.12",".16",".74","1.95","7.14","23.60","40.77","22.07","5524"
"Alex Wood","Dodgers","LAN @ SDN",".49","6.07","24.98","5.38","3.65",".99",".15",".59","2.07","6.41","21.21","37.03","19.81","13781"
"Luis Severino","Yankees","BOS @ NYA",".31","6.56","27.23","5.94","3.79","1.07",".06","1.02","2.35","6.22","19.49","35.32","18.28","15890"
"Matt Andriese","Rays","TBA @ CHA",".48","6.20","26.01","6.28","4.18","1.05",".17",".88","1.94","5.91","18.52","34.04","17.47","12022"
"Mike Fiers","Astros","NYN @ HOU",".51","6.17","25.73","5.97","3.84","1.13",".18",".83","1.95","5.14","17.66","32.41","16.45","7754"
"Luke Weaver","Cardinals","SLN @ SFN",".37","6.11","25.34","5.61","3.89","1.07",".13",".52","2.09","4.84","17.25","31.47","15.99","16918"
"Andrew Albers","Mariners","OAK @ SEA",".41","5.75","23.30","5.24","3.19","1.06",".08",".91","1.41","5.13","18.01","30.94","16.42","7853"
"Andrew Heaney","Angels","ANA @ TEX",".41","5.54","23.68","5.37","3.29",".98",".11",".99","2.38","5.59","16.25","30.04","15.28","15423"
"Ervin Santana","Twins","KCA @ MIN",".36","6.19","26.25","6.59","4.22","1.21",".11","1.05","1.83","4.62","14.80","28.61","13.81","3200"
"Ian Kennedy","Royals","KCA @ MIN",".35","5.54","23.93","5.50","3.35","1.00",".14","1.01","2.44","5.05","14.49","27.77","13.62","6986"
"Josh Tomlin","Indians","CLE @ DET",".46","5.73","23.42","6.09","3.94","1.11",".20",".83",".85","3.86","14.98","26.84","13.52","9388"
"Jhoulys Chacin","Padres","LAN @ SDN",".23","5.55","24.38","5.45","3.45","1.01",".10",".89","2.90","5.12","13.72","27.26","13.01","2608"
"Jose Urena","Marlins","PHI @ MIA",".41","5.79","24.58","5.72","3.82","1.04",".18",".67","2.22","3.90","13.73","26.61","12.71","11589"
"Trevor Williams","Pirates","CIN @ PIT",".38","6.10","26.04","6.08","4.13","1.20",".13",".62","2.41","3.71","13.37","26.84","12.44","16977"
"Brent Suter","Brewers","WAS @ MIL",".39","5.40","22.93","5.45","3.39","1.02",".14",".91","1.97","4.23","13.55","25.45","12.52","13942"
"German Marquez","Rockies","ARI @ COL",".32","5.33","23.95","6.15","3.79","1.18",".18","1.00","2.46","4.93","12.06","25.17","11.59","15038"
"Daniel Gossett","Athletics","OAK @ SEA",".29","5.65","24.50","5.99","3.89","1.13",".07",".90","2.26","4.06","12.16","24.74","11.37","16164"
"Zack Godley","Diamondbacks","ARI @ COL",".33","5.30","24.33","6.41","4.17","1.26",".17",".81","2.73","4.74","10.87","24.22","10.67","14862"
"Mike Montgomery","Cubs","ATL @ CHN",".34","5.11","22.61","5.27","3.63","1.02",".12",".49","2.67","3.94","11.67","23.41","11.03","4869"
"Sal Romano","Reds","CIN @ PIT",".33","5.58","24.45","5.99","4.12","1.18",".12",".57","2.45","3.51","11.14","23.53","10.47","13690"
"Lucas Giolito","White Sox","TBA @ CHA",".23","5.01","22.63","5.02","2.91",".93",".09","1.09","3.15","4.75","11.15","23.12","10.70","15474"
"Edwin Jackson","Nationals","WAS @ MIL",".28","5.29","23.75","5.67","3.29","1.04",".11","1.24","2.86","4.55","10.85","23.26","10.40","1841"
"Max Fried","Braves","ATL @ CHN",".26","4.84","22.41","4.67","3.01",".90",".08",".68","3.79","4.37","10.04","21.99","9.82","13743"
"Chris Tillman","Orioles","TOR @ BAL",".30","5.28","23.30","5.67","3.48",".97",".04","1.17","2.42","3.68","10.14","21.49","9.48","5279"
"Chad Bell","Tigers","CLE @ DET",".23","5.21","23.38","5.45","3.57","1.01",".17",".69","3.01","3.40","9.10","20.48","8.63","10297"
"Martin Perez","Rangers","ANA @ TEX",".26","5.37","23.97","6.25","4.02","1.21",".09",".94","2.29","3.29","8.83","20.27","8.31","6902"
"Jake Thompson","Phillies","PHI @ MIA",".27","5.23","23.46","6.03","4.05","1.08",".14",".76","2.47","2.90","8.09","19.07","7.62","14371"
"Brett Anderson","Blue Jays","TOR @ BAL",".24","4.34","19.23","5.13","3.38",".99",".06",".69","1.63","3.14","8.72","17.21","8.16","8223"
"Chris Flexen","Mets","NYN @ HOU",".17","4.48","21.23","5.71","3.54","1.13",".11",".93","2.73","2.59","4.11","13.23","4.15","13896"
