"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Clayton Kershaw","Dodgers","PHI @ LAD",".48","7.05","26.96","4.95","3.20","1.03",".05",".66","1.27","8.83","30.94","48.20","28.46","2036"
"Jose Quintana","Cubs","CHC @ NYM",".49","6.75","27.71","5.38","3.49","1.08",".10",".71","2.63","7.21","23.87","40.29","22.37","11423"
"Aaron Nola","Phillies","PHI @ LAD",".28","6.75","27.68","5.67","3.56","1.20",".07",".84","2.30","6.82","21.89","37.17","20.44","16149"
"Wade LeBlanc","Mariners","TEX @ SEA",".44","6.69","27.13","6.05","4.00","1.23",".06",".77","1.59","5.53","20.27","34.33","18.62","5221"
"Sean Newcomb","Braves","WSH @ ATL",".38","5.91","25.58","5.23","3.44","1.14",".09",".55","3.27","6.77","19.15","34.46","18.18","16943"
"Andrew Heaney","Angels","LAA @ DET",".49","5.98","25.24","5.98","3.59","1.25",".29",".86","1.87","6.24","18.89","33.00","17.62","15423"
"Jack Flaherty","Cardinals","PIT @ STL",".35","5.73","23.64","5.12","3.36",".98",".12",".67","1.81","5.60","18.41","30.95","16.90","17479"
"Lance McCullers Jr.","Astros","BOS @ HOU",".40","5.47","23.29","5.13","3.23","1.14",".10",".65","2.21","5.99","17.82","30.87","16.66","14120"
"Mike Minor","Rangers","TEX @ SEA",".31","6.09","25.67","6.10","3.83","1.22",".09",".96","1.82","5.75","17.36","30.73","16.09","10021"
"Sonny Gray","Yankees","NYY @ BAL",".45","5.78","24.65","5.59","3.60","1.04",".05",".90","2.22","5.54","16.95","30.13","15.79","12768"
"Daniel Mengden","Athletics","TB @ OAK",".08","6.73","27.75","6.56","4.37","1.45",".19",".55","1.62","4.93","16.91","29.99","15.48","16980"
"Tanner Roark","Nationals","WSH @ ATL",".35","6.33","27.53","6.66","4.34","1.38",".15",".78","2.54","5.42","15.69","29.82","14.91","8753"
"Trevor Williams","Pirates","PIT @ STL",".35","5.99","25.47","5.71","3.80","1.13",".12",".67","2.42","4.85","15.65","28.60","14.49","16977"
"Shane Bieber","Indians","CLE @ MIN",".42","6.02","25.58","6.63","3.82","1.48",".15","1.18","1.35","5.20","15.70","28.31","14.51","sa873698"
"Jordan Lyles","Padres","MIA @ SD",".39","6.06","25.77","6.04","3.94","1.19",".12",".79","2.13","4.58","15.20","27.93","14.03","7593"
"Seth Lugo","Mets","CHC @ NYM",".23","5.39","22.63","5.02","2.98","1.00",".10",".93","1.81","5.21","15.74","27.09","14.53","12447"
"Wei-Yin Chen","Marlins","MIA @ SD",".34","6.02","25.58","5.98","3.42","1.23",".14","1.18","2.05","4.92","15.05","27.41","13.86","13071"
"Drew Pomeranz","Red Sox","BOS @ HOU",".29","5.72","25.74","6.27","3.83","1.34",".10",".99","2.97","5.44","13.06","26.40","12.58","11426"
"Jake Odorizzi","Twins","CLE @ MIN",".29","5.73","25.03","6.13","3.46","1.36",".09","1.22","2.25","4.22","11.72","23.10","10.85","6397"
"Andrew Cashner","Orioles","NYY @ BAL",".23","5.56","24.86","5.93","3.57","1.14",".06","1.16","2.88","4.09","10.07","21.42","9.47","8782"
"Ryan Carpenter","Tigers","LAA @ DET",".20","5.24","23.45","6.04","3.38","1.21",".16","1.31","2.25","3.70","8.64","18.67","8.05","12699"
