"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","CIN @ WSH",".62","7.27","28.98","5.58","3.58","1.13",".10",".78","2.09","8.74","29.52","47.79","27.74","3137"
"Clayton Kershaw","Dodgers","MIL @ LAD",".51","6.76","27.11","6.04","3.85","1.11",".04","1.04","1.27","7.16","24.17","39.62","22.32","2036"
"Zack Greinke","Diamondbacks","SF @ ARI",".41","6.31","25.53","5.72","3.62","1.21",".14",".74","1.34","6.35","21.58","35.79","19.75","1943"
"Nick Pivetta","Phillies","MIA @ PHI",".40","5.89","24.94","5.83","3.79","1.05",".10",".88","1.93","6.69","19.48","33.82","18.22","15454"
"Mike Foltynewicz","Braves","ATL @ NYM",".41","6.00","25.90","5.22","3.25","1.00",".10",".87","3.23","6.37","18.28","32.99","17.27","10811"
"Reynaldo Lopez","White Sox","KC @ CWS",".40","6.05","25.44","5.35","3.16","1.12",".16",".91","2.48","6.06","18.66","32.60","17.36","16400"
"Andrew Heaney","Angels","LAA @ TB",".37","5.68","24.34","5.55","3.68","1.02",".13",".72","2.35","5.88","17.11","30.55","16.03","15423"
"Miles Mikolas","Cardinals","COL @ STL",".40","6.47","26.62","6.57","4.52","1.23",".12",".70","1.27","4.62","17.22","30.20","15.72","9803"
"Madison Bumgarner","Giants","SF @ ARI",".30","5.87","24.80","5.63","3.24","1.28",".23",".87","2.07","5.49","16.55","29.32","15.30","5524"
"Felix Hernandez","Mariners","TOR @ SEA",".36","5.81","24.64","5.38","3.12","1.16",".06","1.03","2.32","5.45","16.52","29.31","15.28","4772"
"Hunter Wood","Rays","LAA @ TB",".32","5.87","24.81","5.59","3.46","1.06",".10",".98","2.15","5.32","16.23","28.90","14.97","15091"
"Antonio Senzatela","Rockies","COL @ STL",".33","5.84","24.91","6.04","3.89","1.20",".09",".86","1.93","5.02","15.27","27.83","14.15","15488"
"Tyler Clippard","Blue Jays","TOR @ SEA",".33","5.49","24.36","5.75","3.51","1.06",".10","1.07","2.14","5.18","14.28","27.70","14.19","5640"
"Jason Vargas","Mets","ATL @ NYM",".29","5.67","24.44","5.86","3.60","1.16",".09","1.02","2.11","5.37","15.10","27.64","14.07","8044"
"Mike Montgomery","Cubs","SD @ CHC",".40","5.98","25.21","5.84","3.70","1.19",".10",".84","2.03","4.50","15.13","27.43","13.86","4869"
"Pablo Lopez","Marlins","MIA @ PHI",".27","5.46","23.84","5.97","3.53","1.12",".12","1.21","2.00","5.17","13.38","25.16","12.50","17085"
"Robbie Erlin","Padres","SD @ CHC",".31","5.77","24.70","6.69","4.02","1.32",".15","1.21","1.04","4.42","13.28","24.80","12.31","10354"
"Yovani Gallardo","Rangers","BAL @ TEX",".38","5.54","24.27","5.87","3.72","1.12",".14",".90","2.37","4.54","12.90","24.89","12.09","8173"
"Brad Keller","Royals","KC @ CWS",".29","5.55","24.53","6.22","4.21","1.16",".23",".61","2.33","4.34","11.88","23.77","11.17","15734"
"Brian Johnson","Red Sox","NYY @ BOS",".32","5.40","23.84","6.21","3.82","1.33",".12",".94","1.98","4.08","11.15","22.19","10.39","14272"
"CC Sabathia","Yankees","NYY @ BOS",".33","5.32","23.75","6.22","3.92","1.29",".13",".88","2.21","3.75","9.90","20.73","9.30","404"
"Jhoulys Chacin","Brewers","MIL @ LAD",".22","5.13","22.74","5.35","3.14","1.10",".05","1.06","2.52","3.84","9.94","20.03","9.25","2608"
"Tyler Mahle","Reds","CIN @ WSH",".16","5.15","23.44","6.01","3.75","1.15",".09","1.02","2.58","3.80","8.40","18.82","8.00","16358"
"Andrew Cashner","Orioles","BAL @ TEX",".28","5.44","24.68","6.18","3.80","1.30",".20",".89","2.87","3.32","8.05","18.81","7.64","8782"
