"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Luis Severino","Yankees","NYY @ DET",".59","6.37","26.02","5.80","3.69","1.33",".19",".60","1.62","7.04","23.37","38.91","21.70","15890"
"Julio Teheran","Braves","ATL @ SD",".40","6.51","26.97","5.61","3.52",".97",".16",".95","2.41","6.49","20.68","35.61","19.28","6797"
"Nick Tropeano","Angels","KC @ LAA",".44","6.32","26.20","5.67","3.63","1.07",".05",".91","2.08","6.19","20.12","34.54","18.62","12385"
"Zack Godley","Diamondbacks","ARI @ SF",".40","6.50","27.40","5.96","4.06","1.25",".15",".50","2.53","5.77","19.09","33.97","17.91","14862"
"Derek Holland","Giants","ARI @ SF",".34","6.07","25.36","5.41","3.57","1.10",".19",".55","2.34","4.92","16.88","29.84","15.50","4141"
"Domingo German","Yankees","",".47","5.88","25.49","6.12","3.81","1.22",".24",".84","2.28","5.36","15.83","29.27","14.87","17149"
"Clayton Richard","Padres","ATL @ SD",".36","6.45","27.09","6.41","4.45","1.21",".16",".59","2.02","4.41","15.86","29.02","14.60","3551"
"Danny Duffy","Royals","KC @ LAA",".27","5.45","23.80","5.41","3.24","1.04",".08","1.05","2.59","4.29","12.00","23.17","11.15","3542"
"Drew VerHagen","Tigers","NYY @ DET",".18","5.48","24.44","6.07","3.43","1.28",".20","1.17","2.46","4.94","11.56","23.24","10.90","13424"
"Mike Fiers","Tigers","",".22","5.14","22.87","5.82","3.17","1.16",".17","1.32","2.11","4.86","11.22","22.04","10.56","7754"
