"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Gerrit Cole","Astros","HOU @ DET",".55","6.69","27.27","5.68","3.64","1.11",".29",".64","2.04","7.74","25.28","42.05","23.66","13125"
"Stephen Strasburg","Nationals","WSH @ PHI",".38","6.28","26.02","5.03","3.13","1.00",".12",".77","2.62","8.61","25.18","42.04","23.66","10131"
"Carlos Carrasco","Indians","CLE @ TB",".40","6.51","26.30","5.55","3.66","1.03",".23",".63","1.85","7.82","24.89","41.11","23.15","6632"
"Blake Snell","Rays","CLE @ TB",".34","6.48","26.69","5.23","3.49","1.07",".09",".59","2.63","7.25","22.95","38.92","21.40","13543"
"Zack Wheeler","Mets","MIA @ NYM",".42","6.36","25.53","5.17","3.62",".85",".14",".56","1.81","6.66","23.06","37.89","21.15","10310"
"Anibal Sanchez","Braves","ATL @ SF",".43","6.58","26.67","5.67","3.56","1.22",".25",".63","1.80","6.43","22.07","36.89","20.39","3284"
"Kyle Hendricks","Cubs","MIL @ CHC",".44","6.68","27.05","5.78","3.78","1.21",".12",".67","1.76","6.22","21.97","36.82","20.26","12049"
"Aaron Nola","Phillies","WSH @ PHI",".34","6.25","25.79","5.35","3.55","1.03",".12",".65","2.28","6.79","21.34","36.24","19.81","16149"
"David Price","Red Sox","TOR @ BOS",".48","6.05","24.74","5.40","3.33","1.28",".12",".67","1.65","6.48","21.42","35.59","19.73","3184"
"Ross Stripling","Dodgers","LAD @ CIN",".50","4.50","25.54","6.09","3.95","1.16",".13",".85","1.62","4.72","11.93","34.41","19.20","13273"
"Jameson Taillon","Pirates","PIT @ STL",".37","6.41","26.84","6.22","4.07","1.27",".10",".78","1.97","6.27","19.62","34.32","18.32","11674"
"Trevor Richards","Marlins","",".38","5.93","24.91","5.16","3.26",".93",".17",".79","2.49","6.39","19.50","33.66","18.17","19309"
"Luis Severino","Yankees","NYY @ MIN",".49","6.08","25.77","6.02","3.94","1.32",".18",".57","2.12","6.18","19.12","33.76","17.93","15890"
"Trevor Richards","Marlins","MIA @ NYM",".30","6.03","25.10","5.25","3.28","1.02",".18",".77","2.27","6.10","19.04","32.72","17.61","19309"
"Patrick Corbin","Diamondbacks","ARI @ COL",".37","5.91","25.15","6.34","3.88","1.29",".20",".96","1.60","6.63","18.53","32.57","17.34","9323"
"Jon Gray","Rockies","ARI @ COL",".33","5.84","24.94","6.15","3.79","1.26",".20",".89","1.82","6.61","18.23","32.25","17.10","14916"
"Carlos Rodon","White Sox","CWS @ KC",".43","6.16","25.67","5.69","3.93","1.15",".22",".40","2.20","5.38","18.36","32.23","16.99","16137"
"Wade LeBlanc","Mariners","SD @ SEA",".38","6.22","25.39","6.01","3.66","1.19",".07","1.10","1.19","5.48","18.48","31.28","16.82","5221"
"Daniel Poncedeleon","Cardinals","PIT @ STL",".36","6.02","25.37","5.35","3.64","1.15",".11",".44","2.65","5.43","17.60","31.31","16.36","16110"
"Derek Holland","Giants","ATL @ SF",".31","6.02","25.11","5.62","3.71","1.20",".16",".55","2.05","5.23","17.34","30.43","15.94","4141"
"Felix Pena","Angels","TEX @ LAA",".37","5.61","24.15","5.33","3.21","1.04",".06","1.02","2.50","6.04","16.83","30.08","15.79","13403"
"Chase Anderson","Brewers","MIL @ CHC",".31","6.00","25.43","5.84","3.60","1.32",".16",".76","2.11","5.00","15.81","28.57","14.60","6895"
"Joey Lucchesi","Padres","SD @ SEA",".32","5.45","23.41","5.23","3.34","1.00",".05",".84","2.33","5.03","14.88","26.76","13.84","19320"
"Anthony DeSclafani","Reds","LAD @ CIN",".23","5.55","23.78","5.65","2.99","1.13",".07","1.47","1.88","5.28","14.20","25.69","13.08","13050"
"Jake Odorizzi","Twins","NYY @ MIN",".24","5.61","24.68","5.63","3.19","1.20",".09","1.15","2.76","5.31","13.46","25.83","12.66","6397"
"Daniel Norris","Tigers","HOU @ DET",".20","5.44","24.06","5.80","3.50","1.27",".11",".92","2.56","4.44","11.42","22.83","10.71","13475"
"Eric Skoglund","Royals","CWS @ KC",".22","4.94","20.88","5.45","3.69","1.14",".20",".42","1.14","3.78","12.15","21.34","11.09","16155"
"Aaron Sanchez","Blue Jays","TOR @ BOS",".22","5.43","24.88","5.92","3.65","1.48",".14",".65","3.33","4.32","9.98","22.05","9.66","11490"
"Andrew Cashner","Orioles","OAK @ BAL",".21","5.55","24.79","6.18","3.71","1.37",".08","1.02","2.58","3.95","9.77","20.87","9.16","8782"
"Yovani Gallardo","Rangers","TEX @ LAA",".30","5.31","23.96","6.03","3.96","1.11",".08",".87","2.68","3.60","9.17","20.07","8.70","8173"
