"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Blake Snell","Rays","BAL @ TB",".45","6.62","26.85","5.28","3.56","1.06",".10",".55","2.29","8.12","26.11","43.13","24.38","13543"
"James Paxton","Mariners","NYY @ SEA",".42","6.55","26.84","5.56","3.46","1.07",".07",".97","2.10","7.92","24.45","40.73","22.82","11828"
"Chris Archer","Pirates","MIA @ PIT",".49","6.49","26.07","5.53","3.86","1.04",".13",".49","1.61","7.04","24.24","39.79","22.36","6345"
"Carlos Carrasco","Indians","CLE @ TOR",".49","6.46","26.10","5.65","3.22","1.40",".13",".90","1.50","7.34","23.88","39.20","22.06","6632"
"Patrick Corbin","Diamondbacks","ATL @ ARI",".41","6.52","26.49","5.94","3.84","1.29",".19",".62","1.53","7.26","23.56","39.18","21.83","9323"
"Clayton Kershaw","Dodgers","LAD @ COL",".51","6.63","27.00","6.31","4.01","1.30",".19",".81","1.31","7.20","23.47","39.15","21.81","2036"
"Aaron Nola","Phillies","PHI @ NYM",".45","6.43","26.10","5.06","3.31","1.04",".14",".58","2.27","6.91","23.30","38.68","21.55","16149"
"Felix Pena","Angels","LAA @ CWS",".36","5.79","24.42","5.12","3.11",".96",".19",".86","2.47","6.94","19.95","34.28","18.68","13403"
"Dylan Bundy","Orioles","BAL @ TB",".29","6.21","26.37","6.18","4.10","1.19",".22",".67","2.25","6.51","18.82","33.66","17.71","12917"
"Chase Anderson","Brewers","SF @ MIL",".41","6.17","25.39","5.53","3.29","1.14",".12",".98","1.81","6.00","19.53","33.15","17.97","6895"
"Steven Matz","Mets","PHI @ NYM",".29","5.97","25.14","5.06","3.17","1.01",".07",".81","2.70","6.36","19.01","33.09","17.69","13361"
"Kevin Gausman","Braves","ATL @ ARI",".33","6.06","25.38","5.88","3.63","1.28",".26",".72","1.84","6.30","18.99","32.96","17.64","14107"
"Gerrit Cole","Astros","HOU @ BOS",".38","6.17","26.39","6.11","3.70","1.48",".15",".78","2.32","6.25","18.24","32.75","17.14","13125"
"Anthony DeSclafani","Reds","SD @ CIN",".40","6.03","24.97","5.91","3.63","1.14",".11","1.03","1.45","5.98","18.75","32.00","17.25","13050"
"Carlos Rodon","White Sox","LAA @ CWS",".33","5.80","24.72","4.95","3.14",".96",".10",".74","2.97","5.59","16.86","30.17","15.72","16137"
"Masahiro Tanaka","Yankees","NYY @ SEA",".31","5.77","24.07","5.84","3.60","1.14",".09","1.02","1.39","5.24","16.26","28.27","14.86","15764"
"Chris Bassitt","Athletics","TEX @ OAK",".39","5.76","24.69","5.39","3.43","1.10",".10",".76","2.65","5.14","15.63","28.52","14.57","12304"
"Daniel Norris","Tigers","STL @ DET",".31","5.61","24.33","5.83","3.62","1.21",".13",".87","2.21","5.63","15.47","28.34","14.52","13475"
"David Price","Red Sox","HOU @ BOS",".33","5.67","24.17","5.83","3.70","1.33",".08",".72","1.91","5.04","15.26","27.54","14.14","3184"
"Jon Lester","Cubs","CHC @ WSH",".39","5.54","23.91","5.55","3.63","1.11",".08",".73","2.35","4.95","14.73","27.04","13.77","4930"
"Austin Gomber","Cardinals","STL @ DET",".39","5.84","24.98","6.12","3.90","1.27",".22",".74","1.92","4.69","14.66","27.04","13.57","16561"
"Jon Gray","Rockies","LAD @ COL",".23","5.63","24.56","6.05","3.57","1.31",".16","1.01","2.13","5.42","14.17","26.57","13.28","14916"
"Stephen Gonsalves","Twins","KC @ MIN",".38","5.58","24.40","5.51","3.50","1.23",".11",".67","2.81","4.80","13.87","26.37","13.06","15492"
"Derek Holland","Giants","SF @ MIL",".28","5.49","23.73","5.63","3.40","1.14",".08","1.00","2.14","5.12","14.19","26.08","13.20","4141"
"Dan Straily","Marlins","MIA @ PIT",".24","5.75","24.71","5.82","3.60","1.23",".17",".82","2.22","4.75","13.90","25.94","12.88","9460"
"Joe Ross","Nationals","CHC @ WSH",".27","5.49","23.98","6.02","3.56","1.21",".08","1.17","2.00","5.17","13.59","25.58","12.71","12972"
"Marco Estrada","Blue Jays","CLE @ TOR",".25","5.91","25.12","5.51","2.87","1.42",".10","1.12","2.41","4.49","13.77","25.45","12.58","1118"
"Brett Kennedy","Padres","SD @ CIN",".30","5.51","24.24","6.17","3.95","1.14",".16",".92","2.17","4.43","12.02","23.68","11.26","17877"
"Yovani Gallardo","Rangers","TEX @ OAK",".30","5.54","24.30","5.77","3.44","1.28",".10",".96","2.47","3.89","11.12","22.17","10.32","8173"
"Heath Fillmyer","Royals","KC @ MIN",".28","5.34","24.12","6.31","4.08","1.32",".14",".76","2.45","3.19","8.19","18.65","7.73","17466"
