"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Clayton Kershaw","Dodgers","SF @ LAD",".52","6.98","27.58","5.76","3.77","1.18",".05",".76","1.38","8.09","27.59","44.47","25.59","2036"
"Luis Severino","Yankees","NYM @ NYY",".41","6.24","25.72","5.34","3.43","1.03",".08",".80","2.16","7.55","23.10","38.75","21.51","15890"
"Mike Foltynewicz","Braves","",".50","6.73","27.68","6.26","4.40","1.19",".14",".53","1.88","5.89","20.89","35.97","19.44","10811"
"Touki Toussaint","Braves","MIA @ ATL",".47","6.25","25.77","5.63","3.95","1.11",".13",".45","2.04","5.98","20.44","34.98","18.93","sa828666"
"Jacob deGrom","Mets","NYM @ NYY",".31","6.13","25.74","5.82","3.60","1.10",".08","1.04","2.00","6.82","19.88","34.36","18.53","10954"
"Andrew Heaney","Angels","LAA @ SD",".37","5.88","24.39","5.44","3.22","1.11",".13",".98","1.80","6.69","20.07","33.92","18.62","15423"
"Mike Clevinger","Indians","CLE @ CIN",".48","6.18","26.25","5.68","3.73","1.09",".11",".76","2.63","6.14","19.01","33.79","17.86","12808"
"Zack Greinke","Diamondbacks","ARI @ TEX",".46","5.88","24.52","5.55","3.38","1.08",".14",".96","1.83","6.19","19.10","32.69","17.70","1943"
"Sean Reid-Foley","Blue Jays","TOR @ KC",".38","5.74","24.57","5.71","3.54","1.14",".19",".84","2.24","5.37","15.85","28.71","14.77","sa828690"
"Madison Bumgarner","Giants","SF @ LAD",".24","5.78","24.48","5.54","3.19","1.17",".07","1.11","2.14","5.27","15.40","27.62","14.20","5524"
"Clayton Richard","Padres","LAA @ SD",".34","6.02","25.39","5.88","3.88","1.16",".12",".72","2.08","4.47","15.01","27.31","13.77","3551"
"Sean Manaea","Athletics","SEA @ OAK",".36","6.10","25.71","6.29","4.18","1.25",".10",".76","1.74","4.37","14.83","27.11","13.57","15873"
"Tommy Milone","Nationals","WSH @ STL",".34","5.69","24.44","6.43","3.93","1.27",".09","1.14","1.42","4.86","14.06","25.92","12.99","7608"
"Marco Gonzales","Mariners","SEA @ OAK",".34","5.47","23.27","5.53","3.35","1.32",".10",".76","1.78","4.54","14.24","25.45","13.07","15467"
"Reynaldo Lopez","White Sox","CWS @ DET",".39","5.94","25.60","6.30","3.99","1.31",".25",".75","2.09","4.26","13.45","25.63","12.45","16400"
"Artie Lewicki","Tigers","CWS @ DET",".32","5.80","24.92","6.62","4.23","1.32",".32",".76","1.50","4.41","13.29","25.10","12.26","16731"
"Miles Mikolas","Cardinals","WSH @ STL",".37","6.04","25.84","6.54","4.51","1.18",".13",".73","1.85","3.86","13.08","25.05","12.03","9803"
"Pablo Lopez","Marlins","MIA @ ATL",".24","5.69","24.71","6.62","4.23","1.37",".12",".90","1.63","4.15","11.81","23.16","10.91","17085"
"Brad Keller","Royals","TOR @ KC",".29","5.71","24.96","6.10","4.02","1.32",".11",".66","2.34","3.65","11.30","22.66","10.44","15734"
"Merandy Gonzalez","Marlins","",".24","5.60","24.69","6.42","4.21","1.34",".14",".73","2.16","3.83","10.67","21.96","9.96","17313"
"Homer Bailey","Reds","CLE @ CIN",".25","5.92","25.80","6.76","4.05","1.44",".09","1.18","1.86","3.54","10.38","21.25","9.48","8362"
"Bartolo Colon","Rangers","ARI @ TEX",".24","5.64","24.77","7.02","4.20","1.53",".24","1.06","1.44","3.43","9.26","19.58","8.48","375"
