"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Charlie Morton","Astros","ARI @ HOU",".45","6.27","26.47","4.96","3.04","1.09",".18",".65","3.26","7.73","22.86","39.40","21.59","4676"
"Mike Clevinger","Indians","DET @ CLE",".48","6.55","26.86","5.63","3.49","1.31",".08",".75","2.06","7.11","23.24","39.04","21.63","12808"
"German Marquez","Rockies","COL @ SF",".42","6.34","26.33","5.91","4.00","1.15",".24",".52","1.93","6.92","21.90","37.36","20.45","15038"
"Vince Velasquez","Phillies","MIA @ PHI",".50","6.21","25.60","5.52","3.60","1.06",".18",".68","1.97","6.77","21.92","36.96","20.35","11189"
"Rick Porcello","Red Sox","NYM @ BOS",".47","6.09","25.82","6.32","3.94","1.39",".23",".77","1.75","6.10","18.60","32.85","17.37","2717"
"Jon Lester","Cubs","CIN @ CHC",".43","5.95","24.75","5.30","3.68",".96",".17",".48","2.22","5.68","18.89","32.54","17.48","4930"
"Zach Davies","Brewers","PIT @ MIL",".44","6.51","27.32","6.43","4.41","1.23",".19",".59","2.07","5.32","18.00","32.29","16.79","13183"
"Rich Hill","Dodgers","LAD @ STL",".41","5.76","24.67","5.53","3.50","1.05",".06",".92","2.42","6.23","17.91","31.76","16.81","4806"
"Madison Bumgarner","Giants","COL @ SF",".30","6.06","25.40","5.82","3.82","1.18",".20",".62","1.95","5.61","17.80","31.22","16.44","5524"
"Reynaldo Lopez","White Sox","CWS @ BAL",".37","6.04","25.52","5.69","3.60","1.01",".11",".97","2.29","5.64","17.31","30.79","16.08","16400"
"Andrew Heaney","Angels","SEA @ LAA",".36","5.99","24.86","5.91","3.85","1.01",".07",".98","1.55","5.21","16.92","29.49","15.48","15423"
"CC Sabathia","Yankees","TOR @ NYY",".44","5.76","24.56","5.98","3.97","1.16",".06",".79","1.90","5.14","15.97","28.81","14.84","404"
"Ian Kennedy","Royals","MIN @ KC",".35","6.33","27.26","6.66","4.10","1.53",".17",".85","2.22","4.72","14.50","27.51","13.53","6986"
"Eric Lauer","Padres","TEX @ SD",".33","5.63","24.57","5.46","3.59","1.14",".13",".60","2.88","5.03","14.49","27.32","13.64","19316"
"Erasmo Ramirez","Mariners","SEA @ LAA",".35","5.88","24.83","6.15","3.82","1.11",".09","1.13","1.59","4.48","14.21","25.84","12.99","10314"
"Ivan Nova","Pirates","PIT @ MIL",".30","5.95","25.39","6.35","3.79","1.30",".11","1.15","1.71","4.58","13.79","25.65","12.68","1994"
"Cody Reed","Reds","CIN @ CHC",".26","5.27","23.39","5.56","3.52","1.20",".17",".67","2.55","5.13","13.32","25.36","12.62","15232"
"Julio Teheran","Braves","WSH @ ATL",".34","5.49","24.05","5.31","3.34","1.00",".10",".87","2.88","4.69","13.25","25.30","12.43","6797"
"Zack Godley","Diamondbacks","ARI @ HOU",".27","5.65","25.28","5.84","3.84","1.23",".12",".66","3.13","4.82","12.59","25.38","12.01","14862"
"John Gant","Cardinals","LAD @ STL",".26","5.46","24.09","5.51","3.29","1.16",".07",".98","2.74","4.39","11.88","23.34","11.11","13684"
"Chase De Jong","Twins","MIN @ KC",".35","5.74","24.85","6.48","4.01","1.44",".24",".79","1.78","3.51","11.16","22.14","10.23","15036"
"Sean Reid-Foley","Blue Jays","TOR @ NYY",".22","4.92","22.78","5.42","3.32",".89",".08","1.12","3.16","5.03","10.34","21.84","10.09","17034"
"Michael Fulmer","Tigers","DET @ CLE",".24","5.45","23.95","5.77","3.58","1.35",".07",".77","2.39","3.79","10.81","21.61","10.02","13218"
"Jeremy Hellickson","Nationals","WSH @ ATL",".32","5.67","24.67","6.73","4.07","1.52",".14","1.00","1.57","3.12","9.66","19.99","8.79","4371"
"Jarlin Garcia","Marlins","MIA @ PHI",".21","5.18","23.23","6.04","3.69","1.15",".13","1.06","2.27","3.40","8.22","18.11","7.68","18282"
"Corey Oswalt","Mets","NYM @ BOS",".22","5.18","23.55","6.52","3.87","1.47",".15","1.03","2.10","3.23","7.12","16.93","6.72","13677"
"Yefry Ramirez","Orioles","CWS @ BAL",".00","2.30","9.63","2.04","1.28",".36",".05",".35",".90","2.66","7.23","11.80","6.68","15655"
"Alex Claudio","Rangers","TEX @ SD",".23",".25","9.13","2.34","1.62",".46",".06",".20",".45",".17","-2.60","9.80","6.30","12890"
