"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Carlos Carrasco","Indians","CLE @ CHA",".54","6.36","25.74","5.58","3.76",".95",".15",".73","1.82","7.56","24.46","41.84","22.91","6632"
"Blake Snell","Rays","MIN @ TBA",".50","6.59","26.94","4.82","3.29",".95",".10",".48","3.08","7.04","23.81","41.58","22.51","13543"
"Dinelson Lamet","Padres","SLN @ SDN",".37","6.04","25.31","4.80","3.27",".82",".09",".62","3.04","6.94","21.19","37.60","19.97","17186"
"Jose Quintana","Cubs","CHN @ PIT",".43","6.43","26.82","6.13","4.26","1.17",".13",".58","2.18","6.05","19.92","36.34","18.83","11423"
"Gerrit Cole","Pirates","CHN @ PIT",".34","6.51","27.22","5.88","3.75","1.16",".09",".89","2.47","6.26","19.60","35.69","18.46","13125"
"Luis Castillo","Reds","MIL @ CIN",".43","5.97","25.23","5.53","3.40","1.01",".08","1.04","2.44","6.29","18.74","34.11","17.63","15689"
"Sonny Gray","Yankees","NYA @ BAL",".40","6.22","26.23","6.20","3.90","1.18",".07","1.05","1.99","6.05","18.37","33.68","17.30","12768"
"Julio Teheran","Braves","TEX @ ATL",".32","6.07","25.46","5.54","3.36","1.03",".08","1.07","2.37","6.15","18.44","33.54","17.26","6797"
"Kenta Maeda","Dodgers","ARI @ LAN",".39","5.69","23.39","5.04","3.11","1.00",".08",".85","1.87","5.72","18.65","32.25","17.21","18498"
"Cole Hamels","Rangers","TEX @ ATL",".41","6.22","26.30","5.93","4.12","1.19",".11",".51","2.47","5.23","17.45","32.83","16.47","4972"
"Lance McCullers","Astros","HOU @ SEA",".44","5.88","25.03","5.26","3.56","1.03",".07",".60","2.80","5.56","17.57","32.57","16.56","14120"
"Kevin Gausman","Orioles","NYA @ BAL",".35","6.13","25.99","5.92","3.77","1.09",".07","1.00","2.36","5.51","16.87","31.65","15.85","14107"
"Gio Gonzalez","Nationals","WAS @ MIA",".37","6.24","27.01","6.33","4.28","1.20",".14",".71","2.76","5.40","16.03","31.53","15.39","7448"
"Jason Hammel","Royals","KCA @ DET",".41","6.24","26.06","6.24","4.07","1.15",".22",".81","1.81","4.69","16.32","30.52","15.17","4538"
"Nick Pivetta","Phillies","PHI @ NYN",".37","5.85","24.49","5.28","3.59",".95",".11",".62","2.35","4.67","16.12","29.64","14.91","15454"
"Taijuan Walker","Diamondbacks","ARI @ LAN",".32","6.00","25.77","5.75","3.52","1.12",".06","1.06","2.69","5.20","15.26","29.53","14.44","11836"
"Matt Harvey","Mets","PHI @ NYN",".39","5.67","23.18","5.27","3.55",".96",".11",".66","1.58","4.51","16.49","28.90","15.02","11713"
"Tyler Skaggs","Angels","ANA @ OAK",".38","5.45","23.32","5.10","3.03","1.09",".07",".91","2.43","5.21","15.58","28.69","14.57","10190"
"Dillon Peters","Marlins","WAS @ MIA",".37","5.92","25.01","5.98","4.05","1.22",".20",".51","2.08","4.22","14.60","28.11","13.54","18790"
"Matt Boyd","Tigers","KCA @ DET",".32","5.79","24.18","5.81","3.73","1.03",".14",".91","1.68","4.02","14.02","26.31","12.78","15440"
"Jack Flaherty","Cardinals","SLN @ SDN",".28","4.96","20.70","4.51","2.96",".79",".12",".63","1.89","4.42","14.46","24.99","13.30","17479"
"Sean Manaea","Athletics","ANA @ OAK",".30","5.64","24.55","5.90","3.71","1.13",".07",".99","2.38","4.45","12.79","25.73","12.00","15873"
"Doug Fister","Red Sox","TOR @ BOS",".37","5.73","25.36","6.30","3.99","1.41",".08",".82","2.55","4.08","11.69","24.88","11.12","9425"
"Reynaldo Lopez","White Sox","CLE @ CHA",".20","5.29","23.36","4.95","2.79",".90",".09","1.17","3.18","4.69","11.85","24.08","11.20","16400"
"Andrew Moore","Mariners","HOU @ SEA",".27","5.80","24.55","6.24","3.72","1.12",".07","1.33","1.61","3.37","11.27","22.67","10.19","17553"
"Aaron Slegers","Twins","MIN @ TBA",".22","5.17","22.22","5.20","3.16",".95",".10",".99","2.11","3.63","11.01","21.48","10.09","15231"
"Johnny Cueto","Giants","SFN @ COL",".32","5.42","24.60","7.10","4.48","1.36",".18","1.07","1.98","3.96","9.17","21.39","8.88","6893"
"Kyle Freeland","Rockies","SFN @ COL",".35","5.48","24.96","7.06","4.93","1.33",".14",".66","2.25","3.38","8.64","21.07","8.39","16256"
"Joe Biagini","Blue Jays","TOR @ BOS",".30","5.06","23.10","6.02","3.87","1.45",".10",".61","2.59","3.29","8.19","19.43","7.91","13194"
"Matt Garza","Brewers","MIL @ CIN",".25","4.92","22.19","5.77","3.62","1.02",".13","1.00","2.33","3.14","7.75","17.91","7.34","3340"
