"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Chris Sale","Red Sox","BOS @ TBA",".57","7.34","28.31","5.03","3.23",".92",".10",".78","1.88","9.95","33.43","54.19","31.63","10603"
"Luis Severino","Yankees","BAL @ NYA",".54","6.86","27.46","5.78","3.56","1.02",".07","1.14","1.70","8.22","26.62","44.73","24.97","15890"
"Robbie Ray","Diamondbacks","ARI @ SFN",".47","6.82","28.00","5.34","3.76",".97",".11",".50","2.97","7.72","25.08","43.96","23.95","11486"
"Sean Newcomb","Braves","NYN @ ATL",".48","6.35","26.91","5.19","3.62","1.01",".12",".44","3.37","6.82","21.44","39.02","20.48","16943"
"Trevor Bauer","Indians","KCA @ CLE",".46","6.77","28.13","6.31","4.11","1.29",".07",".85","2.22","6.46","21.10","37.89","19.98","12703"
"Jeff Samardzija","Giants","ARI @ SFN",".32","6.72","27.56","6.13","3.97","1.22",".20",".75","2.00","6.35","20.88","37.24","19.52","3254"
"Charlie Morton","Astros","SEA @ HOU",".37","6.03","25.80","5.70","3.67","1.16",".09",".78","2.69","6.06","17.89","33.46","16.97","4676"
"James Paxton","Mariners","SEA @ HOU",".35","5.96","25.56","6.05","3.78","1.27",".10",".89","2.37","6.04","17.14","32.40","16.26","11828"
"J.A. Happ","Blue Jays","TOR @ MIN",".41","6.27","26.76","6.25","4.14","1.25",".18",".68","2.50","5.37","16.84","32.25","16.02","7410"
"Anibal Sanchez","Tigers","CHA @ DET",".42","6.12","25.34","5.91","3.87",".99",".26",".79","1.83","5.15","17.46","31.88","16.17","3284"
"Carlos Martinez","Cardinals","SLN @ CHN",".33","5.65","24.87","5.39","3.39","1.08",".10",".82","3.18","5.92","15.84","30.76","15.19","11682"
"John Lackey","Cubs","SLN @ CHN",".36","5.66","23.82","5.68","3.50","1.08",".11",".99","1.78","5.26","16.14","29.46","14.97","1507"
"Mark Leiter","Phillies","OAK @ PHI",".32","5.63","23.85","5.43","3.39","1.04",".10",".91","2.17","5.34","16.02","29.49","14.92","15551"
"Daniel Mengden","Athletics","OAK @ PHI",".36","5.50","23.26","5.13","3.24",".92",".14",".83","2.31","5.11","15.83","28.90","14.73","16980"
"Matt Andriese","Rays","BOS @ TBA",".22","6.03","25.12","5.71","3.75","1.04",".09",".84","2.01","4.59","15.41","28.74","14.14","12022"
"Chad Kuhl","Pirates","PIT @ CIN",".36","5.58","24.62","5.69","3.62","1.07",".09",".91","2.84","4.96","13.65","27.43","13.01","14975"
"Rafael Montero","Mets","NYN @ ATL",".26","5.40","24.45","5.70","3.85","1.09",".12",".64","3.21","5.12","12.61","26.53","12.23","12760"
"Bartolo Colon","Twins","TOR @ MIN",".32","5.93","24.80","6.43","4.05","1.27",".09","1.02","1.28","3.46","12.70","24.65","11.48","375"
"Jason Vargas","Royals","KCA @ CLE",".29","5.52","23.91","5.72","3.57","1.21",".07",".87","2.31","3.95","11.99","24.11","11.15","8044"
"Homer Bailey","Reds","PIT @ CIN",".32","5.34","23.32","5.75","3.73","1.06",".11",".85","2.30","3.93","11.45","23.36","10.73","8362"
"Carson Fulmer","White Sox","CHA @ DET",".30","5.51","24.78","5.52","3.71",".97",".18",".66","3.43","3.50","9.80","22.34","9.41","18311"
"Tyler Chatwood","Rockies","SDN @ COL",".33","5.08","23.24","6.01","4.05","1.16",".18",".62","2.75","3.94","9.48","21.59","9.24","4338"
"Clayton Richard","Padres","SDN @ COL",".29","5.16","24.00","7.09","4.79","1.40",".22",".68","2.25","3.47","7.32","19.26","7.29","3551"
"Gabriel Ynoa","Orioles","BAL @ NYA",".11","3.99","17.89","4.72","2.85",".78",".05","1.03","1.71","2.63","6.07","12.97","5.65","12938"
