"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Gerrit Cole","Astros","HOU @ ARI",".57","6.64","27.62","6.13","3.74","1.41",".24",".74","2.16","7.21","22.81","39.07","21.45","13125"
"Jose Berrios","Twins","MIN @ CWS",".50","6.36","26.17","5.30","3.34","1.00",".13",".84","2.33","7.22","22.94","38.63","21.39","14168"
"J.A. Happ","Blue Jays","TOR @ TB",".46","6.64","27.85","6.37","4.22","1.15",".13",".86","2.18","6.74","20.99","36.64","19.78","7410"
"Rick Porcello","Red Sox","BOS @ TEX",".49","6.39","26.53","6.03","3.89","1.09",".16",".89","1.91","6.43","20.61","35.46","19.21","2717"
"Gio Gonzalez","Nationals","PHI @ WSH",".41","6.31","26.89","6.02","3.86","1.21",".10",".86","2.56","6.34","18.88","33.85","17.77","7448"
"Jose Quintana","Cubs","CHC @ STL",".39","6.25","26.71","6.00","3.74","1.28",".11",".87","2.54","6.43","18.80","33.71","17.74","11423"
"Zack Wheeler","Mets","COL @ NYM",".38","6.15","25.62","5.59","3.56","1.06",".09",".89","2.12","5.91","18.90","32.76","17.47","10310"
"Junior Guerra","Brewers","PIT @ MIL",".37","6.20","25.89","5.20","3.22","1.09",".12",".77","2.65","5.77","18.71","32.66","17.32","5702"
"Daniel Mengden","Athletics","BAL @ OAK",".43","6.54","27.17","6.32","4.02","1.30",".08",".91","1.76","5.25","18.13","31.77","16.70","16980"
"German Marquez","Rockies","COL @ NYM",".33","5.68","24.12","5.14","3.04","1.03",".13",".94","2.41","6.20","17.91","31.22","16.71","15038"
"Ian Kennedy","Royals","DET @ KC",".39","6.32","26.31","6.07","3.84","1.33",".13",".77","1.86","5.34","17.87","31.38","16.46","6986"
"Garrett Richards","Angels","LAA @ SEA",".37","5.47","23.15","4.82","3.12",".95",".08",".66","2.41","5.94","17.90","30.75","16.70","9784"
"Nick Kingham","Pirates","PIT @ MIL",".35","6.22","26.22","5.93","3.74","1.30",".11",".78","2.22","5.49","17.42","31.10","16.17","11694"
"Mike Foltynewicz","Braves","SF @ ATL",".35","6.05","26.15","6.06","3.87","1.29",".16",".74","2.56","5.87","16.85","31.04","15.90","10811"
"Nick Pivetta","Phillies","PHI @ WSH",".32","5.86","25.33","6.05","3.74","1.12",".12","1.08","2.30","6.07","16.42","30.11","15.46","15454"
"Walker Buehler","Dodgers","LAD @ SD",".38","5.73","25.24","6.09","4.12","1.10",".18",".68","2.63","5.93","15.89","29.94","15.15","19374"
"Miles Mikolas","Cardinals","CHC @ STL",".35","6.24","25.98","6.28","3.86","1.26",".12","1.04","1.44","4.99","16.61","29.24","15.17","9803"
"Wei-Yin Chen","Marlins","MIA @ CIN",".36","6.07","25.65","6.02","3.60","1.19",".13","1.10","1.96","5.21","16.03","28.83","14.80","13071"
"Chris Stratton","Giants","SF @ ATL",".36","6.05","26.30","6.52","4.33","1.33",".20",".65","2.32","5.02","14.78","28.25","13.90","13761"
"Francisco Liriano","Tigers","DET @ KC",".34","5.99","26.05","5.87","3.92","1.11",".10",".74","2.86","4.93","14.57","27.85","13.69","3201"
"Sal Romano","Reds","MIA @ CIN",".36","6.22","26.56","6.36","4.04","1.33",".10",".88","2.10","4.64","14.89","27.73","13.77","13690"
"Andrew Kittredge","Rays","TOR @ TB",".30","6.16","25.95","6.36","3.79","1.32",".10","1.15","1.64","4.80","15.13","27.40","13.84","12828"
"Mike Leake","Mariners","LAA @ SEA",".34","6.62","27.64","6.66","4.22","1.31",".09","1.04","1.71","4.10","14.89","27.16","13.56","10130"
"CC Sabathia","Yankees","CLE @ NYY",".43","5.39","23.02","5.34","3.22","1.02",".07","1.03","2.03","4.35","13.68","24.72","12.60","404"
"Andrew Cashner","Orioles","BAL @ OAK",".31","5.82","25.57","5.76","3.41","1.37",".10",".88","2.93","4.42","12.64","24.94","11.85","8782"
"Joey Lucchesi","Padres","LAD @ SD",".29","5.23","23.23","5.76","3.79","1.29",".11",".57","2.40","4.40","11.86","23.27","11.21","19320"
"Carson Fulmer","White Sox","MIN @ CWS",".21","5.34","23.96","5.23","3.14","1.07",".09",".92","3.35","4.22","10.52","21.86","9.97","18311"
"Bartolo Colon","Rangers","BOS @ TEX",".24","5.67","24.42","6.86","4.30","1.36",".13","1.08","1.12","3.29","10.11","20.18","9.09","375"
"Kris Medlen","Diamondbacks","HOU @ ARI",".19","5.48","24.60","6.64","3.86","1.52",".10","1.16","2.11","3.81","8.87","19.54","8.32","9417"
"Josh Tomlin","Indians","CLE @ NYY",".21","4.92","21.65","6.17","3.09","1.16",".09","1.83","1.10","3.97","8.99","17.81","8.22","9388"
