"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","NYM @ WSH",".58","7.21","28.59","5.30","3.10","1.17",".11",".92","2.08","9.37","30.57","48.95","28.70","3137"
"Matthew Boyd","Tigers","KC @ DET",".40","6.30","25.95","5.88","3.65","1.21",".22",".80","1.75","6.26","20.16","34.44","18.60","15440"
"Masahiro Tanaka","Yankees","BOS @ NYY",".38","5.92","24.34","5.57","3.42","1.13",".06",".95","1.51","5.71","18.54","31.42","16.97","15764"
"Eduardo Rodriguez","Red Sox","BOS @ NYY",".32","5.85","25.15","5.49","3.41",".98",".05","1.05","2.66","6.37","17.68","31.72","16.62","13164"
"Kevin Gausman","Braves","PHI @ ATL",".38","6.05","25.51","6.06","3.91","1.25",".11",".79","1.90","5.53","17.25","30.70","15.97","14107"
"Matt Shoemaker","Angels","LAA @ OAK",".36","5.90","24.83","5.49","3.23","1.27",".15",".85","2.14","5.52","17.13","30.12","15.83","4776"
"Jeff Brigham","Marlins","CIN @ MIA",".33","5.96","25.28","5.67","3.86","1.04",".17",".60","2.34","4.92","15.90","28.78","14.70","16631"
"Cody Reed","Reds","CIN @ MIA",".36","5.74","24.32","5.58","3.76","1.01",".15",".67","2.08","5.07","16.05","28.58","14.85","15232"
"Yonny Chirinos","Rays","TB @ TOR",".46","5.92","24.68","5.98","3.45","1.51",".12",".90","1.41","4.53","15.75","27.27","14.74","16401"
"Josh Tomlin","Indians","CWS @ CLE",".36","5.66","23.66","6.41","3.78","1.36",".12","1.15",".76","5.01","15.36","26.83","14.01","9388"
"Sam Gaviglio","Blue Jays","TB @ TOR",".29","5.74","24.66","6.15","3.75","1.40",".20",".80","1.92","4.86","14.12","26.34","13.09","12778"
"Edwin Jackson","Athletics","LAA @ OAK",".34","5.87","24.98","5.51","3.41","1.16",".13",".81","2.48","4.35","14.21","26.29","13.06","1841"
"Vince Velasquez","Phillies","PHI @ ATL",".31","5.57","24.50","5.91","3.67","1.32",".13",".79","2.49","4.93","13.40","25.81","12.63","11189"
"Jorge Lopez","Royals","KC @ DET",".32","5.91","25.21","6.36","4.19","1.20",".21",".76","1.74","4.23","13.58","25.46","12.47","14527"
"James Shields","White Sox","CWS @ CLE",".31","5.74","25.38","6.15","3.59","1.35",".08","1.12","2.61","4.01","11.02","22.59","10.32","7059"
"Jason Vargas","Mets","NYM @ WSH",".19","5.43","24.08","6.19","3.93","1.23",".07",".96","2.28","4.00","10.13","21.06","9.49","8044"
