"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","WSH @ MIA",".57","7.35","28.78","5.16","3.21","1.09",".13",".73","1.96","9.95","33.00","52.23","31.07","3137"
"James Paxton","Mariners","MIN @ SEA",".46","6.31","25.18","4.87","3.01","1.05",".08",".73","1.79","8.14","26.26","42.20","24.26","11828"
"Ross Stripling","Dodgers","SD @ LAD",".50","6.75","26.84","5.74","3.60","1.09",".13",".92","1.35","7.55","25.55","41.48","23.57","13273"
"Noah Syndergaard","Mets","NYM @ MIL",".45","6.47","26.26","5.74","3.73","1.14",".09",".77","1.63","7.76","24.64","40.73","22.88","11762"
"Corey Kluber","Indians","HOU @ CLE",".44","6.85","27.89","6.22","3.89","1.39",".06",".89","1.68","7.29","23.70","39.65","22.09","2429"
"Sean Manaea","Athletics","ARI @ OAK",".47","6.96","28.03","5.75","3.88","1.20",".14",".53","2.03","6.11","22.74","38.09","21.04","15873"
"Kyle Hendricks","Cubs","SF @ CHC",".55","6.81","27.95","6.30","3.83","1.32",".08","1.06","1.73","6.29","21.48","36.45","19.96","12049"
"Luis Severino","Yankees","LAA @ NYY",".52","6.21","25.59","5.41","3.41","1.00",".08",".93","2.07","6.52","21.24","35.93","19.69","15890"
"Eduardo Rodriguez","Red Sox","ATL @ BOS",".48","6.57","28.13","6.71","4.36","1.50",".12",".74","2.39","6.28","18.93","34.34","18.00","13164"
"Patrick Corbin","Diamondbacks","ARI @ OAK",".29","6.14","26.04","5.76","3.42","1.37",".12",".84","2.39","6.23","18.31","32.48","17.11","9323"
"Junior Guerra","Brewers","NYM @ MIL",".29","6.01","25.30","5.01","2.90",".98",".09","1.04","2.73","6.03","18.11","31.68","16.78","5702"
"Joe Musgrove","Pirates","STL @ PIT",".39","6.35","26.51","6.20","4.00","1.24",".12",".84","1.81","5.13","17.35","30.74","15.96","12970"
"Sam Gaviglio","Blue Jays","TOR @ PHI",".38","5.64","23.96","5.75","3.34","1.14",".15","1.12","1.75","5.61","16.30","28.78","15.10","12778"
"Jon Gray","Rockies","CIN @ COL",".38","5.79","25.38","6.70","4.49","1.25",".22",".74","1.92","5.71","15.41","29.02","14.59","14916"
"Jose Urena","Marlins","WSH @ MIA",".23","6.59","27.94","6.21","4.04","1.18",".13",".86","2.66","4.81","15.58","29.04","14.45","11589"
"Fernando Romero","Twins","MIN @ SEA",".26","5.84","25.44","5.44","3.40","1.15",".10",".79","3.06","5.48","15.27","28.62","14.39","15885"
"Mike Minor","Rangers","KC @ TEX",".36","5.92","25.25","6.27","3.77","1.33",".12","1.05","1.79","4.87","14.67","26.97","13.55","10021"
"Dallas Keuchel","Astros","HOU @ CLE",".33","6.40","27.27","6.69","4.14","1.56",".08",".90","2.05","4.46","14.34","27.02","13.32","9434"
"Mike Fiers","Tigers","CWS @ DET",".33","5.65","24.21","6.16","3.84","1.14",".24",".93","1.68","5.00","14.51","26.60","13.44","7754"
"Reynaldo Lopez","White Sox","CWS @ DET",".37","6.00","26.07","6.52","4.09","1.42",".21",".81","2.18","4.72","13.88","26.68","13.00","16400"
"John Gant","Cardinals","STL @ PIT",".34","5.99","25.72","6.37","4.07","1.35",".16",".79","1.97","4.42","13.90","26.26","12.87","13684"
"Clayton Richard","Padres","SD @ LAD",".26","5.90","25.58","6.05","3.63","1.38",".14",".90","2.42","4.65","13.37","25.65","12.48","3551"
"Andrew Heaney","Angels","LAA @ NYY",".19","5.15","23.07","5.55","2.94",".94",".08","1.58","2.56","5.94","12.93","24.89","12.33","15423"
"Zach Eflin","Phillies","TOR @ PHI",".30","5.79","25.00","5.99","3.33","1.21",".08","1.38","2.14","4.56","12.92","24.50","11.88","13774"
"David Hess","Orioles","BAL @ TB",".28","5.75","25.25","6.17","3.90","1.17",".19",".91","2.46","4.46","12.32","24.41","11.57","16130"
"Eric Skoglund","Royals","KC @ TEX",".31","5.28","23.30","5.48","3.48","1.00",".13",".88","2.58","4.50","12.07","23.41","11.34","16155"
"Sal Romano","Reds","CIN @ COL",".29","5.45","24.77","6.83","4.12","1.50",".26",".96","2.23","4.64","10.48","22.43","10.08","13690"
"Julio Teheran","Braves","ATL @ BOS",".26","5.65","25.35","6.58","3.75","1.55",".13","1.15","2.41","4.08","9.82","21.16","9.30","6797"
"Derek Holland","Giants","SF @ CHC",".18","4.99","22.66","5.64","2.87","1.23",".12","1.43","2.52","4.32","9.03","19.19","8.57","4141"
"Sergio Romo","Rays","BAL @ TB",".00","2.03","8.34","1.73","1.06",".29",".02",".37",".56","2.51","7.11","11.05","6.66","9817"
