"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Robbie Ray","Diamondbacks","ARI @ SDN",".52","6.92","27.89","5.09","3.35",".92",".10",".73","2.79","8.31","27.13","46.33","25.77","11486"
"Chris Sale","Red Sox","BOS @ BAL",".51","6.91","27.51","5.94","3.63","1.02",".08","1.21","1.42","8.43","27.19","45.39","25.51","10603"
"Blake Snell","Rays","CHN @ TBA",".38","6.39","26.17","4.86","3.32",".90",".09",".55","2.79","7.01","22.90","39.88","21.48","13543"
"Luis Severino","Yankees","MIN @ NYA",".49","6.47","26.74","5.56","3.49","1.07",".09",".90","2.44","7.23","22.67","39.89","21.41","15890"
"Luke Sims","Braves","WAS @ ATL",".42","6.31","26.09","4.86","3.29",".86",".12",".59","3.04","7.15","22.59","39.77","21.33","13470"
"Alex Wood","Dodgers","LAN @ PHI",".53","6.00","24.75","5.33","3.52","1.05",".13",".63","2.07","6.72","21.73","37.74","20.34","13781"
"Jon Lester","Cubs","CHN @ TBA",".38","6.61","27.37","6.00","4.00","1.14",".15",".72","2.26","6.59","21.13","37.92","20.01","4930"
"Brad Peacock","Astros","CHA @ HOU",".49","5.93","24.61","5.03","3.21",".91",".16",".75","2.46","6.85","21.32","37.29","20.01","5401"
"Matt Moore","Giants","COL @ SFN",".36","6.26","25.79","5.37","3.48","1.09",".11",".70","2.32","5.84","19.57","34.92","18.20","1890"
"Dinelson Lamet","Padres","ARI @ SDN",".25","5.77","24.86","4.80","2.97",".89",".12",".81","3.34","6.96","18.92","34.67","17.99","17186"
"Luke Weaver","Cardinals","SLN @ CIN",".42","5.84","24.80","5.50","3.45","1.00",".08",".97","2.40","5.85","17.65","32.41","16.59","16918"
"Gio Gonzalez","Nationals","WAS @ ATL",".33","6.17","26.75","6.27","4.36","1.26",".13",".52","2.76","5.41","16.07","31.64","15.43","7448"
"Steven Brault","Pirates","MIL @ PIT",".34","5.55","23.58","5.17","3.54",".99",".08",".57","2.48","5.07","15.92","29.36","14.88","15291"
"Ricky Nolasco","Angels","CLE @ ANA",".40","6.13","25.82","6.07","3.92","1.11",".11",".94","2.08","4.62","15.53","29.53","14.44","3830"
"Jakob Junis","Royals","KCA @ TOR",".37","5.57","23.55","5.25","3.03","1.12",".09","1.01","2.17","5.13","15.75","28.79","14.62","13619"
"Aaron Wilkerson","Brewers","MIL @ PIT",".36","5.78","24.44","5.49","3.60","1.01",".09",".78","2.25","4.76","15.50","28.95","14.38","16904"
"Tyler Chatwood","Rockies","COL @ SFN",".36","5.74","24.48","5.13","3.62","1.03",".13",".34","2.81","4.51","15.33","28.93","14.31","4338"
"Anibal Sanchez","Tigers","OAK @ DET",".32","5.76","24.32","5.59","3.30","1.05",".10","1.13","2.03","5.08","15.51","28.76","14.37","3284"
"Rafael Montero","Mets","NYN @ MIA",".32","5.76","25.29","5.78","4.00",".98",".15",".65","2.93","4.63","13.46","27.39","12.83","12760"
"Jose Urena","Marlins","NYN @ MIA",".40","6.17","26.21","6.12","4.29","1.21",".17",".45","2.39","3.36","13.22","26.62","12.29","11589"
"Wade Miley","Orioles","BOS @ BAL",".26","5.96","25.95","6.17","4.11","1.19",".08",".80","2.67","4.39","12.94","26.62","12.24","8779"
"Daniel Mengden","Athletics","OAK @ DET",".35","5.34","23.08","5.45","3.54","1.03",".16",".72","2.20","4.13","12.89","24.85","11.99","16980"
"Josh Tomlin","Indians","CLE @ ANA",".29","5.22","22.14","5.92","3.53","1.07",".07","1.25","1.16","3.82","11.74","22.23","10.68","9388"
"Rookie Davis","Reds","SLN @ CIN",".24","4.92","21.64","5.18","3.21",".93",".08",".95","2.30","4.10","11.01","21.70","10.33","14962"
"Andrew Cashner","Rangers","TEX @ SEA",".28","5.66","24.80","6.21","4.02","1.19",".06",".95","2.34","3.11","9.62","21.33","8.96","8782"
"James Shields","White Sox","CHA @ HOU",".22","5.32","23.94","6.01","3.51","1.16",".09","1.25","2.66","3.80","8.96","20.54","8.55","7059"
"Bartolo Colon","Twins","MIN @ NYA",".24","5.41","23.58","6.44","3.92","1.11",".07","1.34","1.59","3.30","9.29","20.08","8.52","375"
"Brett Anderson","Blue Jays","KCA @ TOR",".29","5.06","21.82","5.75","3.74","1.32",".12",".57","1.55","2.81","9.75","19.47","8.88","8223"
"Felix Hernandez","Mariners","TEX @ SEA",".08","3.68","15.31","3.30","2.14",".62",".05",".48","1.41","3.47","10.68","17.58","9.81","4772"
"Jake Thompson","Phillies","LAN @ PHI",".17","4.83","22.01","5.28","3.16","1.03",".12",".98","2.85","3.45","7.77","18.03","7.42","14371"
