"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Chris Sale","Red Sox","BOS @ TB",".56","6.74","26.99","5.38","3.54",".99",".12",".73","1.90","9.29","29.36","47.50","27.46","10603"
"Gerrit Cole","Astros","SF @ HOU",".56","6.85","27.93","6.08","3.80","1.38",".10",".80","1.86","8.13","25.96","43.11","24.36","13125"
"Kevin Gausman","Orioles","BAL @ CWS",".48","6.51","26.52","5.79","3.76","1.03",".15",".84","1.77","7.52","23.97","39.92","22.34","14107"
"Caleb Smith","Marlins","MIA @ NYM",".42","6.35","26.00","4.92","3.14","1.02",".10",".66","2.55","7.04","22.95","38.40","21.33","14875"
"Luke Weaver","Cardinals","KC @ STL",".49","6.86","27.91","6.17","4.32","1.11",".12",".62","1.78","5.58","20.99","35.77","19.41","16918"
"Vince Velasquez","Phillies","ATL @ PHI",".40","6.00","25.28","5.48","3.49","1.03",".13",".83","2.37","6.98","20.57","35.53","19.28","11189"
"Trevor Bauer","Indians","CLE @ CHC",".37","6.39","27.11","5.72","3.44","1.31",".15",".82","2.75","6.35","19.13","34.01","17.97","12703"
"Zack Wheeler","Mets","MIA @ NYM",".32","6.19","25.82","5.60","3.75","1.03",".07",".76","2.16","5.80","18.71","32.56","17.27","10310"
"James Shields","White Sox","BAL @ CWS",".28","6.31","26.82","5.85","3.50","1.03",".06","1.26","2.56","6.01","17.44","31.31","16.27","7059"
"Garrett Richards","Angels","LAA @ TOR",".38","5.45","23.02","4.36","2.56","1.07",".06",".66","2.76","5.89","17.98","30.72","16.75","9784"
"Jhoulys Chacin","Brewers","ARI @ MIL",".43","5.81","24.61","4.89","3.16","1.02",".12",".60","2.87","5.40","17.46","30.82","16.24","2608"
"Trevor Cahill","Athletics","SEA @ OAK",".37","6.01","25.75","5.68","3.58","1.18",".09",".83","2.58","5.66","16.93","30.68","15.83","6249"
"Matt Boyd","Tigers","DET @ MIN",".35","6.29","27.28","6.62","4.05","1.44",".16",".96","2.45","5.90","16.42","30.73","15.59","15440"
"J.A. Happ","Blue Jays","LAA @ TOR",".31","6.40","27.28","6.05","3.53","1.36",".10","1.06","2.62","5.58","16.71","30.48","15.60","7410"
"Lance Lynn","Twins","DET @ MIN",".37","6.05","26.01","6.07","3.89","1.28",".11",".78","2.42","5.57","16.53","30.35","15.49","2520"
"Jameson Taillon","Pirates","PIT @ CIN",".44","6.15","26.19","6.04","3.76","1.25",".13",".90","2.25","5.29","16.61","30.12","15.47","11674"
"Tyler Chatwood","Cubs","CLE @ CHC",".36","5.80","24.87","4.84","3.05","1.19",".09",".50","3.25","4.64","15.25","27.98","14.17","4338"
"Jeremy Hellickson","Nationals","SD @ WSH",".37","5.45","22.63","5.44","3.29","1.05",".14",".97","1.33","5.09","16.03","27.29","14.66","4371"
"Domingo German","Yankees","NYY @ TEX",".40","5.49","24.63","5.52","3.39","1.12",".11",".90","3.25","5.63","14.37","27.84","13.81","17149"
"Brock Stewart","Dodgers","COL @ LAD",".35","5.26","21.82","4.63","2.87",".96",".06",".74","1.87","4.79","15.94","26.77","14.60","16727"
"Eric Lauer","Padres","SD @ WSH",".32","5.70","25.03","5.91","3.68","1.15",".11",".97","2.65","5.32","14.23","27.20","13.45","19316"
"Jason Hammel","Royals","KC @ STL",".26","6.13","26.00","6.23","3.77","1.18",".14","1.14","1.95","4.84","14.63","26.92","13.49","4538"
"Chad Bettis","Rockies","COL @ LAD",".30","5.81","24.75","5.52","3.15","1.32",".08",".97","2.30","4.71","14.54","26.52","13.37","10587"
"Mike Leake","Mariners","SEA @ OAK",".37","6.41","27.25","6.84","4.11","1.69",".15",".88","1.77","4.08","13.88","26.17","12.80","10130"
"Cole Hamels","Rangers","NYY @ TEX",".26","5.56","25.08","5.78","3.24","1.25",".08","1.21","3.16","5.66","13.05","25.99","12.51","4972"
"Brandon McCarthy","Braves","ATL @ PHI",".29","5.41","23.49","5.70","3.57","1.10",".15",".88","2.08","5.00","13.80","25.55","12.87","4662"
"Jake Faria","Rays","BOS @ TB",".19","5.36","23.13","5.28","3.21","1.05",".08",".95","2.35","4.61","12.75","23.76","11.79","13699"
"Matt Harvey","Reds","PIT @ CIN",".27","5.47","23.60","5.84","3.39","1.26",".12","1.07","1.86","4.32","12.34","23.16","11.34","11713"
"Matt Koch","Diamondbacks","ARI @ MIL",".27","5.88","25.48","6.78","4.21","1.34",".10","1.13","1.65","3.58","10.74","21.57","9.84","13420"
"Andrew Suarez","Giants","SF @ HOU",".20","5.33","24.01","6.49","3.85","1.40",".12","1.13","2.08","4.14","9.46","20.29","8.92","18300"
