"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Carlos Carrasco","Indians","CLE @ MIL",".44","6.66","27.25","5.92","3.76","1.23",".08",".84","1.91","7.67","24.10","40.38","22.56","6632"
"Gerrit Cole","Astros","HOU @ OAK",".44","6.64","27.41","5.64","3.20","1.33",".11",".99","2.28","7.68","23.70","39.84","22.22","13125"
"Alex Wood","Dodgers","ARI @ LAD",".42","6.50","26.10","5.31","3.49","1.11",".09",".62","1.82","7.12","24.07","39.52","22.20","13781"
"Gio Gonzalez","Nationals","WSH @ SD",".43","6.46","27.22","5.41","3.57","1.05",".17",".62","3.07","7.00","21.52","37.64","20.32","7448"
"Patrick Corbin","Diamondbacks","ARI @ LAD",".31","6.28","26.21","5.52","3.35","1.21",".13",".83","2.43","7.01","20.94","36.10","19.56","9323"
"Jose Quintana","Cubs","MIA @ CHC",".56","6.65","27.52","6.30","3.86","1.33",".10","1.01","1.77","5.78","19.95","34.37","18.50","11423"
"Masahiro Tanaka","Yankees","BOS @ NYY",".38","6.24","25.68","6.04","3.43","1.24",".06","1.31","1.39","6.05","19.02","32.35","17.44","15764"
"Ryan Yarbrough","Rays","ATL @ TB",".37","6.24","26.02","5.93","3.80","1.15",".14",".83","1.96","5.78","18.51","32.36","17.13","16502"
"Nick Pivetta","Phillies","SF @ PHI",".32","5.92","25.51","5.73","3.50","1.13",".13",".97","2.60","6.36","17.53","31.73","16.50","15454"
"Julio Teheran","Braves","ATL @ TB",".36","6.28","26.67","6.01","3.84","1.05",".20",".92","2.46","5.85","17.60","31.73","16.49","6797"
"Chris Stratton","Giants","SF @ PHI",".39","6.04","26.01","5.82","3.72","1.13",".22",".76","2.70","5.96","17.33","31.63","16.33","13761"
"Rick Porcello","Red Sox","BOS @ NYY",".35","6.08","25.66","6.20","3.63","1.17",".09","1.31","1.71","5.95","17.32","30.61","16.08","2717"
"Junior Guerra","Brewers","CLE @ MIL",".31","5.99","25.47","5.07","3.02","1.14",".09",".82","3.02","5.36","16.51","29.81","15.34","5702"
"Joey Lucchesi","Padres","WSH @ SD",".28","5.46","23.38","4.98","3.12","1.08",".11",".67","2.59","5.72","16.45","29.12","15.39","19320"
"Daniel Mengden","Athletics","HOU @ OAK",".32","6.43","26.99","6.53","4.11","1.46",".11",".85","1.82","4.83","15.97","28.98","14.70","16980"
"Trevor Williams","Pirates","PIT @ CWS",".38","5.76","24.76","5.87","3.69","1.09",".17",".91","2.20","5.31","15.51","28.35","14.48","16977"
"Bartolo Colon","Rangers","DET @ TEX",".41","6.11","25.33","6.59","4.24","1.44",".15",".77",".96","4.42","15.77","27.84","14.31","375"
"Francisco Liriano","Tigers","DET @ TEX",".30","5.70","25.31","5.65","3.67","1.08",".12",".78","3.24","5.57","14.45","28.01","13.81","3201"
"Sal Romano","Reds","NYM @ CIN",".34","5.87","25.60","6.04","3.62","1.27",".10","1.05","2.50","5.07","14.15","26.94","13.25","13690"
"Reynaldo Lopez","White Sox","PIT @ CWS",".32","5.98","25.94","6.05","3.78","1.19",".14",".94","2.59","4.86","14.12","26.95","13.20","16400"
"Zack Wheeler","Mets","NYM @ CIN",".34","5.48","24.25","5.63","3.54","1.00",".10",".99","2.81","5.10","13.37","25.86","12.66","10310"
"Andrew Cashner","Orioles","KC @ BAL",".38","6.01","25.91","6.14","3.87","1.16",".09","1.02","2.37","4.13","13.03","25.12","12.05","8782"
"Eric Skoglund","Royals","KC @ BAL",".30","5.28","23.21","5.87","3.58","1.08",".06","1.15","2.00","4.66","12.27","23.45","11.47","16155"
"Wade LeBlanc","Mariners","SEA @ TOR",".37","5.77","25.12","6.51","3.50","1.67",".11","1.23","1.80","4.15","11.88","23.17","10.95","5221"
"Jaime Garcia","Blue Jays","SEA @ TOR",".29","5.13","22.66","5.70","3.36","1.31",".09",".94","2.07","4.33","11.34","21.94","10.61","8137"
"Jaime Barria","Angels","LAA @ COL",".36","5.15","23.12","6.15","3.49","1.19",".17","1.30","2.03","4.24","10.17","20.84","9.59","18356"
"Wei-Yin Chen","Marlins","MIA @ CHC",".18","5.24","23.34","6.44","3.02","1.31",".14","1.98","1.60","4.70","9.83","20.01","9.17","13071"
"Tyler Anderson","Rockies","LAA @ COL",".21","4.64","21.94","6.16","3.43","1.32",".12","1.28","2.41","3.73","6.08","15.65","6.03","12880"
