"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Justin Verlander","Astros","HOU @ DET",".65","7.34","28.94","5.84","3.71","1.14",".20",".79","1.57","8.11","28.80","46.20","27.01","8700"
"Jacob deGrom","Mets","MIA @ NYM",".54","7.10","27.71","5.50","3.90",".98",".11",".52","1.41","8.06","28.83","45.99","26.71","10954"
"Corey Kluber","Indians","CLE @ TB",".52","6.79","27.00","5.54","3.61","1.07",".16",".70","1.67","8.45","27.74","44.95","25.82","2429"
"Sean Newcomb","Braves","ATL @ SF",".41","6.29","26.83","5.52","3.79","1.13",".19",".41","3.11","6.35","19.64","35.18","18.55","16943"
"Alex Wood","Dodgers","LAD @ CIN",".50","6.06","24.95","5.45","3.84","1.00",".09",".53","1.92","5.93","20.18","34.22","18.64","13781"
"Jakob Junis","Royals","CWS @ KC",".37","6.19","25.78","5.99","3.93","1.10",".23",".73","1.78","6.12","19.32","33.47","17.90","13619"
"German Marquez","Rockies","ARI @ COL",".37","5.78","24.88","5.90","3.49","1.23",".21",".97","2.14","6.67","18.18","32.30","17.11","15038"
"Mike Minor","Rangers","TEX @ LAA",".39","6.07","25.41","5.81","3.50","1.23",".07","1.01","1.92","5.61","17.62","30.85","16.26","10021"
"J.A. Happ","Yankees","NYY @ MIN",".44","6.10","26.10","6.29","4.04","1.32",".10",".84","2.10","5.29","16.28","29.78","15.20","7410"
"Adam Wainwright","Cardinals","PIT @ STL",".37","6.20","26.13","6.13","4.24","1.34",".12",".42","2.07","4.73","16.34","29.62","15.10","2233"
"Jake Arrieta","Phillies","WSH @ PHI",".37","5.64","23.89","5.14","3.22","1.08",".12",".72","2.38","5.32","16.53","29.11","15.32","4153"
"Dereck Rodriguez","Giants","ATL @ SF",".33","6.15","25.67","6.09","3.98","1.39",".19",".54","1.73","4.73","16.26","29.02","14.90","14509"
"Jon Lester","Cubs","MIL @ CHC",".38","5.90","24.63","5.73","3.83","1.12",".10",".68","1.77","4.84","16.33","28.70","14.95","4930"
"Lucas Giolito","White Sox","CWS @ KC",".36","6.04","25.97","5.89","3.76","1.26",".21",".65","2.65","5.03","15.44","28.79","14.46","15474"
"Trevor Williams","Pirates","PIT @ STL",".36","5.98","25.38","5.92","3.92","1.22",".07",".71","2.07","4.86","15.78","28.60","14.61","16977"
"Jeff Brigham","Marlins","MIA @ NYM",".22","5.75","24.65","5.33","3.30","1.08",".13",".82","2.63","5.33","15.44","28.08","14.37","16631"
"Jaime Barria","Angels","TEX @ LAA",".31","5.58","23.65","5.38","3.28","1.06",".06",".97","2.04","5.05","15.27","27.12","14.06","18356"
"Diego Castillo","Rays","CLE @ TB",".23","5.84","24.89","5.58","3.52","1.12",".08",".86","2.35","4.72","14.45","26.56","13.30","17496"
"Erick Fedde","Nationals","WSH @ PHI",".29","5.58","24.26","5.94","3.72","1.07",".14","1.00","2.11","4.93","13.63","25.60","12.72","17425"
"Zack Godley","Diamondbacks","ARI @ COL",".32","5.60","24.89","6.39","4.04","1.30",".24",".81","2.30","5.08","12.96","25.56","12.30","14862"
"Wade Miley","Brewers","MIL @ CHC",".32","5.69","24.89","6.07","4.01","1.34",".16",".56","2.37","4.31","12.85","25.03","12.01","8779"
"Kyle Gibson","Twins","NYY @ MIN",".27","5.60","24.60","5.92","3.67","1.14",".09","1.02","2.45","4.83","12.85","24.91","12.04","10123"
"Cody Reed","Reds","LAD @ CIN",".20","5.26","23.15","5.23","3.02","1.13",".05","1.02","2.64","4.92","12.67","24.02","11.89","15232"
"Francisco Liriano","Tigers","HOU @ DET",".15","5.21","24.06","5.66","3.54","1.14",".11",".88","3.43","3.99","8.33","19.47","8.09","3201"
