"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Carlos Carrasco","Indians","DET @ CLE",".60","6.79","26.90","5.61","3.82","1.17",".08",".53","1.57","7.48","26.65","44.74","24.91","6632"
"Zack Greinke","Diamondbacks","COL @ ARI",".43","6.64","27.02","6.24","3.95","1.34",".17",".78","1.60","5.96","20.72","36.68","19.27","1943"
"Marco Estrada","Blue Jays","BAL @ TOR",".34","6.04","25.15","5.84","3.05","1.11",".10","1.58","1.71","6.41","18.57","32.97","17.24","1118"
"CC Sabathia","Yankees","NYA @ TBA",".43","5.81","24.14","5.20","3.44",".98",".11",".67","2.16","5.04","17.37","31.13","16.07","404"
"Jason Hammel","Royals","CHA @ KCA",".40","6.25","26.02","6.20","4.10","1.16",".23",".71","1.86","4.90","16.81","31.29","15.62","4538"
"Ariel Miranda","Mariners","SEA @ TEX",".40","5.67","24.18","5.29","3.17",".93",".11","1.07","2.57","5.71","16.61","30.75","15.62","17526"
"Jake Odorizzi","Rays","NYA @ TBA",".29","6.00","25.18","5.56","3.46",".94",".08","1.08","2.28","5.31","16.45","30.43","15.26","6397"
"Brandon Woodruff","Brewers","PIT @ MIL",".34","5.71","24.62","5.69","3.67","1.08",".13",".80","2.57","4.70","14.09","27.65","13.25","16162"
"Kyle Freeland","Rockies","COL @ ARI",".31","5.85","25.22","5.89","3.71","1.28",".18",".72","2.48","4.60","14.00","27.67","13.14","16256"
"Kenta Maeda","Dodgers","LAN @ SFN",".41","5.56","23.55","5.62","3.79","1.11",".13",".59","1.89","4.25","14.56","27.11","13.45","18498"
"Chris Stratton","Giants","LAN @ SFN",".30","5.83","25.80","5.74","3.78","1.16",".14",".66","3.28","4.78","13.35","27.67","12.79","13761"
"Steven Brault","Pirates","PIT @ MIL",".33","5.14","22.41","4.87","3.02",".93",".09",".83","2.77","5.11","14.16","26.68","13.39","15291"
"Ubaldo Jimenez","Orioles","BAL @ TOR",".36","5.51","23.94","5.33","3.14","1.24",".07",".88","2.68","4.68","13.73","26.74","12.89","3374"
"Reynaldo Lopez","White Sox","CHA @ KCA",".33","5.71","24.56","5.59","3.55","1.09",".11",".84","2.51","4.12","13.07","25.87","12.17","16400"
"Cole Hamels","Rangers","SEA @ TEX",".30","5.65","24.90","6.30","4.11","1.18",".08",".92","2.39","4.14","11.52","24.40","10.91","4972"
"Myles Jaye","Tigers","DET @ CLE",".16","5.02","22.78","5.55","3.47","1.14",".07",".88","2.83","3.25","7.57","18.15","7.21","11769"
