"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Robbie Ray","Diamondbacks","ARI @ MIA",".46","6.58","27.35","4.98","3.34",".95",".14",".56","3.17","8.51","26.07","44.03","24.65","11486"
"Madison Bumgarner","Giants","COL @ SF",".47","6.78","27.05","5.69","3.69","1.14",".20",".65","1.54","7.24","25.06","40.93","23.14","5524"
"Alex Wood","Dodgers","CHC @ LAD",".41","6.59","26.26","5.48","3.56","1.11",".05",".76","1.47","7.03","24.15","39.35","22.16","13781"
"Kyle Hendricks","Cubs","CHC @ LAD",".35","6.84","27.87","5.70","3.35","1.20",".05","1.09","2.15","6.69","22.12","37.19","20.60","12049"
"Zack Wheeler","Mets","PIT @ NYM",".39","6.39","26.21","5.53","3.60","1.11",".11",".71","2.02","5.86","20.19","34.35","18.56","10310"
"Dallas Keuchel","Astros","TOR @ HOU",".44","6.82","28.01","6.53","3.96","1.52",".13",".93","1.54","5.59","19.62","33.70","18.11","9434"
"Luis Cessa","Yankees","NYY @ PHI",".39","5.97","25.40","5.68","3.39","1.11",".15","1.03","2.32","6.22","18.11","32.09","16.93","13345"
"Kyle Gibson","Twins","MIN @ CWS",".44","5.92","25.10","5.55","3.74",".97",".22",".62","2.43","5.78","18.00","31.92","16.82","10123"
"Shane Bieber","Indians","CLE @ STL",".42","6.39","26.65","6.55","4.44","1.19",".14",".79","1.51","5.35","17.97","31.71","16.63","19427"
"Brent Suter","Brewers","KC @ MIL",".42","6.05","24.41","5.57","3.67","1.05",".12",".74","1.22","5.01","18.47","30.79","16.70","13942"
"Sean Newcomb","Braves","CIN @ ATL",".37","5.93","25.75","5.40","3.77","1.00",".11",".52","3.20","5.69","16.78","31.01","15.85","16943"
"Wei-Yin Chen","Marlins","ARI @ MIA",".31","6.42","26.73","6.00","3.99","1.17",".15",".69","2.10","4.94","17.01","30.34","15.64","13071"
"Rick Porcello","Red Sox","LAA @ BOS",".40","6.17","26.25","6.39","3.97","1.36",".11",".95","1.92","5.42","16.60","30.11","15.44","2717"
"Zach Eflin","Phillies","NYY @ PHI",".35","6.27","25.99","6.00","3.52","1.19",".13","1.16","1.64","5.26","17.16","29.86","15.66","13774"
"Mike Minor","Rangers","SD @ TEX",".38","5.97","25.34","6.19","3.66","1.36",".17",".99","1.80","5.51","16.47","29.54","15.27","10021"
"Ivan Nova","Pirates","PIT @ NYM",".34","6.19","25.49","5.57","3.41","1.18",".10",".89","1.85","4.74","16.81","29.16","15.25","1994"
"Danny Duffy","Royals","KC @ MIL",".28","5.66","24.11","5.45","3.37","1.03",".11",".94","2.28","5.72","16.27","29.00","15.14","3542"
"Luis Castillo","Reds","CIN @ ATL",".35","6.29","27.06","6.62","4.27","1.40",".19",".75","2.22","5.09","15.42","28.96","14.47","15689"
"James Shields","White Sox","MIN @ CWS",".30","6.21","26.85","5.78","3.36","1.20",".17","1.04","3.06","4.90","14.46","27.57","13.51","7059"
"Jack Flaherty","Cardinals","CLE @ STL",".26","5.38","22.90","5.24","3.26",".96",".08",".93","2.03","4.98","14.66","26.02","13.54","17479"
"Andrew Heaney","Angels","LAA @ BOS",".31","5.60","24.58","6.20","3.73","1.37",".12",".98","2.12","5.22","13.75","26.19","12.92","15423"
"Chris Bassitt","Athletics","OAK @ DET",".41","5.73","25.35","6.22","4.02","1.22",".23",".75","2.59","4.81","13.36","26.27","12.66","12304"
"Marco Estrada","Blue Jays","TOR @ HOU",".31","5.99","25.75","6.18","3.68","1.41",".15",".94","2.17","4.47","13.59","25.73","12.58","1118"
"Wade LeBlanc","Mariners","SEA @ BAL",".36","5.83","25.19","6.85","4.05","1.37",".06","1.37","1.32","4.47","12.79","24.31","11.78","5221"
"Mike Fiers","Tigers","OAK @ DET",".27","5.34","23.25","5.65","3.07","1.07",".18","1.33","2.05","4.96","12.87","24.10","11.96","7754"
"Kyle Freeland","Rockies","COL @ SF",".26","5.53","23.92","5.71","3.88","1.19",".18",".46","2.24","4.03","12.56","23.89","11.62","16256"
"Alex Cobb","Orioles","SEA @ BAL",".36","6.11","26.44","7.31","4.77","1.43",".13",".98","1.45","3.73","11.65","23.20","10.74","6562"
"Clayton Richard","Padres","SD @ TEX",".31","5.62","25.21","6.37","4.15","1.28",".19",".74","2.76","3.77","9.89","21.57","9.41","3551"
