"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jacob deGrom","Mets","CIN @ NYM",".55","6.93","27.26","5.65","3.99",".94",".09",".63","1.41","8.35","28.54","45.84","26.49","10954"
"Luis Severino","Yankees","NYY @ CWS",".57","6.50","26.29","5.71","3.74","1.04",".17",".76","1.61","7.75","25.33","41.65","23.55","15890"
"Clayton Kershaw","Dodgers","LAD @ OAK",".51","6.61","26.76","5.68","3.31","1.28",".10",".99","1.65","7.19","23.68","39.01","21.92","2036"
"Patrick Corbin","Diamondbacks","PHI @ ARI",".41","6.37","26.16","5.57","3.52","1.18",".22",".65","2.00","7.07","22.47","37.81","20.86","9323"
"Mike Clevinger","Indians","MIN @ CLE",".47","6.34","26.57","5.45","3.42","1.25",".13",".64","2.63","6.98","21.86","37.64","20.50","12808"
"Vince Velasquez","Phillies","PHI @ ARI",".31","5.73","24.67","5.23","3.15","1.15",".27",".66","2.79","6.20","17.45","31.24","16.41","11189"
"Jhoulys Chacin","Brewers","SD @ MIL",".45","5.78","24.07","5.02","3.27",".99",".13",".62","2.28","5.27","17.82","30.64","16.44","2608"
"Jose Quintana","Cubs","CHC @ KC",".50","5.86","25.03","6.18","4.05","1.38",".18",".57","1.92","5.43","16.86","30.38","15.78","11423"
"Chris Archer","Pirates","PIT @ COL",".38","5.74","24.50","6.03","3.75","1.24",".19",".85","1.82","5.90","16.94","30.21","15.82","6345"
"Trevor Richards","Marlins","STL @ MIA",".33","5.96","25.25","5.67","3.74","1.17",".11",".64","2.26","5.20","16.57","29.71","15.33","19309"
"German Marquez","Rockies","PIT @ COL",".32","5.86","25.23","6.33","3.92","1.23",".25",".92","1.90","5.53","15.56","28.64","14.53","15038"
"John Gant","Cardinals","STL @ MIA",".37","5.88","25.26","5.94","4.10","1.10",".17",".56","2.26","4.81","15.31","28.25","14.25","13684"
"Tommy Milone","Nationals","ATL @ WSH",".38","5.68","24.28","6.46","3.81","1.34",".08","1.23","1.33","5.40","15.28","27.63","14.20","7608"
"Blaine Hardy","Tigers","DET @ LAA",".41","6.13","25.66","6.31","4.23","1.27",".08",".73","1.61","4.27","15.21","27.49","13.90","6499"
"Marco Gonzales","Mariners","SEA @ TEX",".45","5.63","23.68","5.74","3.77","1.11",".20",".66","1.61","4.50","15.29","27.02","14.02","15467"
"Jaime Barria","Angels","DET @ LAA",".30","5.64","23.84","5.88","3.64","1.25",".09",".91","1.54","4.89","14.92","26.58","13.68","18356"
"Robert Stephenson","Reds","CIN @ NYM",".19","5.34","23.68","4.98","3.00",".90",".08",".99","3.22","5.66","14.07","26.57","13.37","13594"
"Mike Fiers","Athletics","LAD @ OAK",".23","5.67","24.47","5.83","3.13","1.25",".10","1.35","2.14","4.71","12.89","24.28","11.86","7754"
"Jake Odorizzi","Twins","MIN @ CLE",".27","5.74","25.20","5.94","3.47","1.42",".12",".92","2.63","4.47","12.28","24.28","11.50","6397"
"Brett Kennedy","Padres","SD @ MIL",".24","5.50","24.03","6.00","3.58","1.18",".10","1.14","2.07","4.47","11.95","23.16","11.10","sa875359"
"Lucas Giolito","White Sox","NYY @ CWS",".20","5.65","24.88","5.73","3.42","1.06",".11","1.15","2.77","4.41","11.50","23.04","10.71","15474"
"Andrew Cashner","Orioles","BAL @ TB",".25","5.65","25.23","6.34","4.20","1.30",".26",".58","2.72","4.22","10.97","23.09","10.44","8782"
"Mike Foltynewicz","Braves","ATL @ WSH",".28","5.35","24.48","6.20","3.84","1.16",".10","1.10","2.85","4.92","10.76","22.91","10.41","10811"
"Mike Hauschild","Blue Jays","BOS @ TOR",".29","5.29","23.86","6.20","3.89","1.39",".15",".77","2.38","4.30","10.56","22.03","10.04","14033"
"Brian Johnson","Red Sox","BOS @ TOR",".35","5.32","23.65","6.24","3.69","1.47",".13",".95","1.96","4.07","10.86","21.83","10.17","14272"
"Yovani Gallardo","Rangers","SEA @ TEX",".25","5.55","24.48","6.44","4.22","1.14",".19",".89","2.05","3.39","9.46","20.01","8.74","8173"
"Heath Fillmyer","Royals","CHC @ KC",".20","5.15","23.68","6.49","4.22","1.24",".18",".86","2.34","3.67","7.84","18.35","7.53","17466"
