"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Charlie Morton","Astros","HOU @ SF",".43","6.61","27.49","5.50","3.73","1.25",".16",".36","2.77","6.89","22.51","38.78","21.20","4676"
"Trevor Bauer","Indians","MIN @ CLE",".45","6.38","26.78","5.71","3.50","1.28",".09",".83","2.44","7.48","22.41","38.48","21.09","12703"
"Noah Syndergaard","Mets","CIN @ NYM",".50","6.65","27.02","6.15","4.47","1.07",".12",".50","1.52","6.49","22.66","38.10","20.98","11762"
"Luke Weaver","Cardinals","STL @ MIA",".48","6.49","27.26","6.36","4.52","1.13",".18",".52","2.03","5.92","19.70","34.77","18.45","16918"
"Zack Godley","Diamondbacks","PHI @ ARI",".33","6.05","25.67","5.36","3.35","1.12",".14",".76","2.67","6.76","19.61","34.35","18.37","14862"
"Cole Hamels","Cubs","CHC @ KC",".50","6.49","27.21","5.96","3.77","1.32",".21",".67","2.39","5.95","19.53","34.37","18.28","4972"
"Nick Tropeano","Angels","DET @ LAA",".35","6.03","25.13","5.46","3.33","1.17",".08",".89","2.07","6.42","19.55","33.52","18.12","12385"
"Jake Arrieta","Phillies","PHI @ ARI",".35","5.62","23.86","5.08","3.13","1.09",".22",".64","2.42","5.75","17.43","30.44","16.23","4153"
"Lance Lynn","Yankees","NYY @ CWS",".46","5.85","25.49","5.81","3.76","1.03",".21",".81","2.79","5.86","16.63","30.82","15.77","2520"
"Dereck Rodriguez","Giants","HOU @ SF",".32","6.26","25.92","5.82","3.92","1.26",".17",".48","1.93","4.92","17.36","30.45","15.88","14509"
"Matt Boyd","Tigers","DET @ LAA",".37","6.21","25.99","6.02","3.89","1.21",".07",".84","1.99","4.93","16.50","29.52","15.19","15440"
"Joe Musgrove","Pirates","PIT @ COL",".35","5.67","24.51","6.48","4.03","1.28",".22",".96","1.55","5.02","14.23","26.43","13.23","12970"
"Jakob Junis","Royals","CHC @ KC",".24","5.67","24.72","6.11","3.76","1.17",".19",".99","2.16","4.94","13.28","25.32","12.40","13619"
"Wade LeBlanc","Mariners","SEA @ TEX",".40","5.69","24.51","6.28","3.80","1.38",".16",".94","1.75","4.41","13.29","25.01","12.30","5221"
"Kyle Freeland","Rockies","PIT @ COL",".36","5.96","25.89","6.72","4.46","1.34",".22",".70","1.92","4.19","12.92","25.22","12.02","16256"
"Wei-Yin Chen","Marlins","STL @ MIA",".26","5.76","24.74","6.20","3.88","1.27",".09",".96","1.79","4.42","13.17","24.74","12.10","13071"
"Homer Bailey","Reds","CIN @ NYM",".24","5.90","25.82","6.55","4.14","1.28",".13","1.01","2.16","4.45","12.28","24.32","11.47","8362"
"Kyle Gibson","Twins","MIN @ CLE",".27","5.58","24.60","5.86","3.50","1.30",".07",".99","2.56","4.55","12.19","23.98","11.43","10123"
"Dylan Covey","White Sox","NYY @ CWS",".24","5.32","23.77","5.95","3.56","1.13",".11","1.15","2.41","3.67","9.21","19.60","8.59","14825"
"Martin Perez","Rangers","SEA @ TEX",".27","5.29","23.79","6.55","4.45","1.21",".13",".76","2.06","3.03","7.87","17.97","7.37","6902"
