"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Trevor Bauer","Indians","CLE @ CWS",".56","6.94","27.95","5.67","3.61","1.05",".22",".79","2.05","8.36","27.30","44.85","25.60","12703"
"J.A. Happ","Blue Jays","TOR @ TB",".45","7.01","28.47","6.32","4.31","1.14",".16",".72","1.76","7.61","24.94","41.66","23.44","7410"
"Gerrit Cole","Astros","HOU @ OAK",".50","6.76","27.67","5.76","3.33","1.32",".17",".94","2.08","7.60","24.32","40.56","22.77","13125"
"Luke Weaver","Cardinals","SD @ STL",".49","6.65","27.19","5.90","4.09","1.00",".12",".71","1.98","7.21","23.62","39.80","22.05","16918"
"Chris Sale","Red Sox","BOS @ BAL",".54","6.34","26.17","5.77","3.51","1.03",".07","1.15","1.82","7.85","23.69","39.60","22.14","10603"
"Zack Greinke","Diamondbacks","PIT @ ARI",".42","6.65","26.50","5.75","3.52","1.29",".24",".71","1.27","6.62","23.22","37.92","21.26","1943"
"Jacob deGrom","Mets","NYM @ ATL",".41","6.62","27.38","6.23","4.15","1.23",".17",".68","1.87","6.58","21.48","36.90","20.04","10954"
"Nick Pivetta","Phillies","COL @ PHI",".38","6.13","25.70","5.49","3.24","1.05",".13","1.07","2.31","7.22","20.96","35.96","19.59","15454"
"Jose Berrios","Twins","MIN @ DET",".44","6.26","26.21","6.13","3.83","1.33",".23",".73","1.84","6.12","19.31","33.66","17.97","14168"
"Caleb Smith","Marlins","SF @ MIA",".36","6.07","25.73","5.27","3.41","1.17",".09",".60","2.80","6.19","19.08","33.60","17.84","14875"
"Michael Soroka","Braves","NYM @ ATL",".34","6.41","26.69","6.00","3.93","1.21",".17",".69","2.01","5.62","18.65","32.69","17.20","18383"
"Kenta Maeda","Dodgers","TEX @ LAD",".35","5.42","22.15","4.39","2.62",".87",".04",".86","1.92","6.23","19.57","31.81","18.03","18498"
"Jameson Taillon","Pirates","PIT @ ARI",".34","6.37","26.80","6.17","3.93","1.42",".30",".52","2.10","5.74","18.27","32.47","17.03","11674"
"Andrew Suarez","Giants","SF @ MIA",".38","6.14","25.89","6.01","4.08","1.14",".18",".60","2.01","5.51","17.82","31.60","16.54","18300"
"Cole Hamels","Rangers","TEX @ LAD",".34","6.30","26.76","5.58","3.29","1.21",".08","1.01","2.85","5.78","17.55","31.64","16.43","4972"
"Garrett Richards","Angels","LAA @ SEA",".40","5.54","23.34","5.01","3.36",".96",".09",".61","2.23","5.83","18.00","30.95","16.75","9784"
"Matt Boyd","Tigers","MIN @ DET",".30","6.34","27.29","6.36","3.74","1.36",".18","1.09","2.50","5.88","16.53","30.51","15.55","15440"
"Sonny Gray","Yankees","WSH @ NYY",".40","5.71","24.52","5.38","3.37","1.06",".07",".89","2.53","5.19","15.71","28.49","14.64","12768"
"Jhoulys Chacin","Brewers","CHC @ MIL",".35","5.63","24.17","5.11","3.20","1.01",".10",".80","2.71","5.11","15.38","27.86","14.31","2608"
"Tyler Anderson","Rockies","COL @ PHI",".31","5.46","23.59","5.23","3.01","1.08",".14","1.00","2.53","5.15","14.48","26.45","13.51","12880"
"Eric Lauer","Padres","SD @ STL",".25","5.58","24.97","6.29","4.20","1.19",".11",".79","2.64","4.88","12.11","24.70","11.57","19316"
"Tyler Mahle","Reds","CIN @ KC",".40","5.79","25.27","6.73","4.43","1.37",".12",".81","1.80","4.11","12.36","24.31","11.52","16358"
"Erick Fedde","Nationals","WSH @ NYY",".28","5.53","24.49","6.09","3.52","1.14",".08","1.35","2.32","4.79","11.94","23.60","11.21","17425"
"Mike Montgomery","Cubs","CHC @ MIL",".32","5.51","23.81","5.75","3.69","1.19",".08",".78","2.13","3.73","11.78","22.59","10.82","4869"
"Jason Hammel","Royals","CIN @ KC",".29","5.75","25.61","7.15","4.80","1.32",".16",".87","1.87","3.90","10.29","21.90","9.68","4538"
"Marco Gonzales","Mariners","LAA @ SEA",".24","5.02","21.72","5.09","3.07","1.11",".06",".84","2.04","3.83","11.34","20.98","10.43","15467"
"Dylan Covey","White Sox","CLE @ CWS",".18","5.18","22.74","5.25","3.14","1.06",".10",".95","2.48","3.59","9.97","19.77","9.19","14825"
"Yefry Ramirez","Orioles","BOS @ BAL",".20","5.38","24.16","6.30","3.59","1.18",".08","1.44","2.31","4.09","9.16","19.81","8.61","sa597051"
"Paul Blackburn","Athletics","HOU @ OAK",".26","5.99","26.15","6.65","4.35","1.47",".12",".71","2.25","2.70","9.12","19.82","8.33","14739"
