"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Stephen Strasburg","Nationals","ATL @ WSH",".48","6.51","26.71","5.86","3.79","1.24",".09",".74","1.86","7.14","23.03","38.75","21.42","10131"
"Robbie Ray","Diamondbacks","COL @ ARI",".36","6.02","25.48","5.15","3.11","1.08",".15",".82","2.77","7.99","22.39","38.37","21.10","11486"
"Rich Hill","Dodgers","LAD @ MIL",".42","5.90","24.83","5.08","3.26",".92",".09",".83","2.61","7.12","20.88","35.81","19.58","4806"
"Jake Arrieta","Phillies","SD @ PHI",".46","6.07","24.59","4.93","3.20",".95",".10",".68","2.00","6.03","20.87","34.60","19.13","4153"
"Noah Syndergaard","Mets","NYM @ NYY",".36","6.11","25.56","5.66","3.54","1.05",".08","1.00","2.08","6.79","20.14","34.66","18.77","11762"
"Trevor Bauer","Indians","CLE @ TEX",".42","5.99","26.01","5.55","3.43","1.13",".15",".84","3.10","6.80","18.75","33.98","17.85","12703"
"Jameson Taillon","Pirates","PIT @ CIN",".44","6.45","26.94","6.22","4.16","1.20",".12",".74","2.03","5.80","19.00","33.46","17.70","11674"
"German Marquez","Rockies","COL @ ARI",".34","5.96","25.30","5.61","3.27","1.22",".25",".87","2.37","6.39","18.44","32.52","17.25","15038"
"Wade LeBlanc","Mariners","CWS @ SEA",".46","6.33","25.80","6.27","4.04","1.24",".12",".86","1.10","5.27","18.81","32.01","17.15","5221"
"Nathan Eovaldi","Rays","MIA @ TB",".38","6.21","25.70","6.29","4.24","1.18",".12",".76","1.26","5.51","18.43","31.81","16.90","9132"
"Domingo German","Yankees","NYM @ NYY",".32","5.68","24.16","5.04","3.03",".87",".06","1.08","2.57","6.40","18.05","31.54","16.87","17149"
"Dylan Bundy","Orioles","BAL @ TOR",".34","6.08","25.74","5.69","3.05","1.34",".09","1.21","2.29","6.04","17.58","31.08","16.34","12917"
"Sam Gaviglio","Blue Jays","BAL @ TOR",".37","6.06","25.06","5.91","3.40","1.31",".07","1.13","1.37","5.53","17.84","30.53","16.28","12778"
"David Price","Red Sox","BOS @ DET",".45","5.75","24.31","5.90","3.76","1.24",".21",".69","1.65","5.57","17.40","30.48","16.15","3184"
"Tyler Skaggs","Angels","HOU @ LAA",".33","6.35","27.41","6.66","4.48","1.31",".06",".81","2.38","5.19","15.41","29.16","14.50","10190"
"Dallas Keuchel","Astros","HOU @ LAA",".42","6.32","26.90","6.29","4.09","1.22",".08",".90","2.30","4.67","15.45","28.65","14.37","9434"
"Danny Duffy","Royals","MIN @ KC",".36","6.04","25.87","5.95","3.91","1.24",".13",".67","2.39","4.89","15.37","28.47","14.28","3542"
"Tyler Mahle","Reds","PIT @ CIN",".30","5.85","24.83","5.82","3.56","1.22",".10",".93","1.99","4.93","15.21","27.48","14.01","16358"
"Dan Straily","Marlins","MIA @ TB",".33","5.75","24.67","5.57","3.53","1.07",".17",".80","2.47","5.01","14.96","27.48","13.92","9460"
"Jon Lester","Cubs","STL @ CHC",".35","5.58","23.78","5.43","3.20","1.08",".10","1.05","2.08","5.12","15.27","27.26","14.12","4930"
"Kyle Gibson","Twins","MIN @ KC",".36","5.87","25.27","6.03","3.89","1.25",".12",".78","2.25","4.90","14.77","27.53","13.77","10123"
"Jack Flaherty","Cardinals","STL @ CHC",".30","5.49","23.90","5.64","3.13","1.09",".16","1.26","2.24","5.72","14.91","27.31","13.98","17479"
"Wade Miley","Brewers","LAD @ MIL",".26","5.46","24.02","5.15","3.13","1.03",".09",".90","3.02","5.50","14.57","27.23","13.77","8779"
"Edwin Jackson","Athletics","SF @ OAK",".36","5.78","24.78","5.77","3.54","1.32",".12",".80","2.28","4.39","13.82","25.84","12.77","1841"
"Anibal Sanchez","Braves","ATL @ WSH",".26","5.77","24.99","6.03","3.61","1.18",".09","1.16","2.22","4.96","13.65","25.85","12.72","3284"
"Dereck Rodriguez","Giants","SF @ OAK",".33","5.73","24.53","5.79","3.32","1.27",".14","1.06","2.05","4.33","13.30","24.70","12.21","14509"
"Clayton Richard","Padres","SD @ PHI",".24","5.49","24.14","5.71","3.55","1.15",".14",".86","2.55","4.76","12.63","24.46","11.86","3551"
"James Shields","White Sox","CWS @ SEA",".27","5.84","25.47","6.16","3.84","1.10",".12","1.10","2.41","4.27","11.95","23.66","11.12","7059"
"Matt Boyd","Tigers","BOS @ DET",".25","5.63","24.81","6.30","3.96","1.28",".16",".90","2.26","4.26","11.34","22.89","10.60","15440"
"Martin Perez","Rangers","CLE @ TEX",".27","5.37","24.04","6.03","3.98","1.28",".11",".67","2.57","2.86","8.24","18.45","7.67","6902"
