"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Carlos Carrasco","Indians","CLE @ CWS",".55","6.76","27.26","5.86","3.63","1.11",".18",".93","1.61","8.18","26.30","43.03","24.55","6632"
"Madison Bumgarner","Giants","SF @ MIA",".55","6.71","27.04","5.79","3.81","1.16",".14",".68","1.60","6.66","23.69","39.18","21.89","5524"
"Jose Quintana","Cubs","CHC @ MIL",".41","6.57","27.44","6.07","3.95","1.27",".11",".74","2.34","6.41","20.41","35.75","19.15","11423"
"Patrick Corbin","Diamondbacks","PIT @ ARI",".39","6.50","26.86","6.18","3.84","1.37",".28",".70","1.73","6.26","20.40","35.06","18.89","9323"
"Jack Flaherty","Cardinals","SD @ STL",".41","5.60","23.06","5.00","3.17",".82",".10",".91","1.68","6.65","20.45","33.72","18.93","17479"
"Junior Guerra","Brewers","CHC @ MIL",".33","6.10","25.62","5.26","3.18","1.09",".11",".88","2.55","5.88","18.30","32.00","16.95","5702"
"Joe Musgrove","Pirates","PIT @ ARI",".35","6.23","26.05","6.00","3.48","1.36",".31",".84","1.88","5.52","17.52","30.82","16.16","12970"
"Andrew Heaney","Angels","LAA @ SEA",".42","5.91","25.28","5.87","3.89","1.04",".11",".83","2.27","5.66","16.99","30.65","15.90","15423"
"Sam Gaviglio","Blue Jays","TOR @ TB",".41","5.90","24.80","6.12","3.94","1.17",".16",".85","1.60","4.94","15.97","28.45","14.70","12778"
"Ryan Yarbrough","Rays","TOR @ TB",".31","5.96","25.35","6.09","3.51","1.31",".08","1.19","1.84","5.15","15.31","27.70","14.10","16502"
"Steven Wright","Red Sox","BOS @ BAL",".42","6.04","25.97","6.05","4.01","1.07",".06",".92","2.35","4.74","14.97","27.83","13.93","8185"
"Dylan Bundy","Orioles","BOS @ BAL",".30","5.90","25.06","6.05","3.51","1.24",".07","1.23","1.82","5.07","14.93","27.11","13.72","12917"
"Wade LeBlanc","Mariners","LAA @ SEA",".30","5.94","25.25","6.05","3.33","1.25",".06","1.42","1.86","4.74","14.02","25.72","12.83","5221"
"Wei-Yin Chen","Marlins","SF @ MIA",".21","5.89","25.44","6.46","3.85","1.40",".12","1.09","1.89","4.47","12.57","24.26","11.59","13071"
"Jordan Lyles","Padres","SD @ STL",".27","5.61","24.74","6.41","4.12","1.23",".11",".94","2.14","4.04","10.96","22.33","10.22","7593"
"Lucas Giolito","White Sox","CLE @ CWS",".22","5.81","25.93","6.05","3.65","1.31",".12",".97","3.14","4.03","10.42","22.26","9.84","15474"
