"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Gerrit Cole","Astros","SEA @ HOU",".44","6.61","27.06","5.96","3.81","1.17",".16",".82","1.81","7.62","23.91","40.03","22.32","13125"
"Blake Snell","Rays","TB @ TOR",".40","6.19","26.02","5.69","3.28","1.45",".11",".84","2.24","6.53","19.84","34.46","18.48","13543"
"Freddy Peralta","Brewers","MIL @ ATL",".38","5.56","24.25","4.94","3.18","1.06",".14",".56","3.24","6.78","18.59","33.23","17.70","18679"
"Masahiro Tanaka","Yankees","TEX @ NYY",".41","5.84","24.12","5.54","3.36","1.09",".06","1.03","1.55","6.04","18.97","32.09","17.45","15764"
"Zach Eflin","Phillies","PHI @ SD",".40","6.17","25.37","6.01","3.72","1.18",".14",".97","1.35","5.59","18.60","31.74","17.04","13774"
"Zack Wheeler","Mets","NYM @ MIA",".42","6.06","25.37","5.97","4.41","1.02",".17",".37","1.84","5.40","18.18","31.87","16.83","10310"
"Shane Bieber","Indians","CLE @ CWS",".39","5.94","25.02","6.32","4.02","1.21",".23",".85","1.42","5.81","17.70","31.07","16.41","19427"
"Derek Holland","Giants","PIT @ SF",".38","6.00","25.05","5.34","3.54","1.15",".17",".49","2.28","5.22","17.69","30.89","16.30","4141"
"Rick Porcello","Red Sox","BOS @ BAL",".44","6.06","25.53","6.66","4.31","1.09",".07","1.20","1.22","5.75","17.38","30.71","16.11","2717"
"Austin Gomber","Cardinals","STL @ KC",".42","5.72","24.57","5.76","3.58","1.25",".19",".74","2.25","5.83","17.00","30.56","15.96","16561"
"Kyle Hendricks","Cubs","WSH @ CHC",".40","6.37","26.72","6.05","4.09","1.20",".13",".63","2.20","4.90","16.99","30.54","15.68","12049"
"Kevin Gausman","Braves","MIL @ ATL",".31","5.93","25.21","6.17","3.90","1.26",".08",".93","1.74","5.62","16.64","29.75","15.44","14107"
"Jacob Nix","Padres","PHI @ SD",".33","5.97","25.11","5.94","3.83","1.13",".15",".83","1.77","5.19","16.45","29.16","15.14","sa828958"
"Marco Estrada","Blue Jays","TB @ TOR",".32","5.96","25.34","5.73","3.28","1.42",".21",".83","2.33","5.35","16.06","29.07","14.89","1118"
"Jon Gray","Rockies","LAD @ COL",".34","5.65","24.50","5.82","3.30","1.29",".15","1.08","2.21","5.87","15.83","28.81","14.86","14916"
"Ervin Santana","Twins","MIN @ DET",".40","5.94","25.07","6.02","3.81","1.18",".20",".83","1.80","4.98","15.92","28.52","14.68","3200"
"Clay Holmes","Pirates","PIT @ SF",".34","5.80","25.15","5.60","3.90","1.21",".15",".34","2.81","4.93","15.13","28.32","14.20","13649"
"Jose Urena","Marlins","NYM @ MIA",".30","6.17","26.29","6.03","4.05","1.17",".18",".62","2.37","4.55","14.92","27.78","13.78","11589"
"Carlos Rodon","White Sox","CLE @ CWS",".31","5.71","24.62","5.32","3.36","1.03",".08",".85","2.76","5.06","14.87","27.45","13.85","16137"
"Anthony DeSclafani","Reds","ARI @ CIN",".30","5.64","24.09","5.91","3.41","1.12",".11","1.28","1.77","5.39","14.97","27.07","13.85","13050"
"Kenta Maeda","Dodgers","LAD @ COL",".31","5.15","22.54","5.65","3.24","1.11",".18","1.11","1.87","5.75","14.62","26.45","13.77","18498"
"Felix Pena","Angels","OAK @ LAA",".29","5.33","23.58","5.39","3.12","1.10",".07","1.11","2.67","5.62","14.10","26.46","13.36","13403"
"Jeremy Hellickson","Nationals","WSH @ CHC",".33","5.89","25.05","6.02","3.66","1.34",".16",".86","1.90","4.48","14.39","26.43","13.23","4371"
"Clay Buchholz","Diamondbacks","ARI @ CIN",".39","5.71","24.67","6.02","3.99","1.11",".10",".82","2.15","4.72","14.12","26.46","13.14","3543"
"Mike Minor","Rangers","TEX @ NYY",".29","5.82","24.83","6.26","3.61","1.28",".09","1.27","1.63","4.86","14.04","25.81","12.92","10021"
"Dylan Bundy","Orioles","BOS @ BAL",".28","5.82","25.34","6.53","3.93","1.21",".06","1.34","1.90","4.94","13.11","25.15","12.20","12917"
"Mike Leake","Mariners","SEA @ HOU",".31","6.23","26.59","7.13","4.61","1.54",".19",".80","1.39","4.00","13.07","24.98","12.04","10130"
"Burch Smith","Royals","STL @ KC",".26","5.42","24.06","6.01","3.94","1.14",".11",".82","2.38","4.98","12.64","24.73","11.96","12784"
"Jordan Zimmermann","Tigers","MIN @ DET",".28","5.50","23.67","6.18","3.86","1.22",".25",".85","1.51","3.94","11.89","22.48","10.86","4505"
"Brett Anderson","Athletics","OAK @ LAA",".39","5.77","25.01","6.88","4.55","1.42",".09",".82","1.53","3.14","10.44","21.27","9.57","8223"
