"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Chris Archer","Rays","TOR @ TBA",".50","6.81","27.83","5.35","3.43",".94",".06",".91","2.65","7.71","24.88","42.97","23.54","6345"
"Jeff Samardzija","Giants","MIL @ SFN",".40","6.76","27.61","6.28","4.08","1.19",".14",".88","1.78","6.62","21.83","38.52","20.45","3254"
"Charlie Morton","Astros","WAS @ HOU",".48","6.17","26.17","5.81","3.77","1.17",".13",".73","2.58","6.21","19.16","35.34","18.17","4676"
"Carlos Carrasco","Indians","BOS @ CLE",".45","6.16","25.51","5.76","3.66","1.21",".05",".84","1.95","6.04","19.57","34.94","18.27","6632"
"Lance Lynn","Cardinals","SDN @ SLN",".47","6.38","26.44","5.96","3.98","1.14",".16",".69","2.13","5.62","19.20","34.92","17.99","2520"
"Aaron Nola","Phillies","MIA @ PHI",".40","6.27","26.30","6.23","3.96","1.12",".11","1.04","1.93","6.21","19.03","34.68","17.86","16149"
"Danny Duffy","Royals","COL @ KCA",".39","6.22","25.63","5.76","3.57","1.20",".14",".85","1.92","5.60","18.63","33.49","17.28","3542"
"Jameson Taillon","Pirates","LAN @ PIT",".34","5.96","25.25","5.98","3.93","1.20",".09",".76","2.05","5.73","17.43","32.29","16.33","11674"
"Masahiro Tanaka","Yankees","NYA @ DET",".43","6.22","25.90","6.45","4.05","1.21",".16","1.03","1.46","5.29","17.41","31.89","16.20","15764"
"Patrick Corbin","Diamondbacks","ARI @ NYN",".46","6.25","26.23","6.29","4.08","1.13",".11",".97","1.89","5.14","17.10","31.86","16.00","9323"
"Ricky Nolasco","Angels","TEX @ ANA",".41","6.05","25.13","5.83","3.77","1.05",".09",".93","1.86","5.15","17.19","31.38","15.92","3830"
"Jimmy Nelson","Brewers","MIL @ SFN",".35","6.04","25.95","5.96","4.21","1.13",".14",".48","2.57","5.28","16.39","31.48","15.55","10547"
"Jon Gray","Rockies","COL @ KCA",".36","5.95","25.39","5.95","3.82","1.18",".12",".83","2.26","4.89","15.34","29.40","14.38","14916"
"Luke Sims","Braves","SEA @ ATL",".29","5.43","24.07","5.20","3.18",".95",".06","1.00","3.17","5.68","14.48","28.43","13.84","13470"
"Ubaldo Jimenez","Orioles","OAK @ BAL",".38","5.42","23.83","5.43","3.22","1.00",".05","1.17","2.71","5.44","14.40","27.93","13.68","3374"
"Dan Straily","Marlins","MIA @ PHI",".31","5.48","23.40","5.57","3.19",".91",".11","1.36","2.01","5.10","14.29","26.87","13.30","9460"
"Nick Pivetta","Phillies","MIA @ PHI (2)",".32","5.36","23.21","5.41","3.32",".94",".09","1.06","2.31","5.06","14.13","26.87","13.24","15454"
"Kyle Gibson","Twins","MIN @ CHA",".36","5.50","24.32","6.06","4.03","1.06",".17",".80","2.57","4.69","12.60","25.99","12.05","10123"
"Matt Boyd","Tigers","NYA @ DET",".27","5.37","23.00","5.37","3.20",".90",".14","1.13","2.12","4.63","13.36","25.29","12.37","15440"
"Lucas Giolito","White Sox","MIN @ CHA",".28","4.89","21.84","4.67","2.73",".90",".10",".94","3.07","4.90","12.37","24.19","11.81","15474"
"Tommy Milone","Mets","ARI @ NYN",".25","5.26","22.72","5.73","3.40","1.08",".09","1.17","1.82","4.56","12.42","24.02","11.55","7608"
"John Lackey","Cubs","CHN @ CIN",".39","5.18","22.59","5.55","3.32",".95",".12","1.16","2.15","4.40","12.25","23.92","11.49","1507"
"Brock Stewart","Dodgers","LAN @ PIT",".32","4.99","21.31","5.03","3.45",".90",".10",".58","1.99","4.01","12.80","23.52","11.87","16727"
"Clayton Richard","Padres","SDN @ SLN",".26","5.63","25.24","6.70","4.53","1.38",".13",".66","2.40","3.91","10.28","23.19","9.90","3551"
"Doug Fister","Red Sox","BOS @ CLE",".28","5.42","23.98","6.05","3.70","1.30",".07",".98","2.38","3.61","9.86","21.63","9.27","9425"
"Marco Gonzales","Mariners","SEA @ ATL",".28","4.56","19.75","4.94","3.34",".93",".07",".60","1.72","3.60","10.91","20.23","10.16","15467"
"Tyson Ross","Rangers","TEX @ ANA",".28","5.24","23.34","5.48","3.64","1.00",".08",".77","2.78","3.41","9.62","21.03","9.07","7872"
"Tanner Roark","Nationals","WAS @ HOU",".24","5.37","24.33","6.47","4.06","1.27",".11","1.03","2.50","3.63","8.48","20.26","8.16","8753"
"Chris Rowley","Blue Jays","TOR @ TBA",".21","4.90","21.63","5.32","3.17",".95",".09","1.10","2.24","3.41","8.99","18.87","8.36","18820"
"Homer Bailey","Reds","CHN @ CIN",".22","4.67","21.41","5.23","3.05",".91",".08","1.20","2.72","3.99","8.49","18.87","8.18","8362"
"Paul Blackburn","Athletics","OAK @ BAL",".27","5.16","23.41","6.60","3.93","1.17",".08","1.41","1.94","3.51","7.80","18.63","7.43","14739"
"Jose Urena","Marlins","MIA @ PHI",".00",".35","1.56",".39",".24",".07",".01",".07",".16",".27",".57","1.15",".52","11589"
