"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Zack Godley","Diamondbacks","TEX @ ARI",".46","6.19","25.92","5.10","3.20","1.10",".14",".65","2.83","7.42","22.49","38.46","21.14","14862"
"Jack Flaherty","Cardinals","COL @ STL",".33","6.00","24.75","5.18","3.12",".99",".10",".97","2.06","7.86","22.78","37.92","21.23","17479"
"Masahiro Tanaka","Yankees","BAL @ NYY",".50","5.97","24.29","5.31","3.28",".98",".04","1.00","1.44","6.92","22.26","36.47","20.51","15764"
"Trevor Bauer","Indians","CLE @ MIN",".44","6.40","26.93","5.78","3.54","1.32",".17",".74","2.50","6.94","21.19","36.83","19.93","12703"
"Tyler Skaggs","Angels","LAA @ TB",".42","6.50","27.68","6.34","4.41","1.19",".18",".56","2.58","6.96","20.60","36.82","19.58","10190"
"Jon Gray","Rockies","COL @ STL",".37","6.03","25.41","5.61","3.66","1.08",".11",".76","2.20","6.98","20.59","35.48","19.28","14916"
"Charlie Morton","Astros","HOU @ SEA",".42","6.24","26.61","5.84","3.98","1.09",".13",".64","2.70","6.53","19.52","34.83","18.42","4676"
"Danny Duffy","Royals","KC @ CWS",".38","6.01","25.59","5.99","3.92","1.08",".18",".81","2.20","6.26","18.25","32.52","17.13","3542"
"Tanner Roark","Nationals","NYM @ WSH",".43","6.34","26.81","5.87","3.92","1.10",".09",".75","2.55","5.60","18.09","32.43","16.87","8753"
"Jameson Taillon","Pirates","CHC @ PIT",".37","6.50","27.29","6.59","4.46","1.38",".15",".61","1.78","5.44","18.04","32.21","16.74","11674"
"Dereck Rodriguez","Giants","SF @ SD",".42","6.05","25.25","5.65","3.66","1.11",".14",".74","2.04","5.46","17.90","31.28","16.52","14509"
"Walker Buehler","Dodgers","MIL @ LAD",".38","5.89","24.69","5.54","3.40","1.07",".05","1.03","2.00","5.85","17.89","31.14","16.55","19374"
"James Shields","White Sox","KC @ CWS",".33","6.08","25.78","5.63","3.27","1.13",".16","1.07","2.48","6.00","17.46","31.14","16.29","7059"
"Trevor Cahill","Athletics","TOR @ OAK",".38","5.81","24.63","4.99","2.93","1.11",".06",".89","2.71","5.60","17.18","30.34","15.95","6249"
"Blaine Hardy","Tigers","CIN @ DET",".43","6.09","25.60","6.27","4.40","1.12",".21",".55","1.71","4.79","16.34","29.32","15.07","6499"
"Kolby Allard","Braves","MIA @ ATL",".40","6.10","25.93","6.40","4.54","1.42",".11",".33","1.89","4.31","15.17","28.08","14.01","sa874245"
"Jon Lester","Cubs","CHC @ PIT",".34","5.68","24.32","5.71","3.78","1.18",".14",".62","2.16","4.66","14.61","26.74","13.52","4930"
"Drew Pomeranz","Red Sox","PHI @ BOS",".32","5.50","24.17","5.71","3.63","1.17",".10",".80","2.58","5.22","14.11","26.74","13.32","11426"
"Clayton Richard","Padres","SF @ SD",".29","5.75","24.86","5.91","3.84","1.27",".11",".69","2.35","4.77","14.06","26.52","13.10","3551"
"Kyle Gibson","Twins","CLE @ MIN",".30","5.99","25.59","5.87","3.68","1.29",".10",".80","2.34","4.28","13.86","26.00","12.74","10123"
"Steven Matz","Mets","NYM @ WSH",".30","5.72","24.84","6.02","3.88","1.17",".09",".88","2.27","4.75","13.55","25.86","12.63","13361"
"Bartolo Colon","Rangers","TEX @ ARI",".27","5.85","25.17","6.71","3.99","1.50",".30",".91","1.47","4.48","13.05","24.77","12.03","375"
"Mike Leake","Mariners","HOU @ SEA",".31","6.29","26.75","7.02","4.53","1.55",".07",".87","1.46","3.82","12.98","24.76","11.87","10130"
"Sam Gaviglio","Blue Jays","TOR @ OAK",".32","5.72","24.57","5.84","3.43","1.31",".12",".98","2.10","4.33","13.10","24.56","12.06","12778"
"Wade Miley","Brewers","MIL @ LAD",".30","5.36","23.86","5.47","3.37","1.07",".08",".95","2.86","4.84","12.55","24.54","11.89","8779"
"Dan Straily","Marlins","MIA @ ATL",".30","5.73","24.89","6.09","3.86","1.44",".14",".65","2.26","4.18","12.62","24.53","11.72","9460"
"Jake Arrieta","Phillies","PHI @ BOS",".34","5.48","23.79","5.68","3.55","1.30",".14",".70","2.28","3.97","12.14","23.30","11.23","4153"
"Homer Bailey","Reds","CIN @ DET",".30","5.90","25.89","7.02","4.46","1.47",".26",".83","1.82","3.75","10.75","22.26","10.01","8362"
"Yefry Ramirez","Orioles","BAL @ NYY",".20","5.18","23.27","5.69","3.31","1.01",".10","1.28","2.58","4.66","10.63","21.68","10.07","15655"
