"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","BAL @ WSH",".54","7.43","28.68","5.07","3.03","1.12",".04",".87","1.65","10.71","35.08","54.65","32.91","3137"
"Luis Severino","Yankees","SEA @ NYY",".43","6.25","25.65","5.43","3.55","1.01",".07",".81","1.97","7.37","23.03","38.47","21.40","15890"
"Madison Bumgarner","Giants","SD @ SF",".45","6.75","27.09","5.88","3.77","1.25",".15",".71","1.48","6.37","22.77","37.68","20.93","5524"
"James Paxton","Mariners","SEA @ NYY",".29","5.68","24.01","5.24","3.09","1.08",".07","1.01","2.17","7.09","19.61","33.58","18.35","11828"
"Tyler Skaggs","Angels","TOR @ LAA",".38","6.33","26.16","5.60","3.46","1.19",".05",".89","2.08","6.01","19.67","33.76","18.14","10190"
"Carlos Martinez","Cardinals","STL @ MIL",".39","6.05","26.53","5.49","3.51","1.10",".09",".79","3.53","6.64","18.10","33.53","17.33","11682"
"Kyle Hendricks","Cubs","CHC @ CIN",".52","6.67","27.94","6.39","4.27","1.12",".13",".87","2.18","5.34","18.41","32.77","17.19","12049"
"Kevin Gausman","Orioles","BAL @ WSH",".24","6.13","25.98","6.11","3.99","1.20",".09",".82","2.11","6.29","18.16","32.39","17.00","14107"
"Chad Kuhl","Pirates","ARI @ PIT",".36","6.12","26.14","5.75","3.85","1.13",".17",".61","2.68","5.71","17.51","31.77","16.42","14975"
"Chris Bassitt","Athletics","OAK @ CWS",".45","5.92","25.57","5.69","3.67","1.08",".23",".71","2.73","5.90","17.27","31.49","16.29","12304"
"Zack Godley","Diamondbacks","ARI @ PIT",".37","6.22","26.73","5.90","3.90","1.23",".16",".62","2.86","5.21","16.11","30.04","15.13","14862"
"Tyson Ross","Padres","SD @ SF",".30","6.07","26.51","5.92","3.97","1.22",".15",".59","2.98","5.20","15.20","28.99","14.37","7872"
"Rick Porcello","Red Sox","BOS @ MIN",".44","6.07","26.09","6.40","3.90","1.52",".14",".84","2.06","4.95","15.23","28.32","14.20","2717"
"Aaron Sanchez","Blue Jays","TOR @ LAA",".37","6.25","26.73","5.56","3.73","1.02",".06",".75","3.11","4.39","14.78","27.93","13.72","11490"
"Brent Suter","Brewers","STL @ MIL",".30","5.52","23.39","5.93","3.79","1.05",".09","1.00","1.39","4.75","14.33","25.57","13.14","13942"
"Steven Matz","Mets","NYM @ COL",".31","5.46","24.34","6.43","4.07","1.16",".26",".94","2.16","4.92","12.23","24.37","11.62","13361"
"Lucas Giolito","White Sox","OAK @ CWS",".26","5.68","25.47","5.47","3.09","1.15",".13","1.09","3.55","4.84","11.97","24.49","11.38","15474"
"Kyle Freeland","Rockies","NYM @ COL",".33","5.32","23.27","5.71","3.58","1.15",".20",".78","2.14","4.21","12.08","23.08","11.25","16256"
"Matt Harvey","Reds","CHC @ CIN",".20","5.16","22.77","5.64","3.12","1.07",".11","1.34","2.10","4.91","11.90","22.70","11.13","11713"
"Kyle Gibson","Twins","BOS @ MIN",".25","5.33","23.87","5.89","3.49","1.31",".10",".99","2.53","4.29","10.67","21.84","10.06","10123"
