"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Gerrit Cole","Astros","OAK @ HOU",".50","6.46","26.60","5.37","3.20","1.19",".13",".85","2.32","8.33","25.33","42.19","23.75","13125"
"Patrick Corbin","Diamondbacks","ARI @ SF",".48","6.55","26.66","5.65","3.78","1.27",".16",".44","1.88","7.32","24.41","40.60","22.75","9323"
"Stephen Strasburg","Nationals","WSH @ PHI",".43","6.19","25.83","5.76","3.52","1.09",".13","1.03","2.03","7.31","21.52","36.74","20.12","10131"
"Masahiro Tanaka","Yankees","CWS @ NYY",".43","5.84","23.92","5.49","3.25","1.04",".08","1.12","1.33","7.10","21.49","35.44","19.85","15764"
"Jon Gray","Rockies","COL @ LAA",".44","6.23","25.99","5.83","4.01","1.07",".10",".66","2.07","6.17","19.93","34.54","18.54","14916"
"Chris Stratton","Giants","ARI @ SF",".27","6.14","26.08","6.05","4.04","1.22",".24",".54","2.23","5.06","16.03","29.30","14.84","13761"
"Sam Gaviglio","Blue Jays","TOR @ BAL",".41","5.67","24.41","6.30","3.88","1.21",".09","1.12","1.64","4.74","13.89","25.77","12.88","12778"
"Noah Syndergaard","Mets","NYM @ CHC",".34","5.71","24.98","6.65","4.04","1.28",".27","1.05","1.73","5.02","13.49","25.82","12.64","11762"
"Odrisamer Despaigne","Angels","COL @ LAA",".29","5.85","24.89","6.09","4.00","1.25",".10",".74","1.84","4.30","13.89","25.70","12.73","16017"
"Carlos Rodon","White Sox","CWS @ NYY",".26","5.41","23.89","5.73","3.56","1.10",".06","1.01","2.53","4.97","12.73","24.69","12.02","16137"
"Zach Eflin","Phillies","WSH @ PHI",".27","5.74","24.56","6.19","3.74","1.25",".12","1.07","1.72","4.32","12.84","24.13","11.76","13774"
"Jon Lester","Cubs","NYM @ CHC",".30","5.23","23.04","5.70","3.30","1.08",".17","1.15","2.16","4.87","12.44","23.64","11.68","4930"
"David Hess","Orioles","TOR @ BAL",".27","5.33","23.55","5.88","3.27","1.13",".07","1.41","2.17","3.91","9.99","20.31","9.24","16130"
"Brett Anderson","Athletics","OAK @ HOU",".23","5.40","24.17","6.73","4.16","1.52",".13",".93","1.82","3.22","8.24","18.37","7.63","8223"
