"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jacob deGrom","Mets","WSH @ NYM",".47","7.00","28.00","5.41","3.40","1.08",".09",".85","2.10","8.32","27.61","44.99","25.78","10954"
"Blake Snell","Rays","TEX @ TB",".43","6.45","26.65","4.96","3.30",".91",".07",".68","2.87","7.95","24.94","41.90","23.40","13543"
"Luis Severino","Yankees","MIA @ NYY",".61","6.95","28.18","5.78","3.94","1.07",".09",".69","2.10","6.84","24.58","41.04","22.97","15890"
"Luis Castillo","Reds","CIN @ MIL",".34","6.55","27.12","5.83","3.78","1.10",".12",".83","2.29","6.72","21.33","36.76","19.98","15689"
"James Paxton","Mariners","HOU @ SEA",".36","6.47","26.84","5.77","3.64","1.23",".06",".84","2.23","6.78","21.38","36.75","19.95","11828"
"Hyun-Jin Ryu","Dodgers","LAD @ SD",".44","6.07","25.03","5.35","3.31","1.10",".18",".77","1.95","6.65","21.37","35.93","19.82","14444"
"Daniel Mengden","Athletics","CWS @ OAK",".43","6.51","27.02","6.20","3.96","1.27",".15",".82","1.86","6.16","20.34","35.23","18.90","16980"
"Julio Teheran","Braves","PHI @ ATL",".35","6.52","27.28","5.72","3.36","1.30",".13",".94","2.53","6.13","19.65","34.38","18.29","6797"
"Aaron Nola","Phillies","PHI @ ATL",".40","6.64","28.23","6.41","4.19","1.44",".18",".60","2.55","5.53","18.24","33.27","17.24","16149"
"Brent Suter","Brewers","CIN @ MIL",".39","6.24","25.44","5.65","4.05",".99",".14",".47","1.69","5.13","19.15","32.59","17.48","13942"
"Dallas Keuchel","Astros","HOU @ SEA",".38","6.46","27.08","6.12","4.14","1.13",".11",".75","2.23","5.14","17.65","31.63","16.41","9434"
"Jaime Garcia","Blue Jays","KC @ TOR",".45","6.06","25.43","5.46","3.33","1.30",".09",".75","2.32","5.17","17.66","31.09","16.31","8137"
"Robbie Erlin","Padres","LAD @ SD",".29","6.07","25.78","5.97","3.55","1.34",".14",".94","2.15","5.35","16.37","29.59","15.18","10354"
"Steven Brault","Pirates","COL @ PIT",".35","5.68","24.05","5.13","3.45","1.09",".09",".50","2.47","4.85","16.23","28.78","15.03","15291"
"Reynaldo Lopez","White Sox","CWS @ OAK",".29","5.89","25.69","5.47","3.11","1.28",".11",".97","3.09","5.25","15.02","28.32","14.13","16400"
"German Marquez","Rockies","COL @ PIT",".35","6.14","26.25","6.15","4.13","1.23",".19",".61","2.36","4.52","15.11","28.29","14.07","15038"
"Jeremy Hellickson","Nationals","WSH @ NYM",".28","5.76","24.33","5.44","3.26","1.20",".11",".86","2.14","4.63","15.04","26.99","13.80","4371"
"Martin Perez","Rangers","TEX @ TB",".31","6.28","26.91","6.62","4.53","1.32",".16",".61","2.15","4.24","14.22","27.19","13.26","6902"
"Eric Skoglund","Royals","KC @ TOR",".25","5.27","23.39","5.57","3.04","1.40",".08","1.05","2.53","4.24","11.21","22.25","10.51","16155"
"Caleb Smith","Marlins","MIA @ NYY",".14","4.89","22.43","5.10","2.76",".97",".07","1.30","3.16","4.80","10.15","21.10","9.79","14875"
