"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Carlos Carrasco","Indians","DET @ CLE",".53","6.83","27.31","5.64","3.57","1.21",".10",".75","1.67","7.83","26.67","43.46","24.81","6632"
"Alex Wood","Dodgers","OAK @ LAD",".44","6.49","26.02","5.12","3.12","1.09",".07",".84","1.84","6.96","23.97","39.12","22.05","13781"
"Jon Lester","Cubs","PIT @ CHC",".47","6.72","27.58","5.56","3.70","1.18",".10",".58","2.45","6.38","22.44","38.22","20.89","4930"
"Luis Castillo","Reds","CIN @ PHI",".38","6.58","27.24","5.78","3.67","1.11",".15",".86","2.31","6.93","21.98","37.68","20.58","15689"
"David Price","Red Sox","NYY @ BOS",".37","6.32","26.64","5.86","3.55","1.30",".10",".91","2.31","7.08","21.07","36.58","19.75","3184"
"Kevin Gausman","Orioles","TOR @ BAL",".43","6.68","27.48","5.88","3.60","1.21",".07","1.00","2.09","6.31","21.20","36.21","19.68","14107"
"Robbie Ray","Diamondbacks","ARI @ SF",".35","6.23","27.02","5.69","3.82","1.21",".12",".55","3.25","6.98","20.07","36.34","19.16","11486"
"Adam Wainwright","Cardinals","MIL @ STL",".44","6.54","26.73","5.79","3.83","1.23",".09",".64","1.95","5.50","20.03","34.36","18.43","2233"
"Nick Pivetta","Phillies","CIN @ PHI",".36","6.24","26.04","5.39","3.71",".91",".11",".66","2.62","6.09","19.71","34.44","18.35","15454"
"James Paxton","Mariners","SEA @ KC",".40","6.59","27.39","6.45","4.33","1.40",".14",".58","1.78","5.64","19.42","34.08","18.08","11828"
"Daniel Mengden","Athletics","OAK @ LAD",".31","6.38","26.77","5.98","3.67","1.20",".11","1.00","2.20","6.16","19.13","33.64","17.86","16980"
"Zack Wheeler","Mets","NYM @ MIA",".40","6.30","26.93","6.02","4.08","1.06",".14",".74","2.62","5.78","18.14","32.91","17.10","10310"
"Masahiro Tanaka","Yankees","NYY @ BOS",".38","6.37","26.78","6.43","3.80","1.59",".11",".93","1.79","5.68","18.09","32.12","16.84","15764"
"Marco Estrada","Blue Jays","TOR @ BAL",".33","6.26","26.28","5.82","3.45","1.04",".07","1.26","2.19","5.78","17.91","31.58","16.62","1118"
"Yonny Chirinos","Rays","TB @ CWS",".40","6.26","26.21","6.18","3.96","1.15",".15",".91","1.85","5.35","17.66","31.31","16.36","16401"
"Andrew Suarez","Giants","ARI @ SF",".40","6.49","27.12","6.22","4.33","1.29",".22",".38","2.13","4.55","17.10","30.89","15.79","sa598260"
"A.J. Cole","Nationals","ATL @ WSH",".38","6.31","26.99","6.10","4.01","1.18",".12",".80","2.60","5.24","16.79","30.94","15.72","11467"
"Lance McCullers Jr.","Astros","HOU @ MIN",".39","5.40","23.67","4.99","3.16","1.12",".15",".56","3.04","5.88","16.76","30.36","15.93","14120"
"Danny Duffy","Royals","SEA @ KC",".34","6.39","26.69","6.16","4.23","1.26",".15",".53","2.02","4.71","16.93","30.42","15.59","3542"
"James Shields","White Sox","TB @ CWS",".34","6.42","26.99","6.16","3.93","1.09",".17",".97","2.24","5.03","16.67","30.16","15.43","7059"
"Jarlin Garcia","Marlins","NYM @ MIA",".34","6.23","26.35","6.22","4.03","1.21",".13",".85","2.01","4.50","15.40","28.25","14.17","18282"
"German Marquez","Rockies","SD @ COL",".37","5.66","24.98","6.85","4.26","1.38",".32",".90","1.71","5.39","14.40","27.52","13.62","15038"
"Brandon McCarthy","Braves","ATL @ WSH",".31","5.45","23.37","5.49","3.48","1.10",".10",".82","2.12","4.81","14.55","26.36","13.52","4662"
"Jaime Barria","Angels","LAA @ TEX",".41","5.73","25.03","6.02","3.52","1.24",".13","1.12","2.38","4.69","13.59","26.01","12.74","sa737379"
"Kyle Gibson","Twins","HOU @ MIN",".27","5.68","25.26","6.01","3.82","1.22",".09",".88","2.88","4.79","12.77","25.57","12.13","10123"
"Junior Guerra","Brewers","MIL @ STL",".25","5.05","22.00","4.65","2.93",".92",".10",".70","2.71","4.40","12.99","23.79","12.15","5702"
"Steven Brault","Pirates","PIT @ CHC",".24","5.22","22.79","5.03","3.25","1.17",".11",".50","2.64","4.11","12.66","23.67","11.81","15291"
"Jordan Zimmermann","Tigers","DET @ CLE",".22","5.71","24.57","6.08","3.57","1.37",".14","1.00","1.91","4.11","12.33","23.55","11.32","4505"
"Matt Moore","Rangers","LAA @ TEX",".26","5.30","24.14","6.07","3.60","1.24",".11","1.12","2.77","3.91","9.25","20.44","8.84","1890"
"Luis Perdomo","Padres","SD @ COL",".28","5.26","24.46","7.15","4.58","1.53",".23",".81","2.21","3.89","8.35","19.93","8.20","14682"
