"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Carlos Carrasco","Indians","MIL @ CLE",".47","6.35","26.64","5.91","3.56","1.41",".05",".89","2.15","7.93","23.19","39.50","21.81","6632"
"Eduardo Rodriguez","Red Sox","DET @ BOS",".45","6.99","28.96","6.48","4.23","1.57",".10",".59","2.14","7.11","23.03","39.56","21.74","13164"
"Shohei Ohtani","Angels","KC @ LAA",".47","6.36","26.14","5.38","3.51","1.08",".06",".73","2.21","6.83","22.40","37.75","20.79","19755"
"Jose Quintana","Cubs","PHI @ CHC",".41","6.43","26.93","5.99","3.66","1.27",".15",".92","2.18","7.24","21.60","37.23","20.24","11423"
"Jake Odorizzi","Twins","CWS @ MIN",".48","6.26","26.03","5.80","3.58","1.11",".17",".94","2.03","6.29","20.00","34.46","18.57","6397"
"Mike Foltynewicz","Braves","ATL @ SD",".36","6.15","26.31","5.87","3.87","1.13",".22",".65","2.63","6.48","18.84","33.79","17.79","10811"
"Jon Gray","Rockies","COL @ CIN",".43","6.01","25.68","5.85","3.79","1.15",".12",".79","2.37","6.44","18.74","33.32","17.61","14916"
"Tanner Roark","Nationals","TB @ WSH",".10","6.75","28.17","6.46","4.26","1.24",".13",".84","2.12","6.26","18.80","33.30","17.55","8753"
"Dylan Bundy","Orioles","BAL @ NYM",".38","6.01","25.29","5.21","3.12","1.04",".10",".96","2.51","6.29","19.04","33.09","17.72","12917"
"Aaron Nola","Phillies","PHI @ CHC",".34","6.26","26.64","6.23","3.75","1.28",".17","1.03","2.13","6.56","18.70","33.21","17.54","16149"
"Zack Wheeler","Mets","BAL @ NYM",".34","6.02","25.37","5.66","3.65","1.01",".03",".97","2.11","6.06","18.45","32.21","17.12","10310"
"Lance McCullers Jr.","Astros","SEA @ HOU",".42","5.57","23.59","5.35","3.53","1.12",".14",".56","2.05","5.87","18.02","31.20","16.80","14120"
"Chris Stratton","Giants","ARI @ SF",".36","6.28","26.77","5.77","3.91","1.14",".22",".50","2.81","5.38","17.24","31.48","16.12","13761"
"Sonny Gray","Yankees","NYY @ TOR",".46","5.89","24.91","5.10","2.99","1.34",".06",".71","2.68","5.32","17.32","30.60","16.07","12768"
"Jack Flaherty","Cardinals","MIA @ STL",".45","5.76","23.92","5.47","3.85",".98",".09",".55","1.67","4.97","17.44","29.84","15.99","17479"
"Caleb Ferguson","Dodgers","LAD @ PIT",".38","6.01","25.98","5.83","3.95","1.10",".16",".62","2.76","5.30","16.05","29.85","15.10","sa829827"
"Blaine Hardy","Tigers","DET @ BOS",".31","6.20","26.35","6.56","4.27","1.55",".12",".63","1.81","5.15","16.07","29.42","14.93","6499"
"Clay Buchholz","Diamondbacks","ARI @ SF",".38","6.31","26.69","6.29","4.18","1.36",".14",".62","2.03","4.41","15.48","28.40","14.28","3543"
"Daniel Mengden","Athletics","OAK @ TEX",".44","6.09","26.17","6.45","4.01","1.33",".15",".96","2.07","4.92","14.99","27.97","13.98","16980"
"Trevor Williams","Pirates","LAD @ PIT",".34","5.99","25.51","5.86","3.90","1.22",".10",".64","2.31","4.64","15.10","27.81","13.96","16977"
"Ian Kennedy","Royals","KC @ LAA",".26","5.72","24.67","5.38","2.90","1.09",".08","1.31","2.63","5.47","14.90","27.35","13.87","6986"
"Sam Gaviglio","Blue Jays","NYY @ TOR",".26","5.64","23.97","5.63","3.02","1.36",".07","1.19","1.84","5.13","14.77","26.41","13.56","12778"
"Sal Romano","Reds","COL @ CIN",".29","5.81","25.51","6.15","3.69","1.34",".10","1.01","2.50","5.21","13.86","26.71","13.03","13690"
"Wei-Yin Chen","Marlins","MIA @ STL",".25","5.73","25.16","6.46","4.05","1.27",".10","1.04","2.17","4.15","11.16","22.65","10.41","13071"
"Bartolo Colon","Rangers","OAK @ TEX",".25","5.41","23.59","6.68","3.78","1.38",".15","1.37","1.16","3.81","10.03","19.96","9.14","375"
"Chase Anderson","Brewers","MIL @ CLE",".25","5.45","24.40","6.21","3.49","1.54",".07","1.12","2.38","3.78","9.42","20.16","8.82","6895"
"Hector Santiago","White Sox","CWS @ MIN",".21","5.17","23.86","5.65","3.19","1.17",".12","1.18","3.29","4.30","8.88","20.04","8.61","4026"
"Wade LeBlanc","Mariners","SEA @ HOU",".25","5.73","25.28","7.13","4.31","1.59",".13","1.09","1.54","3.36","9.14","19.61","8.42","5221"
"Matt Strahm","Padres","ATL @ SD",".00","2.90","12.44","2.59","1.71",".56",".07",".26","1.42","3.01","8.31","14.14","7.74","13799"
