"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Ryne Stanek","Rays","BAL @ TB",".45","6.11","25.15","4.84","3.19",".91",".12",".63","2.50","7.71","23.95","39.81","22.36","15947"
"Vince Velasquez","Phillies","PHI @ NYM",".47","6.20","25.62","4.76","3.08","1.03",".09",".56","2.76","7.16","23.10","38.78","21.54","11189"
"Robbie Ray","Diamondbacks","ATL @ ARI",".37","6.08","25.69","5.17","3.22","1.05",".15",".76","2.83","7.87","22.40","38.46","21.11","11486"
"Andrew Heaney","Angels","LAA @ CWS",".44","6.03","24.74","5.49","3.37","1.14",".18",".80","1.67","7.07","21.95","36.56","20.37","15423"
"Mike Clevinger","Indians","CLE @ TOR",".48","6.40","26.52","5.52","3.20","1.37",".10",".84","2.29","6.64","21.32","36.36","19.85","12808"
"Touki Toussaint","Braves","ATL @ ARI",".33","5.64","24.28","4.92","2.93","1.10",".21",".69","2.95","6.64","18.51","32.59","17.46","16929"
"Tyler Mahle","Reds","SD @ CIN",".38","5.99","24.91","5.23","3.32","1.01",".08",".81","2.28","5.89","18.80","32.37","17.38","16358"
"Zach Davies","Brewers","SF @ MIL",".42","6.56","27.41","6.16","4.06","1.29",".14",".66","2.16","5.35","18.38","32.57","17.03","13183"
"Erasmo Ramirez","Mariners","NYY @ SEA",".37","6.28","25.69","6.06","3.82","1.19",".07",".98","1.27","5.28","18.33","31.22","16.66","10314"
"Rich Hill","Dodgers","LAD @ COL",".36","5.45","24.12","5.89","3.68","1.29",".22",".72","2.41","6.72","17.07","31.24","16.33","4806"
"Madison Bumgarner","Giants","SF @ MIL",".31","5.94","24.79","5.63","3.32","1.18",".07","1.06","1.82","5.59","17.25","29.99","15.85","5524"
"John Gant","Cardinals","STL @ DET",".39","5.92","25.07","6.06","3.81","1.28",".29",".67","1.82","5.44","16.86","30.07","15.64","13684"
"Trevor Williams","Pirates","MIA @ PIT",".42","6.35","26.44","6.27","4.63","1.16",".15",".33","1.78","4.33","16.66","29.85","15.28","16977"
"Trevor Cahill","Athletics","TEX @ OAK",".40","5.83","24.96","5.47","3.68","1.08",".12",".59","2.64","5.25","16.29","29.58","15.21","6249"
"Jeffrey Springs","Rangers","TEX @ OAK",".29","5.38","23.73","5.26","3.11","1.17",".14",".83","2.85","6.24","15.92","29.25","15.16","17677"
"CC Sabathia","Yankees","NYY @ SEA",".36","5.86","24.91","5.77","3.98","1.08",".09",".61","2.19","4.82","15.55","28.26","14.39","404"
"Reynaldo Lopez","White Sox","LAA @ CWS",".28","5.85","25.23","5.37","3.27","1.12",".12",".87","2.93","5.17","15.07","28.02","14.07","16400"
"Corey Oswalt","Mets","PHI @ NYM",".26","5.90","25.03","5.28","3.36","1.03",".05",".84","2.61","4.71","15.01","27.31","13.80","13677"
"Rick Porcello","Red Sox","HOU @ BOS",".37","5.97","25.79","6.45","4.23","1.46",".10",".67","2.04","4.80","14.51","27.39","13.53","2717"
"Michael Fulmer","Tigers","STL @ DET",".31","5.75","24.43","5.79","3.73","1.20",".14",".73","1.93","4.74","14.83","26.85","13.65","13218"
"Ian Kennedy","Royals","KC @ MIN",".36","6.12","26.91","6.67","4.14","1.55",".20",".78","2.53","4.75","13.47","26.62","12.77","6986"
"Mike Montgomery","Cubs","CHC @ WSH",".41","5.81","25.20","6.00","4.13","1.31",".09",".47","2.47","4.08","13.32","25.73","12.41","4869"
"Tyler Anderson","Rockies","LAD @ COL",".29","5.34","23.81","6.29","3.78","1.52",".17",".81","1.99","5.34","13.24","25.49","12.56","12880"
"Jeff Brigham","Marlins","MIA @ PIT",".30","5.89","25.42","6.24","4.39","1.27",".16",".41","2.23","4.16","13.30","25.63","12.37","16631"
"Erick Fedde","Nationals","CHC @ WSH",".27","5.64","24.74","6.42","4.21","1.38",".09",".74","1.95","4.54","12.76","24.81","11.92","17425"
"Thomas Pannone","Blue Jays","CLE @ TOR",".25","5.57","24.20","5.96","3.36","1.47",".09","1.05","2.08","4.53","12.51","23.94","11.58","17281"
"Chase De Jong","Twins","KC @ MIN",".34","5.73","24.87","6.45","4.08","1.54",".18",".64","1.89","4.02","12.25","23.91","11.36","15036"
"Josh Rogers","Orioles","BAL @ TB",".25","5.71","24.87","6.33","4.39","1.11",".22",".62","2.12","4.18","12.16","23.95","11.33","18510"
"Jacob Nix","Padres","SD @ CIN",".33","5.93","25.34","6.11","4.06","1.22",".13",".70","2.12","3.50","12.23","23.62","11.17","17775"
"Dallas Keuchel","Astros","HOU @ BOS",".36","6.03","26.54","7.09","4.62","1.76",".14",".57","2.07","3.79","11.40","23.59","10.72","9434"
