"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Corey Kluber","Indians","BOS @ CLE",".44","6.82","27.65","6.06","3.91","1.27",".06",".82","1.86","7.10","23.52","40.86","22.09","2429"
"Matt Moore","Giants","MIL @ SFN",".42","6.16","25.41","5.27","3.41","1.00",".11",".75","2.37","6.62","20.94","36.89","19.63","1890"
"Luis Severino","Yankees","NYA @ DET",".48","6.54","27.21","6.14","4.04","1.11",".14",".85","2.17","6.18","20.19","36.50","19.06","15890"
"Luke Weaver","Cardinals","SDN @ SLN",".43","6.07","24.74","5.44","3.55","1.02",".13",".75","1.77","5.82","19.79","34.55","18.29","16918"
"Marcus Stroman","Blue Jays","TOR @ TBA",".37","6.36","27.04","6.17","4.05","1.22",".12",".77","2.52","5.58","17.35","32.85","16.51","13431"
"Zack Godley","Diamondbacks","ARI @ NYN",".45","6.19","26.23","5.72","3.72","1.10",".09",".81","2.66","5.48","17.49","32.80","16.54","14862"
"Andrew Heaney","Angels","TEX @ ANA",".41","5.85","24.13","5.28","3.38",".93",".07",".90","1.98","5.58","18.25","32.28","16.90","15423"
"Rich Hill","Dodgers","LAN @ PIT",".41","5.69","24.63","5.35","3.65","1.00",".11",".60","2.89","5.96","17.34","32.49","16.50","4806"
"Drew Pomeranz","Red Sox","BOS @ CLE",".32","6.01","25.59","5.55","3.47","1.17",".07",".84","2.71","5.76","17.16","32.12","16.21","11426"
"Dylan Bundy","Orioles","OAK @ BAL",".38","5.87","24.99","5.66","3.18",".98",".06","1.44","2.30","5.97","16.91","31.25","15.84","12917"
"Ervin Santana","Twins","MIN @ CHA",".41","6.00","25.77","6.31","3.99","1.03",".18","1.10","2.29","5.72","16.28","31.15","15.45","3200"
"Mike Fiers","Astros","WAS @ HOU",".44","5.92","25.11","5.94","3.61","1.13",".13","1.07","2.08","5.26","16.17","30.29","15.13","7754"
"Ian Kennedy","Royals","COL @ KCA",".36","5.86","24.74","5.73","3.49","1.11",".16",".98","2.11","5.15","15.98","29.79","14.87","6986"
"Austin Pruitt","Rays","TOR @ TBA",".35","5.74","23.66","5.21","3.33",".95",".06",".88","1.81","4.67","16.24","28.92","14.83","15290"
"Jhoulys Chacin","Padres","SDN @ SLN",".29","5.74","25.22","5.94","4.02","1.14",".10",".67","2.75","4.77","13.48","27.40","12.85","2608"
"Mark Leiter","Phillies","MIA @ PHI",".32","5.51","23.93","5.54","3.51",".99",".09",".95","2.50","4.70","13.47","26.39","12.64","15551"
"R.A. Dickey","Braves","SEA @ ATL",".34","5.74","24.98","6.11","3.94","1.17",".06",".94","2.33","4.34","12.87","26.06","12.08","1245"
"James Shields","White Sox","MIN @ CHA",".28","5.26","23.40","5.53","3.13","1.04",".11","1.24","2.69","4.77","11.89","24.31","11.30","7059"
"Daniel Gossett","Athletics","OAK @ BAL",".30","5.25","23.06","6.03","3.56","1.05",".07","1.35","1.86","4.60","11.89","23.78","11.16","16164"
"Antonio Senzatela","Rockies","COL @ KCA",".35","5.68","24.63","6.11","3.98","1.18",".12",".83","2.19","3.46","11.23","23.41","10.44","15488"
"Trevor Williams","Pirates","LAN @ PIT",".29","5.56","24.42","6.05","4.01","1.23",".12",".68","2.42","3.68","10.95","23.31","10.30","16977"
"Matt Garza","Brewers","MIL @ SFN",".30","5.46","23.85","5.99","4.23","1.14",".11",".51","2.24","3.53","11.04","22.99","10.34","3340"
"Mike Montgomery","Cubs","CHN @ CIN",".35","4.91","21.97","5.09","3.40",".91",".13",".64","2.88","4.09","11.04","22.50","10.56","4869"
"Chris Flexen","Mets","ARI @ NYN",".24","4.86","21.73","4.90","3.06",".97",".09",".78","2.85","4.18","10.74","21.79","10.21","13896"
"Jordan Zimmermann","Tigers","NYA @ DET",".24","5.48","23.45","5.91","3.64","1.00",".15","1.11","1.78","3.43","10.73","21.68","9.77","4505"
"Asher Wojciechowski","Reds","CHN @ CIN",".23","4.65","20.67","4.66","2.59",".76",".05","1.25","2.55","4.32","10.52","20.56","9.92","10836"
"Justin Nicolino","Marlins","MIA @ PHI",".33","4.99","21.46","5.47","3.51",".99",".14",".84","1.68","3.25","10.51","20.37","9.63","11754"
"Andrew Cashner","Rangers","TEX @ ANA",".28","5.59","24.63","6.22","4.05","1.12",".09",".96","2.36","2.91","8.87","20.31","8.27","8782"
"Edwin Jackson","Nationals","WAS @ HOU",".24","5.00","22.97","6.09","3.59","1.20",".09","1.21","2.57","3.58","7.45","18.43","7.23","1841"
"Erasmo Ramirez","Mariners","TOR @ TBA",".00",".66","2.79",".63",".40",".11",".01",".11",".25",".50","1.42","2.46","1.28","10314"
