"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jon Lester","Cubs","STL @ CHC",".37","6.48","26.86","5.38","3.45","1.09",".09",".74","2.61","7.12","22.47","38.41","21.00","4930"
"Luke Weaver","Cardinals","STL @ CHC",".38","6.44","27.14","5.50","3.63","1.10",".13",".64","2.86","7.04","21.90","38.13","20.65","16918"
"Jameson Taillon","Pirates","PIT @ PHI",".36","6.38","26.56","5.74","3.58","1.22",".16",".79","2.25","6.90","21.40","36.81","20.03","11674"
"Zack Greinke","Diamondbacks","SF @ ARI",".42","6.63","27.29","6.07","3.68","1.47",".14",".78","1.80","6.34","21.38","36.42","19.82","1943"
"Jake Arrieta","Phillies","PIT @ PHI",".38","6.39","26.22","5.37","3.39","1.13",".13",".72","2.23","6.08","20.76","35.29","19.17","4153"
"Charlie Morton","Astros","HOU @ SEA",".42","6.16","26.52","5.67","3.74","1.11",".11",".72","2.97","6.10","18.54","33.59","17.53","4676"
"Chase Anderson","Brewers","MIA @ MIL",".41","6.13","25.61","5.57","3.51","1.13",".12",".81","2.19","5.75","18.85","32.81","17.47","6895"
"Eduardo Rodriguez","Red Sox","BOS @ LAA",".40","6.54","28.08","6.19","3.90","1.20",".09","1.00","2.95","5.39","16.85","31.33","15.99","13164"
"Nick Tropeano","Angels","BOS @ LAA",".34","6.10","25.81","5.84","3.60","1.19",".07",".97","2.29","5.10","16.26","29.46","15.06","12385"
"CC Sabathia","Yankees","TOR @ NYY",".36","5.66","23.99","5.53","3.23","1.19",".06","1.05","1.97","4.91","15.42","27.47","14.20","404"
"Alex Cobb","Orioles","BAL @ DET",".43","6.26","26.86","6.75","4.40","1.44",".23",".67","1.97","4.25","14.50","27.55","13.50","6562"
"Matt Wisler","Braves","NYM @ ATL",".34","6.20","26.19","6.19","3.75","1.34",".10","1.00","1.94","4.37","14.93","27.36","13.68","12804"
"Aaron Sanchez","Blue Jays","TOR @ NYY",".32","5.63","25.05","5.28","3.27","1.01",".09",".91","3.53","4.67","12.86","25.64","12.23","11490"
"Dillon Peters","Marlins","MIA @ MIL",".27","5.32","23.86","5.29","3.43","1.05",".09",".72","3.23","4.86","12.86","25.30","12.29","18790"
"Jordan Zimmermann","Tigers","BAL @ DET",".28","5.64","24.44","6.40","3.97","1.23",".19","1.00","1.63","4.57","13.22","24.98","12.25","4505"
"Matt Harvey","Mets","NYM @ ATL",".35","5.64","24.37","5.99","3.94","1.26",".13",".65","2.05","3.65","12.44","23.79","11.46","11713"
"Ty Blach","Giants","SF @ ARI",".32","6.01","26.11","6.78","4.23","1.82",".22",".51","1.94","3.39","11.65","23.46","10.76","14361"
"Marco Gonzales","Mariners","HOU @ SEA",".24","4.95","21.72","5.19","3.26","1.10",".06",".77","2.22","4.27","12.02","22.47","11.27","15467"
