"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Trevor Bauer","Indians","DET @ CLE",".46","6.83","28.55","6.31","3.94","1.47",".09",".81","2.36","7.36","22.99","39.70","21.76","12703"
"Gio Gonzalez","Nationals","COL @ WSH",".44","6.66","28.05","5.88","3.70","1.29",".09",".81","2.75","7.10","22.05","38.49","20.85","7448"
"Jose Berrios","Twins","CWS @ MIN",".49","6.15","25.76","5.47","3.57","1.09",".11",".69","2.40","6.69","21.31","36.64","19.93","14168"
"Chris Stratton","Giants","SF @ SD",".41","6.62","27.63","6.05","3.91","1.20",".22",".71","2.36","6.34","20.67","36.14","19.40","13761"
"Michael Wacha","Cardinals","STL @ CIN",".49","6.36","26.28","5.79","3.74","1.18",".14",".74","1.99","6.18","20.80","35.62","19.32","14078"
"Kyle Hendricks","Cubs","PIT @ CHC",".47","6.64","27.54","6.50","4.12","1.27",".15",".96","1.69","5.64","19.37","33.75","17.97","12049"
"Nick Tropeano","Angels","LAA @ KC",".44","6.01","25.71","5.84","3.67","1.17",".20",".81","2.44","5.41","16.89","30.69","15.82","12385"
"Rick Porcello","Red Sox","NYY @ BOS",".34","6.31","26.99","6.75","4.15","1.49",".12",".99","1.89","5.65","16.80","30.73","15.74","2717"
"Sonny Gray","Yankees","NYY @ BOS",".39","6.14","26.56","6.23","3.90","1.47",".10",".76","2.59","5.31","16.09","30.16","15.18","12768"
"Bryan Mitchell","Padres","SF @ SD",".33","6.26","26.70","5.92","3.98","1.28",".13",".55","2.63","4.69","16.00","29.69","14.88","11479"
"Sal Romano","Reds","STL @ CIN",".25","5.86","25.53","5.96","3.61","1.27",".12",".96","2.54","5.34","14.86","28.03","13.95","13690"
"Trevor Williams","Pirates","PIT @ CHC",".26","5.61","24.69","5.91","3.31","1.20",".13","1.27","2.46","5.65","14.49","27.40","13.70","16977"
"Michael Fulmer","Tigers","DET @ CLE",".29","6.06","26.27","6.28","3.82","1.47",".11",".89","2.44","4.66","13.98","26.88","13.10","13218"
"Chad Bettis","Rockies","COL @ WSH",".29","5.65","24.36","5.92","3.59","1.32",".11",".90","2.05","4.81","14.23","26.41","13.22","10587"
"Ian Kennedy","Royals","LAA @ KC",".27","5.64","24.76","5.85","3.33","1.26",".11","1.15","2.55","4.64","12.69","24.71","11.88","6986"
"Lucas Giolito","White Sox","CWS @ MIN",".22","5.47","25.00","5.91","3.38","1.24",".15","1.14","3.27","4.94","11.22","23.75","10.87","15474"
