"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Chris Sale","Red Sox","TBA @ BOS",".56","7.15","28.28","5.69","3.48","1.24",".13",".85","1.77","9.56","30.79","50.96","29.12","10603"
"Luis Severino","Yankees","NYA @ TEX",".50","6.30","26.46","5.56","3.49","1.03",".12",".93","2.70","7.57","22.34","39.82","21.28","15890"
"Alex Wood","Dodgers","COL @ LAN",".48","6.26","25.27","5.29","3.48","1.08",".06",".67","1.86","6.49","22.37","38.37","20.76","13781"
"Zack Godley","Diamondbacks","SDN @ ARI",".47","6.36","26.71","5.83","3.82","1.19",".20",".62","2.55","6.21","19.87","36.32","18.80","14862"
"Charlie Morton","Astros","HOU @ OAK",".47","6.16","26.13","5.24","3.38","1.12",".08",".66","3.05","6.24","19.52","35.76","18.53","4676"
"Jeff Samardzija","Giants","SFN @ CHA",".44","6.30","26.49","6.46","4.22","1.13",".16",".95","1.93","6.33","19.20","35.22","18.19","3254"
"Carlos Martinez","Cardinals","PIT @ SLN",".40","6.05","25.67","5.76","4.00","1.14",".12",".50","2.56","5.67","17.86","33.39","16.88","11682"
"Rafael Montero","Mets","CIN @ NYN",".33","5.96","25.62","5.14","3.24","1.00",".09",".81","3.28","5.42","16.33","31.21","15.42","12760"
"Andrew Heaney","Angels","ANA @ SEA",".37","5.77","24.23","5.48","3.42","1.02",".04","1.00","2.05","4.98","15.96","29.26","14.77","15423"
"Jakob Junis","Royals","MIN @ KCA",".34","5.66","23.92","5.42","3.29","1.15",".17",".81","2.17","4.58","14.80","27.65","13.68","13619"
"Chad Kuhl","Pirates","PIT @ SLN",".30","5.61","24.82","5.79","3.84","1.16",".12",".68","2.87","4.94","13.50","27.42","12.91","14975"
"Mike Montgomery","Cubs","MIL @ CHN",".37","5.14","22.35","4.95","3.29",".97",".09",".60","2.70","4.80","14.05","26.45","13.27","4869"
"Jose Berrios","Twins","MIN @ KCA",".35","5.56","23.71","5.55","3.52","1.09",".11",".83","2.08","4.34","13.87","26.31","12.83","14168"
"Edwin Jackson","Nationals","PHI @ WAS",".37","5.86","25.56","6.11","4.20","1.07",".12",".72","2.68","4.18","12.73","26.35","12.06","1841"
"Homer Bailey","Reds","CIN @ NYN",".38","5.85","24.81","5.82","4.03","1.09",".13",".57","2.21","3.49","13.09","25.74","12.07","8362"
"Andrew Albers","Mariners","ANA @ SEA",".32","5.56","23.37","5.63","3.54","1.04",".06",".99","1.70","3.98","13.34","25.08","12.17","7853"
"Chase Anderson","Brewers","MIL @ CHN",".26","5.35","24.02","5.56","3.41","1.04",".10","1.02","3.01","4.94","12.10","25.21","11.62","6895"
"Josh Tomlin","Indians","BAL @ CLE",".35","5.27","21.98","5.87","3.39","1.16",".05","1.26",".83","4.28","13.62","24.34","12.36","9388"
"Mark Leiter","Phillies","PHI @ WAS",".33","5.55","24.38","6.20","4.10","1.24",".09",".78","2.24","4.11","11.85","24.59","11.18","15551"
"Adam Conley","Marlins","MIA @ ATL",".33","5.44","24.28","5.94","3.99","1.12",".13",".70","2.79","4.26","11.50","24.53","11.03","14457"
"Jhoulys Chacin","Padres","SDN @ ARI",".26","5.33","24.07","5.74","3.52","1.25",".18",".79","2.96","4.68","11.42","24.41","11.02","2608"
"James Shields","White Sox","SFN @ CHA",".28","5.59","24.59","5.95","3.77","1.12",".10",".98","2.52","3.94","11.15","23.54","10.48","7059"
"Chad Bettis","Rockies","COL @ LAN",".25","5.60","24.38","5.83","3.57","1.17",".05","1.04","2.38","3.69","10.98","22.93","10.20","10587"
"Matt Andriese","Rays","TBA @ BOS",".22","5.61","24.70","6.48","4.12","1.48",".09",".80","2.12","3.86","10.66","23.01","10.05","12022"
"Brett Anderson","Blue Jays","DET @ TOR",".35","5.01","21.37","5.40","3.47","1.22",".16",".56","1.58","3.44","11.75","21.93","10.79","8223"
"Daniel Gossett","Athletics","HOU @ OAK (2)",".29","5.69","24.72","6.10","3.98","1.25",".10",".77","2.30","3.30","10.61","22.64","9.85","16164"
"Chad Bell","Tigers","DET @ TOR",".25","4.90","21.90","5.05","2.87","1.10",".05","1.03","2.68","3.75","9.61","20.13","9.04","10297"
"Max Fried","Braves","MIA @ ATL",".15","3.97","17.78","3.96","2.70",".72",".06",".48","2.44","3.68","9.43","17.95","9.01","13743"
"Andrew Cashner","Rangers","NYA @ TEX",".23","5.29","23.84","6.21","3.97","1.13",".11","1.01","2.47","3.09","7.73","18.80","7.33","8782"
"Gabriel Ynoa","Orioles","BAL @ CLE",".16","4.00","18.08","4.77","2.96",".99",".07",".76","1.87","2.27","5.56","12.57","5.22","12938"
